n_layers,seed,epoch,train_bpr_loss
1,43,44,0.12176006704406894
1,43,45,0.12006616898798857
1,43,46,0.11803582369390389
1,43,47,0.11765705513349478
1,43,48,0.11571121407483799
1,43,49,0.11538096123199532
1,43,50,0.11384560016618259
1,43,51,0.11171916224386381
1,43,52,0.11125688893261595
1,43,53,0.10919172342434741
1,43,54,0.10841185933458146
1,43,55,0.1085962848332913
1,43,56,0.10685527806534716
1,43,57,0.10595443896085456
1,43,58,0.10547890499288189
1,43,59,0.10327301999095126
1,43,60,0.10353399213889371
1,43,61,0.1021034158344475
1,43,62,0.10111279495438372
1,43,63,0.10003541628627674
1,43,64,0.09850876892923607
1,43,65,0.10002275893761628
1,43,66,0.09758453268517295
1,43,67,0.09652965799297976
1,43,68,0.09606777494638294
1,43,69,0.09587270488449628
1,43,70,0.0946430517765491
1,43,71,0.09328235930128806
1,43,72,0.09389608410065589
1,43,73,0.0916294133749561
1,43,74,0.0911381126590667
1,43,75,0.08966398248583943
1,43,76,0.09004692529476639
1,43,77,0.08991274928701097
1,43,78,0.08847902066485984
1,43,79,0.08795709265530974
1,43,80,0.08727478001104749
1,43,81,0.08696937123718469
1,43,82,0.0861171716419251
1,43,83,0.08600994231908218
1,43,84,0.08491325244793425
1,43,85,0.08364464054424045
1,43,86,0.08355614304562788
1,43,87,0.08307074328911478
1,43,88,0.08192393271441477
1,43,89,0.08186359115052914
1,43,90,0.08117503785288663
1,43,91,0.0810277246856603
1,43,92,0.08074319548904896
1,43,93,0.0805366363754307
1,43,94,0.07862374177405043
1,43,95,0.07888713622852937
1,43,96,0.07788049612207797
1,43,97,0.07831667122039673
1,43,98,0.07709173175195853
1,43,99,0.07729272447202516
1,43,100,0.07687880059086677
1,44,1,0.627362160579018
1,44,2,0.3316182645334714
1,44,3,0.29575353428937384
1,44,4,0.2732168439829695
1,44,5,0.2517073246231977
1,44,6,0.23813115492247153
1,44,7,0.22752910949613736
1,44,8,0.21841453933629437
1,44,9,0.20910590445703786
1,44,10,0.2043573267325975
1,44,11,0.19786723819223867
1,44,12,0.1948665017667024
1,44,13,0.18814686156701352
1,44,14,0.1835380679036936
1,44,15,0.18106161101140839
1,44,16,0.17657334923042337
1,44,17,0.17299530102425945
1,44,18,0.17008748542571414
1,44,19,0.16838389699873718
1,44,20,0.16542210246341815
1,44,21,0.16152748829968597
1,44,22,0.15889012392448343
1,44,23,0.1571186216197152
1,44,24,0.15469092273733753
1,44,25,0.15455885733599248
1,44,26,0.15076650222898394
1,44,27,0.14850867574737556
1,44,28,0.14728030092690303
1,44,29,0.1447044559686944
1,44,30,0.14317303154941485
1,44,31,0.14218599173793758
1,44,32,0.14068661994584228
1,44,33,0.1387380955443866
1,44,34,0.13696164505866668
1,44,35,0.13862281659806985
1,44,36,0.13335006022690862
1,44,37,0.13142203524762738
1,44,38,0.13020520863811608
1,44,39,0.12933954947452614
1,44,40,0.12766065262258053
1,44,41,0.1254783228876582
1,44,42,0.1255335447958846
1,44,43,0.12281404231823441
1,44,44,0.12195084335795348
1,44,45,0.12072848819493168
1,44,46,0.120598995572199
1,44,47,0.1211755376957033
1,44,48,0.11584711293487446
1,44,49,0.1150842156747113
1,44,50,0.11398664483989494
1,44,51,0.1129880362406265
1,44,52,0.11171569087373032
1,44,53,0.11024884029251078
1,44,54,0.11014747422566448
1,44,55,0.10808264190142138
1,44,56,0.10799328513119531
1,44,57,0.10635389484789061
1,44,58,0.1048941839472863
1,44,59,0.10446594288383705
1,44,60,0.10311314535151789
1,44,61,0.10199765183463477
1,44,62,0.10157079568159753
1,44,63,0.10105047914860905
1,44,64,0.09993477187632327
1,44,65,0.0988965275818887
1,44,66,0.09747065256849147
1,44,67,0.09792919493148751
1,44,68,0.09628764633932893
1,44,69,0.09510530040774873
1,44,70,0.09491427458714748
1,44,71,0.09397925320418848
1,44,72,0.09357998941255652
1,44,73,0.09195165420490978
1,44,74,0.09104118027143936
1,44,75,0.09089271500166776
1,44,76,0.0898283072679803
1,44,77,0.08970702745938215
1,44,78,0.08913866498008155
1,44,79,0.09059512604405914
1,44,80,0.0880679208515347
1,44,81,0.08646370424463859
1,44,82,0.08608083871017763
1,44,83,0.08578636652985723
1,44,84,0.08544638231936572
1,44,85,0.08443764945411164
1,44,86,0.0834155749509354
1,44,87,0.08245383398742348
1,44,88,0.08208688363547613
1,44,89,0.08194528644283612
1,44,90,0.08235573914134875
1,44,91,0.08130918532286001
1,44,92,0.07983705006620806
1,44,93,0.08021167134427452
1,44,94,0.07953064979148516
1,44,95,0.07899958860345077
1,44,96,0.07926763967354444
1,44,97,0.07936941569104143
1,44,98,0.07780154042742704
1,44,99,0.07715865484087904
1,44,100,0.0773610315973992
