item_idx,degree,degree_group,embedding_norm_mean,embedding_norm_std,dataset,log1p_degree
2705,8,low,2.6377163,0.1102985,MovieLens-1M,2.1972245773362196
2706,10,medium,3.040905,0.08487566,MovieLens-1M,2.3978952727983707
2707,13,medium,3.016508,0.1641088,MovieLens-1M,2.6390573296152584
2708,8,low,3.2279053,0.11000834,MovieLens-1M,2.1972245773362196
2709,42,medium,3.1900618,0.015627157,MovieLens-1M,3.7612001156935624
2710,613,high,3.721814,0.08621374,MovieLens-1M,6.419994928147142
2711,125,medium,3.337763,0.14653644,MovieLens-1M,4.836281906951478
2712,16,medium,3.2605717,0.13596977,MovieLens-1M,2.833213344056216
2713,39,medium,2.6551244,0.1814511,MovieLens-1M,3.6888794541139363
2714,4,low,2.4168422,0.0724942,MovieLens-1M,1.6094379124341003
2715,2,low,2.9804451,0.042492706,MovieLens-1M,1.0986122886681098
2716,1,low,3.341328,0.03849598,MovieLens-1M,0.6931471805599453
2717,380,high,3.1743927,0.07394094,MovieLens-1M,5.942799375126701
2718,193,medium,3.346481,0.0846884,MovieLens-1M,5.267858159063328
2719,255,high,3.3885357,0.050924826,MovieLens-1M,5.545177444479562
2720,29,medium,2.6186643,0.12361863,MovieLens-1M,3.4011973816621555
2721,12,medium,2.3277638,0.16000566,MovieLens-1M,2.5649493574615367
2722,1,low,3.1695254,0.12368402,MovieLens-1M,0.6931471805599453
2723,113,medium,2.8795547,0.06142082,MovieLens-1M,4.736198448394496
2724,249,high,3.2655456,0.094401866,MovieLens-1M,5.521460917862246
2725,255,high,3.0633838,0.065468475,MovieLens-1M,5.545177444479562
2726,35,medium,2.510851,0.16366348,MovieLens-1M,3.58351893845611
2727,292,high,3.498269,0.074898235,MovieLens-1M,5.680172609017068
2728,213,medium,2.824728,0.02215833,MovieLens-1M,5.365976015021851
2729,636,high,3.7359006,0.050183214,MovieLens-1M,6.456769655572163
2730,13,medium,2.9147224,0.07022058,MovieLens-1M,2.6390573296152584
2731,135,medium,3.073433,0.1451841,MovieLens-1M,4.912654885736052
2732,51,medium,2.8837051,0.084189095,MovieLens-1M,3.9512437185814275
2733,56,medium,3.0326645,0.107371256,MovieLens-1M,4.04305126783455
2734,73,medium,3.0767279,0.044083815,MovieLens-1M,4.30406509320417
2735,91,medium,2.6338737,0.038245834,MovieLens-1M,4.5217885770490405
2736,106,medium,3.059663,0.055529498,MovieLens-1M,4.672828834461906
2737,586,high,3.9664955,0.06561429,MovieLens-1M,6.375024819828097
2738,395,high,3.5674293,0.062401693,MovieLens-1M,5.981414211254481
2739,300,high,3.5683374,0.06564667,MovieLens-1M,5.707110264748875
2740,1,low,3.3829343,0.100837275,MovieLens-1M,0.6931471805599453
2741,1,low,3.4383106,0.04809972,MovieLens-1M,0.6931471805599453
2742,47,medium,2.4892924,0.15917209,MovieLens-1M,3.871201010907891
2743,254,high,3.1178188,0.0429182,MovieLens-1M,5.541263545158426
2744,271,high,3.0749636,0.043996967,MovieLens-1M,5.605802066295998
2745,209,medium,3.052552,0.08475607,MovieLens-1M,5.3471075307174685
2746,150,medium,2.6759148,0.06287655,MovieLens-1M,5.017279836814924
2747,120,medium,3.1442788,0.097479396,MovieLens-1M,4.795790545596741
2748,14,medium,2.7025318,0.01091057,MovieLens-1M,2.70805020110221
2749,117,medium,3.1678412,0.012070256,MovieLens-1M,4.770684624465665
2750,65,medium,3.1562557,0.11379064,MovieLens-1M,4.189654742026425
2751,399,high,3.5844948,0.024006115,MovieLens-1M,5.991464547107982
2752,66,medium,2.9932365,0.05802422,MovieLens-1M,4.204692619390966
2753,161,medium,3.4615011,0.06050015,MovieLens-1M,5.087596335232384
2754,356,high,3.2248576,0.06866018,MovieLens-1M,5.877735781779639
2755,111,medium,3.0290983,0.037736073,MovieLens-1M,4.718498871295094
2756,391,high,3.4443436,0.011866396,MovieLens-1M,5.971261839790462
2757,489,high,3.8057556,0.015138481,MovieLens-1M,6.194405391104672
2758,155,medium,3.1365461,0.10479313,MovieLens-1M,5.049856007249537
2759,19,medium,2.5511973,0.12269016,MovieLens-1M,2.995732273553991
2760,525,high,3.4770346,0.02667017,MovieLens-1M,6.26530121273771
2761,431,high,3.4320652,0.051474247,MovieLens-1M,6.068425588244111
2762,11,medium,2.3014004,0.008728746,MovieLens-1M,2.4849066497880004
2763,410,high,3.355648,0.033180524,MovieLens-1M,6.018593214496234
2764,544,high,3.4044445,0.1233889,MovieLens-1M,6.300785794663244
2765,20,medium,2.7686262,0.06687797,MovieLens-1M,3.044522437723423
2766,15,medium,2.9511127,0.109417275,MovieLens-1M,2.772588722239781
2767,136,medium,2.911225,0.050982118,MovieLens-1M,4.919980925828125
2768,31,medium,2.7807057,0.18404151,MovieLens-1M,3.4657359027997265
2769,112,medium,3.202912,0.021036033,MovieLens-1M,4.727387818712341
2770,1244,high,4.4327106,0.01003209,MovieLens-1M,7.126890808898808
2771,44,medium,2.8365548,0.10448044,MovieLens-1M,3.8066624897703196
2772,2,low,3.3066454,0.1250027,MovieLens-1M,1.0986122886681098
2773,32,medium,2.9912767,0.101017214,MovieLens-1M,3.4965075614664802
2774,35,medium,2.5014324,0.12911364,MovieLens-1M,3.58351893845611
2775,42,medium,2.597635,0.011788652,MovieLens-1M,3.7612001156935624
2776,8,low,2.9821386,0.06925336,MovieLens-1M,2.1972245773362196
2777,12,medium,3.2874835,0.060043186,MovieLens-1M,2.5649493574615367
2778,17,medium,3.2502887,0.15293074,MovieLens-1M,2.8903717578961645
2779,113,medium,3.0726779,0.037319746,MovieLens-1M,4.736198448394496
2780,3,low,3.082289,0.07656888,MovieLens-1M,1.3862943611198906
2781,28,medium,2.5594625,0.013409475,MovieLens-1M,3.367295829986474
2782,24,medium,2.69785,0.10073457,MovieLens-1M,3.2188758248682006
2783,170,medium,3.169059,0.035337586,MovieLens-1M,5.14166355650266
2784,12,medium,2.6632245,0.078846574,MovieLens-1M,2.5649493574615367
2785,1,low,3.512574,0.017861165,MovieLens-1M,0.6931471805599453
2786,22,medium,2.7535667,0.06558448,MovieLens-1M,3.1354942159291497
2787,26,medium,2.7755988,0.13739483,MovieLens-1M,3.295836866004329
2788,137,medium,3.3240573,0.10413283,MovieLens-1M,4.927253685157205
2789,142,medium,2.861087,0.088849254,MovieLens-1M,4.962844630259907
2790,2,low,3.3695252,0.10785297,MovieLens-1M,1.0986122886681098
2791,12,medium,3.2357986,0.16561009,MovieLens-1M,2.5649493574615367
2792,23,medium,2.59451,0.17868543,MovieLens-1M,3.1780538303479458
2793,7,low,3.257079,0.118338004,MovieLens-1M,2.0794415416798357
2794,6,low,3.0216932,0.15117072,MovieLens-1M,1.9459101490553132
2795,19,medium,2.2423623,0.13871951,MovieLens-1M,2.995732273553991
2796,60,medium,2.387696,0.14544283,MovieLens-1M,4.110873864173311
2797,19,medium,2.7522504,0.03592674,MovieLens-1M,2.995732273553991
2798,18,medium,3.172696,0.08250062,MovieLens-1M,2.9444389791664403
2799,114,medium,2.6556103,0.1547901,MovieLens-1M,4.74493212836325
2800,94,medium,3.2919495,0.020761605,MovieLens-1M,4.553876891600541
2801,957,high,4.154739,0.09272314,MovieLens-1M,6.86484777797086
2802,520,high,3.6769972,0.035059243,MovieLens-1M,6.255750041753367
2803,3,low,3.6442807,0.17074981,MovieLens-1M,1.3862943611198906
2804,35,medium,2.933686,0.11052873,MovieLens-1M,3.58351893845611
2805,257,high,3.1638916,0.0752838,MovieLens-1M,5.552959584921617
2806,147,medium,3.183994,0.011931088,MovieLens-1M,4.997212273764115
2807,3,low,3.5390217,0.080797486,MovieLens-1M,1.3862943611198906
2808,164,medium,3.2477837,0.0909492,MovieLens-1M,5.10594547390058
2809,126,medium,3.5389192,0.10708872,MovieLens-1M,4.844187086458591
2810,194,medium,3.5786994,0.038189836,MovieLens-1M,5.272999558563747
2811,27,medium,2.3491876,0.08518919,MovieLens-1M,3.332204510175204
2812,288,high,3.411415,0.03397807,MovieLens-1M,5.666426688112432
2813,758,high,4.128284,0.049867824,MovieLens-1M,6.63200177739563
2814,7,low,2.719836,0.02541926,MovieLens-1M,2.0794415416798357
2815,3,low,3.5454865,0.031097181,MovieLens-1M,1.3862943611198906
2816,190,medium,3.1404898,0.01443986,MovieLens-1M,5.25227342804663
2817,1,low,3.4463642,0.044428628,MovieLens-1M,0.6931471805599453
2818,11,medium,2.4406064,0.0266505,MovieLens-1M,2.4849066497880004
2819,98,medium,3.1545193,0.07520778,MovieLens-1M,4.59511985013459
2820,312,high,3.1030426,0.0795105,MovieLens-1M,5.746203190540153
2821,131,medium,2.7388496,0.05712652,MovieLens-1M,4.882801922586371
2822,18,medium,3.0453255,0.026083954,MovieLens-1M,2.9444389791664403
2823,1,low,3.5709364,0.09984684,MovieLens-1M,0.6931471805599453
2824,183,medium,3.3410294,0.15677077,MovieLens-1M,5.214935757608986
2825,470,high,3.7363822,0.01602901,MovieLens-1M,6.154858094016418
2826,1122,high,4.53908,0.021570599,MovieLens-1M,7.023758954738443
2827,714,high,4.01684,0.026798045,MovieLens-1M,6.5722825426940075
2828,32,medium,3.429683,0.07501659,MovieLens-1M,3.4965075614664802
2829,350,high,3.2155285,0.09670968,MovieLens-1M,5.860786223465865
2830,104,medium,3.3255796,0.1168315,MovieLens-1M,4.653960350157523
2831,4,low,3.189902,0.15935855,MovieLens-1M,1.6094379124341003
2832,99,medium,2.529272,0.09325244,MovieLens-1M,4.605170185988092
2833,86,medium,3.0178306,0.081202924,MovieLens-1M,4.465908118654584
2834,31,medium,2.86265,0.20664924,MovieLens-1M,3.4657359027997265
2835,1,low,3.0091639,0.012997561,MovieLens-1M,0.6931471805599453
2836,180,medium,3.5252314,0.06546507,MovieLens-1M,5.198497031265826
2837,214,medium,3.4570942,0.109242,MovieLens-1M,5.3706380281276624
2838,1,low,3.244819,0.19241986,MovieLens-1M,0.6931471805599453
2839,34,medium,2.7893093,0.14310448,MovieLens-1M,3.5553480614894135
2840,170,medium,3.1153767,0.013066105,MovieLens-1M,5.14166355650266
2841,15,medium,2.858987,0.17706443,MovieLens-1M,2.772588722239781
2842,18,medium,3.073696,0.1255292,MovieLens-1M,2.9444389791664403
2843,105,medium,2.8781605,0.1288625,MovieLens-1M,4.663439094112067
2844,329,high,3.250661,0.02214142,MovieLens-1M,5.799092654460526
2845,107,medium,2.8442383,0.089163795,MovieLens-1M,4.68213122712422
2846,250,high,3.2153728,0.052985866,MovieLens-1M,5.5254529391317835
2847,34,medium,3.0489674,0.07333107,MovieLens-1M,3.5553480614894135
2848,116,medium,3.2336814,0.0320661,MovieLens-1M,4.762173934797756
2849,255,high,3.0881398,0.08338668,MovieLens-1M,5.545177444479562
2850,312,high,3.7620602,0.02960589,MovieLens-1M,5.746203190540153
2851,120,medium,2.7488346,0.11629226,MovieLens-1M,4.795790545596741
2853,53,medium,3.1322143,0.17024536,MovieLens-1M,3.9889840465642745
2854,2,low,3.5065184,0.057673346,MovieLens-1M,1.0986122886681098
2855,70,medium,2.7805388,0.117892705,MovieLens-1M,4.2626798770413155
2856,586,high,3.8379753,0.050639197,MovieLens-1M,6.375024819828097
2857,38,medium,2.6538656,0.13134904,MovieLens-1M,3.6635616461296463
2858,133,medium,2.893851,0.06280611,MovieLens-1M,4.897839799950911
2859,42,medium,2.8667443,0.1072223,MovieLens-1M,3.7612001156935624
2860,4,low,3.317119,0.13168566,MovieLens-1M,1.6094379124341003
2861,2,low,3.5184014,0.029277632,MovieLens-1M,1.0986122886681098
2862,39,medium,2.4254034,0.07240835,MovieLens-1M,3.6888794541139363
2863,14,medium,2.3893347,0.07146079,MovieLens-1M,2.70805020110221
2864,189,medium,3.5978339,0.073300384,MovieLens-1M,5.247024072160486
2865,14,medium,2.9543874,0.1959308,MovieLens-1M,2.70805020110221
2866,25,medium,2.3770351,0.10501237,MovieLens-1M,3.258096538021482
2867,16,medium,3.1142662,0.08834474,MovieLens-1M,2.833213344056216
2868,56,medium,3.0525138,0.114218205,MovieLens-1M,4.04305126783455
2869,34,medium,3.3584738,0.16545677,MovieLens-1M,3.5553480614894135
2870,1,low,4.1774197,0.169114,MovieLens-1M,0.6931471805599453
2871,49,medium,2.7426174,0.08065646,MovieLens-1M,3.912023005428146
2872,4,low,3.2432146,0.059166852,MovieLens-1M,1.6094379124341003
2873,2,low,3.7176282,0.115347125,MovieLens-1M,1.0986122886681098
2874,22,medium,2.5167272,0.12004469,MovieLens-1M,3.1354942159291497
2875,1,low,3.5736234,0.04168044,MovieLens-1M,0.6931471805599453
2876,28,medium,3.2250001,0.0915583,MovieLens-1M,3.367295829986474
2877,4,low,3.385456,0.14031951,MovieLens-1M,1.6094379124341003
2878,12,medium,2.8822107,0.072201565,MovieLens-1M,2.5649493574615367
2879,32,medium,2.953577,0.17092551,MovieLens-1M,3.4965075614664802
2880,2,low,3.4854996,0.1679535,MovieLens-1M,1.0986122886681098
2881,49,medium,2.656214,0.024281545,MovieLens-1M,3.912023005428146
2882,199,medium,3.1407568,0.07293728,MovieLens-1M,5.298317366548036
2883,5,low,2.8490078,0.1956512,MovieLens-1M,1.791759469228055
2884,334,high,3.154519,0.016419336,MovieLens-1M,5.814130531825066
2885,250,high,3.1668205,0.0725301,MovieLens-1M,5.5254529391317835
2886,36,medium,3.0967503,0.004828647,MovieLens-1M,3.6109179126442243
2887,124,medium,2.9136791,0.017229494,MovieLens-1M,4.8283137373023015
2888,168,medium,2.9074974,0.10710401,MovieLens-1M,5.1298987149230735
2889,131,medium,3.144806,0.055666946,MovieLens-1M,4.882801922586371
2890,354,high,3.3064795,0.04635033,MovieLens-1M,5.872117789475416
2891,646,high,3.5886953,0.028033273,MovieLens-1M,6.472346294500901
2892,112,medium,2.6617794,0.092846006,MovieLens-1M,4.727387818712341
2893,666,high,3.6609108,0.011258026,MovieLens-1M,6.502790045915623
2894,692,high,3.9093342,0.04599336,MovieLens-1M,6.541029999189903
2895,162,medium,3.2061398,0.037825655,MovieLens-1M,5.093750200806762
2896,83,medium,2.7518632,0.08812027,MovieLens-1M,4.430816798843313
2897,185,medium,3.031935,0.08135513,MovieLens-1M,5.225746673713202
2898,297,high,3.214923,0.05125343,MovieLens-1M,5.697093486505405
2899,212,medium,3.1201942,0.072775826,MovieLens-1M,5.3612921657094255
2900,59,medium,2.474486,0.14158858,MovieLens-1M,4.0943445622221
2901,251,high,3.0878217,0.10776057,MovieLens-1M,5.529429087511423
2902,179,medium,2.8228674,0.051038183,MovieLens-1M,5.19295685089021
2903,251,high,3.7159603,0.020598713,MovieLens-1M,5.529429087511423
2904,94,medium,3.208885,0.11924103,MovieLens-1M,4.553876891600541
2905,290,high,3.1715114,0.022845298,MovieLens-1M,5.673323267171493
2906,13,medium,3.4922478,0.103609905,MovieLens-1M,2.6390573296152584
2907,176,medium,2.9628503,0.04127074,MovieLens-1M,5.176149732573829
2908,87,medium,2.8414233,0.10109578,MovieLens-1M,4.477336814478207
2909,227,medium,2.9268353,0.093406454,MovieLens-1M,5.429345628954441
2910,73,medium,2.9231637,0.07146652,MovieLens-1M,4.30406509320417
2911,139,medium,3.43598,0.083768845,MovieLens-1M,4.941642422609304
2912,142,medium,2.849951,0.019081332,MovieLens-1M,4.962844630259907
2913,55,medium,2.4701087,0.1124063,MovieLens-1M,4.02535169073515
2914,11,medium,3.1655731,0.19149546,MovieLens-1M,2.4849066497880004
2915,1,low,3.693237,0.15078196,MovieLens-1M,0.6931471805599453
2917,36,medium,2.8206103,0.102826975,MovieLens-1M,3.6109179126442243
2918,7,low,3.1873677,0.017805053,MovieLens-1M,2.0794415416798357
2919,7,low,3.252903,0.09424073,MovieLens-1M,2.0794415416798357
2920,29,medium,2.651746,0.1098753,MovieLens-1M,3.4011973816621555
2921,96,medium,3.0521963,0.043980937,MovieLens-1M,4.574710978503383
2922,15,medium,3.5022182,0.11182398,MovieLens-1M,2.772588722239781
2923,25,medium,2.6952565,0.09521228,MovieLens-1M,3.258096538021482
2924,1,low,3.6443455,0.084224835,MovieLens-1M,0.6931471805599453
2925,35,medium,3.5381324,0.14595638,MovieLens-1M,3.58351893845611
2926,3,low,3.2258475,0.08993029,MovieLens-1M,1.3862943611198906
2927,2,low,3.3596237,0.07697017,MovieLens-1M,1.0986122886681098
2928,1,low,3.7503655,0.16915576,MovieLens-1M,0.6931471805599453
2929,1,low,3.1742141,0.08924188,MovieLens-1M,0.6931471805599453
2930,128,medium,2.7663279,0.07203811,MovieLens-1M,4.859812404361672
2931,299,high,3.6558065,0.053441655,MovieLens-1M,5.703782474656201
2932,18,medium,2.4743168,0.14193834,MovieLens-1M,2.9444389791664403
2933,253,high,3.794143,0.0059461948,MovieLens-1M,5.537334267018537
2934,275,high,3.4256089,0.04326984,MovieLens-1M,5.62040086571715
2935,21,medium,2.4927504,0.1298588,MovieLens-1M,3.091042453358316
2936,4,low,3.5695617,0.23899837,MovieLens-1M,1.6094379124341003
2937,30,medium,2.3993416,0.06404679,MovieLens-1M,3.4339872044851463
2938,2,low,3.2309754,0.021932201,MovieLens-1M,1.0986122886681098
2939,19,medium,2.750306,0.0827625,MovieLens-1M,2.995732273553991
2940,235,medium,3.1797163,0.045968417,MovieLens-1M,5.4638318050256105
2941,108,medium,2.750869,0.035242625,MovieLens-1M,4.6913478822291435
2942,15,medium,2.3776739,0.038194545,MovieLens-1M,2.772588722239781
2943,42,medium,2.7938397,0.08179364,MovieLens-1M,3.7612001156935624
2944,23,medium,3.294136,0.13549557,MovieLens-1M,3.1780538303479458
2945,1,low,4.2314506,0.057611797,MovieLens-1M,0.6931471805599453
2946,1,low,3.515474,0.13953532,MovieLens-1M,0.6931471805599453
2947,69,medium,3.3749826,0.16006407,MovieLens-1M,4.248495242049359
2948,345,high,3.5331533,0.041772638,MovieLens-1M,5.846438775057725
2949,22,medium,2.5567157,0.081364,MovieLens-1M,3.1354942159291497
2950,7,low,3.434663,0.118194744,MovieLens-1M,2.0794415416798357
2951,26,medium,2.610798,0.09801628,MovieLens-1M,3.295836866004329
2952,1,low,3.8138428,0.044523433,MovieLens-1M,0.6931471805599453
2953,51,medium,2.6571436,0.11794439,MovieLens-1M,3.9512437185814275
2954,22,medium,3.420398,0.14809081,MovieLens-1M,3.1354942159291497
2955,48,medium,3.0674522,0.035348885,MovieLens-1M,3.8918202981106265
2956,78,medium,3.160057,0.060561616,MovieLens-1M,4.3694478524670215
2957,207,medium,3.2840607,0.015708903,MovieLens-1M,5.337538079701318
2958,20,medium,2.6825132,0.09959937,MovieLens-1M,3.044522437723423
2959,70,medium,2.6304684,0.072256505,MovieLens-1M,4.2626798770413155
2960,4,low,2.6905441,0.20351903,MovieLens-1M,1.6094379124341003
2961,9,low,2.825426,0.05548846,MovieLens-1M,2.302585092994046
2962,358,high,3.6072495,0.11647661,MovieLens-1M,5.883322388488279
2963,4,low,3.723202,0.061422333,MovieLens-1M,1.6094379124341003
2964,1,low,4.15474,0.14861956,MovieLens-1M,0.6931471805599453
2965,25,medium,2.2561264,0.24641062,MovieLens-1M,3.258096538021482
2966,25,medium,3.2164085,0.024089932,MovieLens-1M,3.258096538021482
2967,27,medium,3.1980934,0.08503358,MovieLens-1M,3.332204510175204
2968,134,medium,3.2632656,0.109498054,MovieLens-1M,4.90527477843843
2969,148,medium,2.732569,0.09549259,MovieLens-1M,5.003946305945459
2970,5,low,3.0216758,0.07696292,MovieLens-1M,1.791759469228055
2971,5,low,3.4631426,0.069872774,MovieLens-1M,1.791759469228055
2972,8,low,3.0959527,0.12679544,MovieLens-1M,2.1972245773362196
2973,1,low,3.5527763,0.03264151,MovieLens-1M,0.6931471805599453
2974,163,medium,2.665761,0.06789318,MovieLens-1M,5.099866427824199
2975,13,medium,2.9086392,0.12665088,MovieLens-1M,2.6390573296152584
2976,110,medium,2.8400784,0.07481903,MovieLens-1M,4.709530201312334
2977,6,low,3.5399868,0.24285328,MovieLens-1M,1.9459101490553132
2978,2,low,3.1968396,0.08481027,MovieLens-1M,1.0986122886681098
2979,160,medium,3.6507156,0.03167433,MovieLens-1M,5.081404364984463
2980,80,medium,2.9051514,0.045583367,MovieLens-1M,4.394449154672439
2981,64,medium,3.4291828,0.08895592,MovieLens-1M,4.174387269895637
2982,264,high,3.003419,0.019092854,MovieLens-1M,5.579729825986222
2983,408,high,3.319398,0.07282559,MovieLens-1M,6.013715156042802
2984,416,high,3.4404838,0.05521653,MovieLens-1M,6.0330862217988015
2985,734,high,3.5854044,0.034092817,MovieLens-1M,6.5998704992128365
2986,560,high,3.5164049,0.06120214,MovieLens-1M,6.329720905522696
2987,736,high,3.7176745,0.013365676,MovieLens-1M,6.602587892189336
2988,108,medium,3.0282376,0.106688336,MovieLens-1M,4.6913478822291435
2989,183,medium,3.3081102,0.03908445,MovieLens-1M,5.214935757608986
2990,179,medium,3.4705899,0.067771144,MovieLens-1M,5.19295685089021
2991,16,medium,3.2750862,0.19265695,MovieLens-1M,2.833213344056216
2992,36,medium,3.1317997,0.08763991,MovieLens-1M,3.6109179126442243
2993,42,medium,2.6285899,0.12275066,MovieLens-1M,3.7612001156935624
2994,30,medium,2.8467867,0.08786167,MovieLens-1M,3.4339872044851463
2995,30,medium,3.44059,0.10811864,MovieLens-1M,3.4339872044851463
2996,2,low,3.5767004,0.11211002,MovieLens-1M,1.0986122886681098
2997,29,medium,3.2634165,0.074382655,MovieLens-1M,3.4011973816621555
2999,1,low,3.0627453,0.10409419,MovieLens-1M,0.6931471805599453
3000,68,medium,2.729823,0.035259806,MovieLens-1M,4.23410650459726
3001,2,low,3.4793441,0.19475465,MovieLens-1M,1.0986122886681098
3002,1,low,3.6734114,0.09160935,MovieLens-1M,0.6931471805599453
3003,1,low,3.7769282,0.04345325,MovieLens-1M,0.6931471805599453
3004,173,medium,3.3845527,0.029598176,MovieLens-1M,5.159055299214529
3005,20,medium,2.6084425,0.13120106,MovieLens-1M,3.044522437723423
3006,474,high,3.328461,0.08794471,MovieLens-1M,6.163314804034641
3007,35,medium,2.563404,0.034408163,MovieLens-1M,3.58351893845611
3008,56,medium,2.6165864,0.057557806,MovieLens-1M,4.04305126783455
3009,8,low,2.8756588,0.087394044,MovieLens-1M,2.1972245773362196
3010,2,low,3.0852764,0.11011974,MovieLens-1M,1.0986122886681098
3011,10,medium,2.968069,0.07013865,MovieLens-1M,2.3978952727983707
3012,13,medium,2.7837446,0.07051172,MovieLens-1M,2.6390573296152584
3013,7,low,2.7827194,0.11908642,MovieLens-1M,2.0794415416798357
3014,42,medium,2.7130833,0.089694805,MovieLens-1M,3.7612001156935624
3015,10,medium,2.6455452,0.14379638,MovieLens-1M,2.3978952727983707
3016,498,high,3.4774942,0.04060669,MovieLens-1M,6.212606095751519
3017,226,medium,3.213184,0.059085045,MovieLens-1M,5.424950017481403
3018,186,medium,3.2264059,0.08930066,MovieLens-1M,5.231108616854587
3019,32,medium,3.2070246,0.049097106,MovieLens-1M,3.4965075614664802
3020,6,low,3.2154672,0.1077866,MovieLens-1M,1.9459101490553132
3021,6,low,3.2772205,0.14508224,MovieLens-1M,1.9459101490553132
3022,10,medium,2.8678386,0.10189794,MovieLens-1M,2.3978952727983707
3023,6,low,3.2195766,0.11603874,MovieLens-1M,1.9459101490553132
3024,112,medium,2.9545343,0.07465822,MovieLens-1M,4.727387818712341
3025,96,medium,2.6458733,0.025849974,MovieLens-1M,4.574710978503383
3026,70,medium,3.437425,0.1513557,MovieLens-1M,4.2626798770413155
3027,899,high,4.463499,0.06613236,MovieLens-1M,6.802394763324311
3028,197,medium,3.835089,0.080243014,MovieLens-1M,5.288267030694535
3029,7,low,3.2907372,0.1460973,MovieLens-1M,2.0794415416798357
3030,79,medium,2.2082717,0.08228742,MovieLens-1M,4.382026634673881
3031,1,low,3.1936474,0.1090106,MovieLens-1M,0.6931471805599453
3032,17,medium,3.167179,0.1201532,MovieLens-1M,2.8903717578961645
3033,16,medium,3.8209226,0.12444765,MovieLens-1M,2.833213344056216
3034,37,medium,2.732507,0.09451874,MovieLens-1M,3.6375861597263857
3035,38,medium,2.9327028,0.09103035,MovieLens-1M,3.6635616461296463
3036,860,high,3.8237255,0.03321921,MovieLens-1M,6.7580945044277305
3037,6,low,2.7478411,0.09267339,MovieLens-1M,1.9459101490553132
3038,117,medium,3.170955,0.22258615,MovieLens-1M,4.770684624465665
3039,897,high,4.053545,0.008070473,MovieLens-1M,6.8001700683022
3040,96,medium,2.7841594,0.02781732,MovieLens-1M,4.574710978503383
3041,23,medium,2.429445,0.043079834,MovieLens-1M,3.1780538303479458
3042,527,high,3.532464,0.039297447,MovieLens-1M,6.269096283706261
3043,29,medium,2.5521383,0.122370414,MovieLens-1M,3.4011973816621555
3044,87,medium,2.6133583,0.07071595,MovieLens-1M,4.477336814478207
3045,31,medium,2.6587312,0.1424014,MovieLens-1M,3.4657359027997265
3046,15,medium,2.663801,0.051288966,MovieLens-1M,2.772588722239781
3047,227,medium,3.4029214,0.06116318,MovieLens-1M,5.429345628954441
3048,100,medium,2.8782413,0.069174,MovieLens-1M,4.61512051684126
3049,19,medium,3.516003,0.077313855,MovieLens-1M,2.995732273553991
3050,12,medium,3.5911493,0.08010576,MovieLens-1M,2.5649493574615367
3051,11,medium,3.4798038,0.09313536,MovieLens-1M,2.4849066497880004
3052,10,medium,3.5030754,0.0423714,MovieLens-1M,2.3978952727983707
3053,486,high,4.1101704,0.08109887,MovieLens-1M,6.18826412308259
3054,28,medium,3.4110653,0.09003521,MovieLens-1M,3.367295829986474
3055,3,low,3.475912,0.08243729,MovieLens-1M,1.3862943611198906
3056,115,medium,2.79163,0.10001913,MovieLens-1M,4.7535901911063645
3057,24,medium,3.27119,0.05684607,MovieLens-1M,3.2188758248682006
3058,15,medium,3.1187305,0.11556844,MovieLens-1M,2.772588722239781
3059,218,medium,3.152529,0.03626869,MovieLens-1M,5.389071729816501
3060,4,low,2.8458166,0.11143027,MovieLens-1M,1.6094379124341003
3061,3,low,3.3065674,0.08403464,MovieLens-1M,1.3862943611198906
3062,97,medium,2.8987217,0.061005123,MovieLens-1M,4.584967478670572
3063,49,medium,2.9743335,0.16929929,MovieLens-1M,3.912023005428146
3064,21,medium,2.415313,0.13843207,MovieLens-1M,3.091042453358316
3065,46,medium,2.610494,0.049207475,MovieLens-1M,3.8501476017100584
3066,681,high,3.5311306,0.019403666,MovieLens-1M,6.525029657843462
3067,9,low,3.0983927,0.16956301,MovieLens-1M,2.302585092994046
3068,390,high,3.6297596,0.12201224,MovieLens-1M,5.968707559985366
3069,242,high,2.9251106,0.057787847,MovieLens-1M,5.493061443340548
3070,111,medium,3.2508287,0.16160971,MovieLens-1M,4.718498871295094
3071,17,medium,3.7073524,0.11017594,MovieLens-1M,2.8903717578961645
3072,10,medium,3.0761144,0.16797717,MovieLens-1M,2.3978952727983707
3073,46,medium,3.162753,0.12233977,MovieLens-1M,3.8501476017100584
3074,49,medium,2.9161007,0.027175015,MovieLens-1M,3.912023005428146
3075,17,medium,2.6113017,0.10722513,MovieLens-1M,2.8903717578961645
3076,208,medium,2.733741,0.12954631,MovieLens-1M,5.342334251964811
3077,242,high,3.2912872,0.0684608,MovieLens-1M,5.493061443340548
3078,4,low,3.2735348,0.12146925,MovieLens-1M,1.6094379124341003
3079,3,low,3.1779385,0.11808688,MovieLens-1M,1.3862943611198906
3080,118,medium,2.6274402,0.032674607,MovieLens-1M,4.77912349311153
3081,210,medium,3.5185738,0.0344295,MovieLens-1M,5.351858133476067
3082,376,high,3.3735466,0.055334333,MovieLens-1M,5.932245187448011
3083,225,medium,3.006651,0.14345875,MovieLens-1M,5.420534999272286
3084,80,medium,3.2609246,0.09805365,MovieLens-1M,4.394449154672439
3085,1052,high,4.09264,0.044839814,MovieLens-1M,6.959398512133975
3086,12,medium,3.4714193,0.13528077,MovieLens-1M,2.5649493574615367
