item_idx,degree,degree_group,embedding_norm_mean,embedding_norm_std,dataset,log1p_degree
937,5,low,2.988041,0.14383562,MovieLens-1M,1.791759469228055
938,236,medium,2.9940956,0.06948993,MovieLens-1M,5.4680601411351315
939,555,high,3.6686726,0.020144327,MovieLens-1M,6.320768294250582
940,212,medium,3.158293,0.06765609,MovieLens-1M,5.3612921657094255
941,11,medium,3.0537875,0.15482347,MovieLens-1M,2.4849066497880004
942,52,medium,2.6796777,0.15423699,MovieLens-1M,3.970291913552122
943,142,medium,3.1412537,0.1226237,MovieLens-1M,4.962844630259907
944,14,medium,3.4566667,0.07142688,MovieLens-1M,2.70805020110221
945,22,medium,3.24078,0.037529394,MovieLens-1M,3.1354942159291497
946,80,medium,3.4451215,0.079684526,MovieLens-1M,4.394449154672439
947,2,low,3.1953862,0.25121695,MovieLens-1M,1.0986122886681098
948,860,high,3.8381999,0.070608184,MovieLens-1M,6.7580945044277305
949,16,medium,2.928664,0.056109462,MovieLens-1M,2.833213344056216
950,557,high,3.9078445,0.04453885,MovieLens-1M,6.324358962381311
951,256,high,3.3678834,0.08161969,MovieLens-1M,5.54907608489522
952,973,high,3.8719513,0.036923926,MovieLens-1M,6.881411303642535
953,681,high,3.6349142,0.008070837,MovieLens-1M,6.525029657843462
954,239,medium,3.1424701,0.046349376,MovieLens-1M,5.480638923341991
955,95,medium,2.5680983,0.0776756,MovieLens-1M,4.564348191467836
956,86,medium,2.8119342,0.058369022,MovieLens-1M,4.465908118654584
957,528,high,3.5441048,0.031687006,MovieLens-1M,6.270988431858299
958,84,medium,2.6384346,0.12119366,MovieLens-1M,4.442651256490317
959,293,high,3.4820254,0.065705046,MovieLens-1M,5.683579767338681
960,11,medium,2.7879972,0.3027882,MovieLens-1M,2.4849066497880004
961,300,high,3.5000694,0.05727494,MovieLens-1M,5.707110264748875
962,979,high,4.3836474,0.020649971,MovieLens-1M,6.887552571664617
963,886,high,3.9446762,0.061859578,MovieLens-1M,6.787844982309579
964,97,medium,2.763243,0.040560614,MovieLens-1M,4.584967478670572
965,404,high,3.4025319,0.020147223,MovieLens-1M,6.003887067106539
966,321,high,3.7067716,0.12936532,MovieLens-1M,5.7745515455444085
967,775,high,3.6710691,0.0862037,MovieLens-1M,6.654152520183219
968,388,high,3.1862564,0.07281833,MovieLens-1M,5.963579343618446
969,245,high,3.3085794,0.04129701,MovieLens-1M,5.5053315359323625
970,1610,high,4.4800835,0.041819174,MovieLens-1M,7.384610383176974
971,146,medium,2.7999542,0.104559876,MovieLens-1M,4.990432586778736
972,108,medium,3.0294619,0.09313208,MovieLens-1M,4.6913478822291435
973,600,high,3.7861464,0.036283486,MovieLens-1M,6.398594934535208
974,1,low,3.422603,0.23579484,MovieLens-1M,0.6931471805599453
975,282,high,3.0170262,0.08061551,MovieLens-1M,5.645446897643238
976,383,high,3.2400086,0.059807334,MovieLens-1M,5.950642552587727
977,5,low,3.5215771,0.0037968794,MovieLens-1M,1.791759469228055
978,73,medium,2.938183,0.062953666,MovieLens-1M,4.30406509320417
979,16,medium,2.6462479,0.1715992,MovieLens-1M,2.833213344056216
980,18,medium,2.4869413,0.06730074,MovieLens-1M,2.9444389791664403
981,8,low,2.7949448,0.115684606,MovieLens-1M,2.1972245773362196
982,8,low,3.4269161,0.048051916,MovieLens-1M,2.1972245773362196
983,10,medium,3.0857213,0.22165772,MovieLens-1M,2.3978952727983707
984,14,medium,2.9888446,0.08866568,MovieLens-1M,2.70805020110221
985,264,high,3.1282055,0.04930714,MovieLens-1M,5.579729825986222
986,4,low,2.9869769,0.17098916,MovieLens-1M,1.6094379124341003
987,20,medium,2.9303992,0.021913774,MovieLens-1M,3.044522437723423
988,241,high,3.1272259,0.020011032,MovieLens-1M,5.488937726156687
989,263,high,2.9299476,0.0997885,MovieLens-1M,5.575949103146316
990,53,medium,2.6157105,0.12940948,MovieLens-1M,3.9889840465642745
991,1005,high,4.1494436,0.024498176,MovieLens-1M,6.913737350659685
992,51,medium,2.97708,0.06876922,MovieLens-1M,3.9512437185814275
993,443,high,3.5586474,0.019261945,MovieLens-1M,6.095824562432225
994,92,medium,3.37651,0.09181971,MovieLens-1M,4.532599493153256
995,181,medium,3.0203733,0.06634732,MovieLens-1M,5.204006687076795
996,179,medium,2.9642231,0.06646256,MovieLens-1M,5.19295685089021
997,147,medium,3.0347655,0.025582293,MovieLens-1M,4.997212273764115
998,1349,high,4.324346,0.11468454,MovieLens-1M,7.2078598714324755
999,5,low,2.5402105,0.2047538,MovieLens-1M,1.791759469228055
1000,2,low,3.27366,0.0061458773,MovieLens-1M,1.0986122886681098
1001,10,medium,2.1684504,0.14165859,MovieLens-1M,2.3978952727983707
1002,235,medium,3.0718162,0.046275858,MovieLens-1M,5.4638318050256105
1003,806,high,4.3991375,0.10972467,MovieLens-1M,6.693323668269949
1004,3,low,3.0883045,0.1373491,MovieLens-1M,1.3862943611198906
1005,116,medium,3.1341174,0.045998853,MovieLens-1M,4.762173934797756
1006,17,medium,3.1941407,0.043599922,MovieLens-1M,2.8903717578961645
1007,12,medium,3.210563,0.076060206,MovieLens-1M,2.5649493574615367
1008,6,low,3.336297,0.066154905,MovieLens-1M,1.9459101490553132
1009,9,low,3.435381,0.04539243,MovieLens-1M,2.302585092994046
1010,1,low,4.1239953,0.091867685,MovieLens-1M,0.6931471805599453
1011,72,medium,2.6209476,0.07252329,MovieLens-1M,4.290459441148391
1012,66,medium,2.5345373,0.09340818,MovieLens-1M,4.204692619390966
1013,7,low,3.3307667,0.37288138,MovieLens-1M,2.0794415416798357
1014,3,low,3.2393625,0.17059052,MovieLens-1M,1.3862943611198906
1015,27,medium,2.5968795,0.104985654,MovieLens-1M,3.332204510175204
1016,2,low,3.195545,0.06802249,MovieLens-1M,1.0986122886681098
1017,24,medium,2.615672,0.09511026,MovieLens-1M,3.2188758248682006
1018,261,high,3.1470108,0.0552802,MovieLens-1M,5.568344503761097
1019,517,high,3.3588648,0.107764006,MovieLens-1M,6.249975242259483
1020,97,medium,2.5568755,0.0441416,MovieLens-1M,4.584967478670572
1021,4,low,3.5266092,0.090304516,MovieLens-1M,1.6094379124341003
1022,265,high,3.3845465,0.106380396,MovieLens-1M,5.583496308781699
1023,90,medium,2.833723,0.074452944,MovieLens-1M,4.51085950651685
1024,110,medium,3.0253947,0.062782116,MovieLens-1M,4.709530201312334
1025,201,medium,3.1894786,0.0402501,MovieLens-1M,5.308267697401205
1026,582,high,3.6461494,0.0874339,MovieLens-1M,6.368187186350492
1027,34,medium,2.5435808,0.113337286,MovieLens-1M,3.5553480614894135
1028,2,low,3.6731865,0.16791596,MovieLens-1M,1.0986122886681098
1029,563,high,3.6678298,0.041023217,MovieLens-1M,6.335054251498059
1030,61,medium,2.4431467,0.10516937,MovieLens-1M,4.127134385045092
1031,334,high,3.2462854,0.038808797,MovieLens-1M,5.814130531825066
1032,314,high,3.299051,0.052549608,MovieLens-1M,5.752572638825633
1033,90,medium,2.7155724,0.09065216,MovieLens-1M,4.51085950651685
1034,482,high,3.5550613,0.03833838,MovieLens-1M,6.180016653652572
1035,218,medium,2.979557,0.08410382,MovieLens-1M,5.389071729816501
1036,68,medium,2.4279783,0.081753366,MovieLens-1M,4.23410650459726
1037,67,medium,2.8000476,0.11121377,MovieLens-1M,4.219507705176107
1038,78,medium,3.2105439,0.23828223,MovieLens-1M,4.3694478524670215
1039,1510,high,4.4072537,0.0352384,MovieLens-1M,7.32052696227274
1040,104,medium,2.8631952,0.045899924,MovieLens-1M,4.653960350157523
1041,2490,high,5.1490517,0.042318966,MovieLens-1M,7.820439515262181
1042,1899,high,4.72543,0.03917131,MovieLens-1M,7.549609165154532
1043,2243,high,4.828815,0.04967143,MovieLens-1M,7.716015266642587
1044,687,high,4.0069575,0.03369222,MovieLens-1M,6.5337888379333435
1045,1402,high,4.429438,0.052679364,MovieLens-1M,7.246368080102461
1046,648,high,4.0386252,0.028217008,MovieLens-1M,6.47543271670409
1047,40,medium,2.5545373,0.14124446,MovieLens-1M,3.713572066704308
1048,514,high,3.4807212,0.04351021,MovieLens-1M,6.244166900663736
1049,706,high,3.7144287,0.08698278,MovieLens-1M,6.561030665896573
1050,116,medium,3.2954776,0.022459114,MovieLens-1M,4.762173934797756
1051,918,high,4.117418,0.03741381,MovieLens-1M,6.823286122355687
1052,815,high,3.8458006,0.048027046,MovieLens-1M,6.704414354964107
1053,939,high,4.0249343,0.028543523,MovieLens-1M,6.84587987526405
1054,126,medium,3.1098187,0.06984116,MovieLens-1M,4.844187086458591
1055,2106,high,4.8113446,0.015440836,MovieLens-1M,7.653020413804189
1056,181,medium,2.9114249,0.05611358,MovieLens-1M,5.204006687076795
1057,418,high,3.6976242,0.009117214,MovieLens-1M,6.037870919922137
1058,1351,high,4.4413424,0.00896288,MovieLens-1M,7.20934025660291
1059,1603,high,4.756147,0.03959393,MovieLens-1M,7.38025578842646
1060,618,high,3.8957214,0.020169104,MovieLens-1M,6.428105272684596
1061,48,medium,2.500099,0.06555655,MovieLens-1M,3.8918202981106265
1062,294,high,3.354309,0.049328193,MovieLens-1M,5.68697535633982
1063,191,medium,3.5475476,0.09663436,MovieLens-1M,5.2574953720277815
1064,1009,high,4.4454484,0.026307657,MovieLens-1M,6.917705609835305
1065,927,high,3.8766205,0.085880786,MovieLens-1M,6.833031732786201
1066,1422,high,4.393801,0.019785583,MovieLens-1M,7.260522598089852
1067,970,high,4.064086,0.055184603,MovieLens-1M,6.878326468291325
1068,407,high,3.8314006,0.02501119,MovieLens-1M,6.0112671744041615
1069,360,high,3.3508632,0.05663753,MovieLens-1M,5.8888779583328805
1070,1144,high,4.0942025,0.05529667,MovieLens-1M,7.0431599159883405
1071,167,medium,2.9986093,0.057050236,MovieLens-1M,5.123963979403259
1072,162,medium,2.985347,0.054059446,MovieLens-1M,5.093750200806762
1073,538,high,3.6571758,0.060706344,MovieLens-1M,6.289715570908998
1074,1045,high,4.2375407,0.039239045,MovieLens-1M,6.952728644624869
1075,582,high,3.5614722,0.042935107,MovieLens-1M,6.368187186350492
1076,33,medium,3.266594,0.076395884,MovieLens-1M,3.5263605246161616
1077,842,high,3.9670277,0.040612247,MovieLens-1M,6.736966958001855
1078,891,high,3.814511,0.01261448,MovieLens-1M,6.79346613258001
1079,541,high,3.5480258,0.038115546,MovieLens-1M,6.295266001439646
1080,72,medium,3.4424388,0.12602416,MovieLens-1M,4.290459441148391
1081,237,medium,3.1401393,0.053034797,MovieLens-1M,5.472270673671475
1082,253,high,3.4260397,0.031277098,MovieLens-1M,5.537334267018537
1083,1649,high,4.5388083,0.04960706,MovieLens-1M,7.408530566894626
1084,39,medium,2.8987677,0.10521124,MovieLens-1M,3.6888794541139363
1085,896,high,3.7680538,0.07717189,MovieLens-1M,6.799055862058796
1086,225,medium,3.0014584,0.056327242,MovieLens-1M,5.420534999272286
1087,539,high,3.7386293,0.070854716,MovieLens-1M,6.29156913955832
1088,255,high,3.0306075,0.045550913,MovieLens-1M,5.545177444479562
1089,620,high,3.7927113,0.021674987,MovieLens-1M,6.431331081933479
1090,1028,high,3.94743,0.03041127,MovieLens-1M,6.9363427358340495
1091,406,high,3.9342835,0.04433663,MovieLens-1M,6.008813185442595
1092,547,high,3.7079277,0.034225706,MovieLens-1M,6.306275286948016
1093,820,high,3.9212275,0.061452147,MovieLens-1M,6.710523109452428
1094,172,medium,3.1977832,0.14616051,MovieLens-1M,5.153291594497779
1095,998,high,4.199373,0.07509001,MovieLens-1M,6.906754778648554
1096,434,high,3.9710724,0.10019288,MovieLens-1M,6.075346031088684
1097,381,high,3.4921265,0.015063446,MovieLens-1M,5.945420608606575
1098,28,medium,2.7232468,0.040304173,MovieLens-1M,3.367295829986474
1099,480,high,3.5114717,0.04634275,MovieLens-1M,6.175867270105761
1100,328,high,3.5017376,0.067218296,MovieLens-1M,5.796057750765372
1101,823,high,4.087929,0.031264413,MovieLens-1M,6.714170529909472
1102,1391,high,4.3141365,0.08150091,MovieLens-1M,7.238496840894365
1103,261,high,3.5540218,0.06128413,MovieLens-1M,5.568344503761097
1104,367,high,3.8994417,0.049241945,MovieLens-1M,5.908082938168931
1105,607,high,3.7161453,0.05388124,MovieLens-1M,6.410174881966167
1106,543,high,3.6318386,0.05769653,MovieLens-1M,6.298949246855942
1107,193,medium,3.3369026,0.052631967,MovieLens-1M,5.267858159063328
1108,1639,high,4.4726253,0.008873103,MovieLens-1M,7.402451520818244
1109,754,high,3.6895692,0.10074914,MovieLens-1M,6.626717749249025
1110,647,high,3.840192,0.017888803,MovieLens-1M,6.473890696352274
1111,160,medium,2.8634174,0.08727106,MovieLens-1M,5.081404364984463
1112,535,high,3.8395798,0.026169159,MovieLens-1M,6.284134161070802
1113,1895,high,4.6665335,0.07091657,MovieLens-1M,7.547501682814967
1114,390,high,3.3623059,0.041747566,MovieLens-1M,5.968707559985366
1115,537,high,3.5334136,0.059059724,MovieLens-1M,6.2878585601617845
1116,106,medium,3.1860406,0.053944044,MovieLens-1M,4.672828834461906
1117,309,high,3.6694572,0.09875109,MovieLens-1M,5.736572297479192
1118,502,high,3.7426443,0.07043307,MovieLens-1M,6.220590170099739
1119,769,high,3.7555275,0.019351715,MovieLens-1M,6.646390514847729
1120,243,high,3.1130714,0.017629521,MovieLens-1M,5.497168225293202
1121,970,high,4.0678797,0.03878164,MovieLens-1M,6.878326468291325
1122,119,medium,2.8236158,0.05930528,MovieLens-1M,4.787491742782046
1123,223,medium,3.2792518,0.050547354,MovieLens-1M,5.4116460518550396
1124,155,medium,3.0729268,0.041997522,MovieLens-1M,5.049856007249537
1125,638,high,3.798692,0.016239706,MovieLens-1M,6.459904454377535
1126,319,high,3.3635197,0.0646249,MovieLens-1M,5.768320995793772
1127,460,high,4.0314727,0.04573206,MovieLens-1M,6.133398042996649
1128,520,high,3.6447744,0.041486822,MovieLens-1M,6.255750041753367
1129,164,medium,2.9423342,0.053135328,MovieLens-1M,5.10594547390058
1130,541,high,3.4823143,0.040465996,MovieLens-1M,6.295266001439646
1131,890,high,3.8883317,0.010518892,MovieLens-1M,6.792344427470809
1132,129,medium,2.7573984,0.066541694,MovieLens-1M,4.867534450455582
1133,130,medium,2.9502676,0.086364076,MovieLens-1M,4.875197323201151
1134,1281,high,4.2314935,0.053030927,MovieLens-1M,7.156176637480615
1135,436,high,3.4167023,0.03576873,MovieLens-1M,6.07993319509559
1136,528,high,3.4651215,0.007147811,MovieLens-1M,6.270988431858299
1137,857,high,3.817364,0.018498199,MovieLens-1M,6.754604099487962
1138,146,medium,2.8293571,0.022558734,MovieLens-1M,4.990432586778736
1139,407,high,3.663413,0.050497726,MovieLens-1M,6.0112671744041615
1140,271,high,3.4627094,0.10084201,MovieLens-1M,5.605802066295998
1141,230,medium,2.9748914,0.022092098,MovieLens-1M,5.442417710521793
1142,608,high,3.5896137,0.056072224,MovieLens-1M,6.411818267709897
1143,261,high,3.192508,0.091838114,MovieLens-1M,5.568344503761097
1144,271,high,3.6992702,0.029038772,MovieLens-1M,5.605802066295998
1145,545,high,3.4064124,0.061356764,MovieLens-1M,6.302618975744905
1146,238,medium,2.9571054,0.055634383,MovieLens-1M,5.476463551931511
1147,1150,high,4.2651463,0.019160226,MovieLens-1M,7.048386408721883
1148,77,medium,2.7125666,0.025162157,MovieLens-1M,4.356708826689592
1149,73,medium,2.924185,0.02000828,MovieLens-1M,4.30406509320417
1150,1187,high,4.2979207,0.034979686,MovieLens-1M,7.080026499922591
1151,21,medium,2.9296887,0.0660512,MovieLens-1M,3.091042453358316
1152,14,medium,2.7738316,0.056567363,MovieLens-1M,2.70805020110221
1153,2,low,3.4107425,0.11735749,MovieLens-1M,1.0986122886681098
1154,1,low,3.459122,0.17154326,MovieLens-1M,0.6931471805599453
1155,13,medium,2.313515,0.18825907,MovieLens-1M,2.6390573296152584
1156,306,high,3.362095,0.050896853,MovieLens-1M,5.726847747587197
1157,363,high,3.4763925,0.034432348,MovieLens-1M,5.8971538676367405
1158,1,low,3.3236554,0.082221344,MovieLens-1M,0.6931471805599453
1159,1,low,3.5564282,0.18175182,MovieLens-1M,0.6931471805599453
1160,6,low,3.1050403,0.1003978,MovieLens-1M,1.9459101490553132
1161,106,medium,3.436347,0.09465168,MovieLens-1M,4.672828834461906
1162,3,low,3.1799822,0.17332134,MovieLens-1M,1.3862943611198906
1163,9,low,3.0215642,0.04367123,MovieLens-1M,2.302585092994046
1164,41,medium,3.1102993,0.026475184,MovieLens-1M,3.7376696182833684
1165,18,medium,2.6447659,0.27570257,MovieLens-1M,2.9444389791664403
1166,29,medium,2.648226,0.0072628423,MovieLens-1M,3.4011973816621555
1167,495,high,3.5510967,0.050942432,MovieLens-1M,6.206575926724928
1168,125,medium,3.283357,0.08984227,MovieLens-1M,4.836281906951478
1169,1,low,4.271848,0.09224693,MovieLens-1M,0.6931471805599453
1170,7,low,3.3123524,0.14274098,MovieLens-1M,2.0794415416798357
1171,37,medium,3.4649475,0.030773336,MovieLens-1M,3.6375861597263857
1172,315,high,3.365612,0.07086204,MovieLens-1M,5.755742213586912
1173,150,medium,3.4248295,0.10191094,MovieLens-1M,5.017279836814924
1174,15,medium,3.0039618,0.15509045,MovieLens-1M,2.772588722239781
1175,73,medium,3.0468845,0.05938141,MovieLens-1M,4.30406509320417
1176,419,high,3.4418461,0.007247802,MovieLens-1M,6.040254711277414
1177,262,high,3.0874665,0.021924749,MovieLens-1M,5.572154032177765
1178,325,high,3.718665,0.08280672,MovieLens-1M,5.786897381366708
1179,58,medium,2.716771,0.09044719,MovieLens-1M,4.07753744390572
1180,246,high,3.665326,0.055080537,MovieLens-1M,5.5093883366279774
1181,173,medium,3.1596527,0.13007668,MovieLens-1M,5.159055299214529
1182,7,low,3.1553004,0.08219142,MovieLens-1M,2.0794415416798357
1183,248,high,3.5727055,0.10076926,MovieLens-1M,5.517452896464707
1184,13,medium,2.380902,0.22256835,MovieLens-1M,2.6390573296152584
1185,19,medium,2.3527079,0.15122996,MovieLens-1M,2.995732273553991
1186,68,medium,3.2861083,0.050159674,MovieLens-1M,4.23410650459726
1187,179,medium,2.9503136,0.034348287,MovieLens-1M,5.19295685089021
1188,29,medium,2.9370296,0.04459342,MovieLens-1M,3.4011973816621555
1189,821,high,4.2290673,0.12304682,MovieLens-1M,6.71174039505618
1190,365,high,3.069189,0.07266677,MovieLens-1M,5.902633333401366
1191,968,high,3.901427,0.044276666,MovieLens-1M,6.876264611890766
1192,35,medium,2.738427,0.020367675,MovieLens-1M,3.58351893845611
1193,1,low,3.3437507,0.024254233,MovieLens-1M,0.6931471805599453
1194,126,medium,3.0579374,0.076752424,MovieLens-1M,4.844187086458591
1195,73,medium,3.0074797,0.018208178,MovieLens-1M,4.30406509320417
1196,27,medium,2.6214783,0.16439544,MovieLens-1M,3.332204510175204
1197,1,low,4.530852,0.28257996,MovieLens-1M,0.6931471805599453
1198,40,medium,2.519392,0.06391784,MovieLens-1M,3.713572066704308
1199,44,medium,2.5487778,0.10801589,MovieLens-1M,3.8066624897703196
1200,124,medium,3.3719552,0.074639745,MovieLens-1M,4.8283137373023015
1201,4,low,3.2385523,0.09286488,MovieLens-1M,1.6094379124341003
1202,610,high,3.7748353,0.09821091,MovieLens-1M,6.415096959171596
1203,293,high,3.3990366,0.10384561,MovieLens-1M,5.683579767338681
1204,501,high,3.7109623,0.01590806,MovieLens-1M,6.218600119691729
1205,149,medium,3.3012497,0.12227319,MovieLens-1M,5.0106352940962555
1206,992,high,4.3724117,0.079923704,MovieLens-1M,6.900730664045173
1207,394,high,3.612157,0.032629274,MovieLens-1M,5.978885764901122
1208,682,high,3.953616,0.0760733,MovieLens-1M,6.52649485957079
1209,295,high,3.0382795,0.05234774,MovieLens-1M,5.69035945432406
1210,280,high,3.339021,0.053251237,MovieLens-1M,5.638354669333745
1211,106,medium,3.121642,0.04770848,MovieLens-1M,4.672828834461906
1212,451,high,3.5755022,0.018905092,MovieLens-1M,6.113682179832232
1213,23,medium,2.967518,0.041665748,MovieLens-1M,3.1780538303479458
1214,29,medium,3.1100109,0.13044362,MovieLens-1M,3.4011973816621555
1215,4,low,3.265033,0.12791525,MovieLens-1M,1.6094379124341003
1216,208,medium,3.108845,0.01550208,MovieLens-1M,5.342334251964811
1217,1249,high,4.3239326,0.022911087,MovieLens-1M,7.1308988302963465
1218,54,medium,2.6623943,0.08970461,MovieLens-1M,4.007333185232471
1219,11,medium,2.7648318,0.090124875,MovieLens-1M,2.4849066497880004
1220,44,medium,2.834378,0.13407478,MovieLens-1M,3.8066624897703196
1221,362,high,3.3574584,0.045258243,MovieLens-1M,5.8944028342648505
1222,151,medium,2.981281,0.04165595,MovieLens-1M,5.0238805208462765
1223,871,high,3.8143008,0.027363136,MovieLens-1M,6.77078942390898
1224,1053,high,3.9298868,0.044439245,MovieLens-1M,6.960347729101308
1225,127,medium,2.8127782,0.08344726,MovieLens-1M,4.852030263919617
1226,678,high,3.5908813,0.03939052,MovieLens-1M,6.520621127558696
1227,38,medium,2.7390573,0.077196755,MovieLens-1M,3.6635616461296463
1228,23,medium,3.235318,0.0584614,MovieLens-1M,3.1780538303479458
1229,33,medium,2.6081324,0.04153136,MovieLens-1M,3.5263605246161616
1230,80,medium,2.51873,0.09567735,MovieLens-1M,4.394449154672439
1231,29,medium,2.8381608,0.1284233,MovieLens-1M,3.4011973816621555
1232,181,medium,3.106636,0.05489663,MovieLens-1M,5.204006687076795
1233,14,medium,3.349266,0.08933733,MovieLens-1M,2.70805020110221
1234,513,high,4.0966334,0.04277773,MovieLens-1M,6.2422232654551655
1235,632,high,3.7091417,0.029350484,MovieLens-1M,6.450470422144176
1236,128,medium,2.8862045,0.09384052,MovieLens-1M,4.859812404361672
1237,22,medium,2.5974832,0.08567684,MovieLens-1M,3.1354942159291497
1238,274,high,3.210184,0.04919042,MovieLens-1M,5.616771097666572
1239,15,medium,2.5872698,0.067511894,MovieLens-1M,2.772588722239781
1240,20,medium,2.618756,0.2377617,MovieLens-1M,3.044522437723423
1241,100,medium,2.6784933,0.10446971,MovieLens-1M,4.61512051684126
1242,21,medium,3.1807268,0.13153635,MovieLens-1M,3.091042453358316
1243,135,medium,2.9285238,0.04273517,MovieLens-1M,4.912654885736052
1244,11,medium,2.8898916,0.19010527,MovieLens-1M,2.4849066497880004
1245,94,medium,2.6965694,0.056710247,MovieLens-1M,4.553876891600541
1246,5,low,2.9505818,0.109457776,MovieLens-1M,1.791759469228055
1247,8,low,2.5290663,0.09790834,MovieLens-1M,2.1972245773362196
1248,80,medium,2.9544127,0.047787055,MovieLens-1M,4.394449154672439
1249,10,medium,3.3534482,0.06909343,MovieLens-1M,2.3978952727983707
1250,70,medium,2.561156,0.075406015,MovieLens-1M,4.2626798770413155
1251,4,low,3.1525402,0.073690794,MovieLens-1M,1.6094379124341003
1252,7,low,2.7577865,0.10485453,MovieLens-1M,2.0794415416798357
1253,20,medium,2.9598072,0.16507709,MovieLens-1M,3.044522437723423
1254,136,medium,2.9618714,0.11315244,MovieLens-1M,4.919980925828125
1255,36,medium,2.9158204,0.04762153,MovieLens-1M,3.6109179126442243
1256,23,medium,2.6130893,0.036588248,MovieLens-1M,3.1780538303479458
1257,1,low,4.0411434,0.118917905,MovieLens-1M,0.6931471805599453
1258,2,low,3.5366766,0.12751575,MovieLens-1M,1.0986122886681098
1259,2,low,3.2526875,0.15211497,MovieLens-1M,1.0986122886681098
1260,7,low,2.7879162,0.07353771,MovieLens-1M,2.0794415416798357
1261,76,medium,2.8918808,0.06689439,MovieLens-1M,4.343805421853684
1262,7,low,3.2734702,0.020181036,MovieLens-1M,2.0794415416798357
1263,13,medium,2.6719341,0.15426297,MovieLens-1M,2.6390573296152584
1264,235,medium,3.0409148,0.0543033,MovieLens-1M,5.4638318050256105
1265,23,medium,2.5235293,0.07681507,MovieLens-1M,3.1780538303479458
1266,4,low,3.0502942,0.15664707,MovieLens-1M,1.6094379124341003
1267,18,medium,2.9923823,0.006987058,MovieLens-1M,2.9444389791664403
1268,149,medium,3.0734398,0.07116393,MovieLens-1M,5.0106352940962555
1269,22,medium,2.3156393,0.12928176,MovieLens-1M,3.1354942159291497
1270,359,high,3.2478225,0.09727794,MovieLens-1M,5.886104031450156
1271,10,medium,3.1375427,0.23774202,MovieLens-1M,2.3978952727983707
1272,24,medium,3.015416,0.050935034,MovieLens-1M,3.2188758248682006
1273,34,medium,2.6651716,0.08038036,MovieLens-1M,3.5553480614894135
1274,3,low,3.395724,0.10043629,MovieLens-1M,1.3862943611198906
1275,13,medium,3.2708642,0.17413265,MovieLens-1M,2.6390573296152584
1276,84,medium,2.7858534,0.03989336,MovieLens-1M,4.442651256490317
1277,8,low,2.6431255,0.14711536,MovieLens-1M,2.1972245773362196
1278,176,medium,3.3204877,0.05281441,MovieLens-1M,5.176149732573829
1279,24,medium,3.2394536,0.05425955,MovieLens-1M,3.2188758248682006
1280,44,medium,3.1122954,0.0238675,MovieLens-1M,3.8066624897703196
1281,12,medium,3.0313025,0.06331427,MovieLens-1M,2.5649493574615367
1282,78,medium,2.7946663,0.033176243,MovieLens-1M,4.3694478524670215
1283,65,medium,2.613457,0.11419447,MovieLens-1M,4.189654742026425
1284,472,high,3.5135128,0.018708926,MovieLens-1M,6.159095388491933
1285,39,medium,2.6267874,0.14440334,MovieLens-1M,3.6888794541139363
1286,1,low,3.7663,0.16254017,MovieLens-1M,0.6931471805599453
1287,3,low,3.4394114,0.1306213,MovieLens-1M,1.3862943611198906
1288,19,medium,2.6408308,0.12731071,MovieLens-1M,2.995732273553991
1289,13,medium,2.1916316,0.09073408,MovieLens-1M,2.6390573296152584
1290,25,medium,3.3915918,0.07722872,MovieLens-1M,3.258096538021482
1291,31,medium,2.6218255,0.10969306,MovieLens-1M,3.4657359027997265
1292,262,high,2.9536896,0.087083526,MovieLens-1M,5.572154032177765
1293,13,medium,2.7630513,0.1033096,MovieLens-1M,2.6390573296152584
1294,226,medium,3.292038,0.063612856,MovieLens-1M,5.424950017481403
1295,109,medium,2.9316664,0.08895521,MovieLens-1M,4.700480365792417
1296,29,medium,2.4830647,0.10065725,MovieLens-1M,3.4011973816621555
1297,40,medium,2.6862938,0.078973,MovieLens-1M,3.713572066704308
1298,78,medium,2.635856,0.08455106,MovieLens-1M,4.3694478524670215
1299,337,high,3.3770382,0.10371218,MovieLens-1M,5.823045895483019
1300,2,low,3.3306942,0.1644697,MovieLens-1M,1.0986122886681098
1301,57,medium,2.6131284,0.12194669,MovieLens-1M,4.060443010546419
1302,68,medium,2.6955974,0.056311924,MovieLens-1M,4.23410650459726
1303,8,low,2.5356894,0.06807629,MovieLens-1M,2.1972245773362196
1304,1,low,3.7753115,0.10453027,MovieLens-1M,0.6931471805599453
1305,10,medium,2.7383478,0.034331463,MovieLens-1M,2.3978952727983707
1306,2,low,3.210661,0.15056525,MovieLens-1M,1.0986122886681098
1307,1,low,3.7428398,0.10046147,MovieLens-1M,0.6931471805599453
1308,9,low,2.9737835,0.2629684,MovieLens-1M,2.302585092994046
1309,7,low,3.4312894,0.063830845,MovieLens-1M,2.0794415416798357
1310,48,medium,2.5987282,0.120033495,MovieLens-1M,3.8918202981106265
1311,42,medium,2.933771,0.1509709,MovieLens-1M,3.7612001156935624
1312,759,high,3.5942867,0.025019646,MovieLens-1M,6.633318433280377
1313,3,low,3.099739,0.17398109,MovieLens-1M,1.3862943611198906
1314,6,low,3.071191,0.044431046,MovieLens-1M,1.9459101490553132
1315,15,medium,3.2749908,0.28178442,MovieLens-1M,2.772588722239781
1316,8,low,3.1625578,0.026589861,MovieLens-1M,2.1972245773362196
1317,22,medium,2.3542945,0.05105978,MovieLens-1M,3.1354942159291497
1318,16,medium,2.9135563,0.065607436,MovieLens-1M,2.833213344056216
