seed,epoch,train_bpr_loss
44,1,0.5115606074855812
44,2,0.3108438537388608
44,3,0.3048655843173248
44,4,0.29429590507693915
44,5,0.27886792836521845
44,6,0.26338155022349913
44,7,0.25141354720445647
44,8,0.24346139244195344
44,9,0.235282012598886
44,10,0.23066034346171047
44,11,0.2235976059961578
44,12,0.2196633849239004
44,13,0.2118731729578281
44,14,0.20658593705814818
44,15,0.20349970875658852
44,16,0.199542843669221
44,17,0.19613904799537166
44,18,0.19358056875458662
44,19,0.19254604813413342
44,20,0.18958831000803172
44,21,0.18561312745230785
44,22,0.1830123735834723
44,23,0.18098810860428258
44,24,0.1784490005693574
44,25,0.17765539873769318
44,26,0.1733756605265797
44,27,0.1708228012573892
44,28,0.1694747446293848
44,29,0.16652121421867522
44,30,0.16485591910347558
44,31,0.1635699370417042
44,32,0.1626274145707704
44,33,0.16063662720979124
44,34,0.158929325086807
44,35,0.16150116358978162
44,36,0.15560897207562474
44,37,0.15418764526375395
44,38,0.15306791736055975
44,39,0.15244739783414896
44,40,0.1511619061542054
44,41,0.14913433084291391
44,42,0.15013665371183035
44,43,0.1474133782979587
44,44,0.146587113134455
44,45,0.14563989170921454
44,46,0.14575429446995258
44,47,0.146398913682155
44,48,0.14118433870591116
44,49,0.14081826627902364
44,50,0.13993096675561822
44,51,0.13895085312938993
44,52,0.13785241939594794
44,53,0.13657773323897002
44,54,0.1370317501326402
44,55,0.13435151248468438
44,56,0.13457074499540572
44,57,0.13313021637715292
44,58,0.13156416986569547
44,59,0.13127883178168448
44,60,0.1299117868901163
44,61,0.12884899026349836
44,62,0.12888806556230006
44,63,0.12815107029957185
44,64,0.12723248252861094
44,65,0.12585078160939872
44,66,0.12440199469742567
44,67,0.1251557927167016
44,68,0.12304088300215485
44,69,0.12225354593787072
44,70,0.12201467531638732
44,71,0.12081188379206519
44,72,0.12068510595439137
44,73,0.11907252410183781
44,74,0.11810282028307194
44,75,0.11774920948200683
44,76,0.11714794222211493
44,77,0.11683385956870473
44,78,0.11605230311228745
44,79,0.1169372162633184
44,80,0.11483210511505604
44,81,0.11296761677384484
44,82,0.11247139502370702
44,83,0.11217132593046172
44,84,0.11174821413621522
44,85,0.1108857001569392
44,86,0.10952312807700988
44,87,0.10836897627787961
44,88,0.1079263467800574
44,89,0.1077775866387115
44,90,0.10795349268532911
44,91,0.10680627841772376
44,92,0.10506794073528684
44,93,0.10578713042617681
44,94,0.1047573954379861
44,95,0.10398918093330618
44,96,0.10405835013944602
44,97,0.10402579017091489
44,98,0.10219477517260374
44,99,0.10142892845433907
44,100,0.10169666395455167
