item_idx,embedding_norm,degree,degree_group
1866,1.5926573,49.0,medium
1867,1.9050354,151.0,medium
1868,2.4387634,431.0,high
1869,2.4058938,309.0,high
1870,1.6736898,115.0,medium
1871,1.0092069,37.0,medium
1872,1.4884727,47.0,medium
1873,1.8620052,12.0,medium
1874,2.522513,438.0,high
1875,1.1016015,51.0,medium
1876,1.7658488,10.0,medium
1877,0.914288,23.0,medium
1878,1.3150274,32.0,medium
1879,1.7980276,122.0,medium
1880,1.3658811,6.0,low
1881,1.0433028,9.0,low
1882,1.6313747,6.0,low
1883,1.9987783,120.0,medium
1884,2.8227634,480.0,high
1885,2.5223002,395.0,high
1886,1.4797349,29.0,medium
1887,1.1470747,52.0,medium
1888,1.5933386,2.0,low
1889,1.2371376,49.0,medium
1890,1.6346434,75.0,medium
1891,2.9401257,425.0,high
1892,0.81015563,25.0,medium
1893,1.6473848,31.0,medium
1894,1.3800745,29.0,medium
1895,1.9524083,127.0,medium
1896,2.165026,1.0,low
1897,1.3774164,58.0,medium
1898,3.144533,835.0,high
1899,1.2245678,12.0,medium
1900,1.6401255,126.0,medium
1901,0.9145663,34.0,medium
1902,1.2716941,61.0,medium
1903,0.8956407,12.0,medium
1904,0.90659183,26.0,medium
1905,1.3404874,64.0,medium
1906,1.5555131,56.0,medium
1907,1.738533,131.0,medium
1908,1.4323001,80.0,medium
1909,1.0795562,10.0,medium
1910,2.878451,411.0,high
1911,1.0171174,14.0,medium
1912,1.5751108,57.0,medium
1913,0.8874905,12.0,medium
1914,0.84918076,12.0,medium
1915,1.5413691,2.0,low
1916,1.685695,2.0,low
1917,2.6008675,405.0,high
1918,3.1189802,842.0,high
1919,1.3721622,46.0,medium
1920,2.3626552,1.0,low
1921,1.2220306,9.0,low
1922,1.992596,1.0,low
1923,1.4019151,8.0,low
1924,1.9739113,151.0,medium
1925,2.3411045,193.0,medium
1926,1.4845366,62.0,medium
1927,1.0036838,18.0,medium
1928,1.975306,125.0,medium
1929,1.6132216,2.0,low
1930,2.2635274,155.0,medium
1931,1.3639442,4.0,low
1932,1.2694894,34.0,medium
1933,0.96178585,11.0,medium
1934,1.5031656,87.0,medium
1935,1.2112701,7.0,low
1936,1.2677342,5.0,low
1937,1.3924356,5.0,low
1938,2.0025256,1.0,low
1939,1.249369,12.0,medium
1940,2.049637,198.0,medium
1941,1.787387,122.0,medium
1942,1.6688423,121.0,medium
1943,0.7020636,22.0,medium
1944,1.744463,53.0,medium
1945,1.6003969,65.0,medium
1946,1.3923296,125.0,medium
1947,0.891177,26.0,medium
1948,1.8188758,1.0,low
1949,2.6838734,488.0,high
1950,2.2824223,1.0,low
1951,2.1832194,254.0,high
1952,1.3933822,2.0,low
1953,1.7066045,131.0,medium
1954,2.918409,669.0,high
1955,1.388435,92.0,medium
1956,0.90097463,23.0,medium
1957,1.7642568,1.0,low
1958,1.1566898,53.0,medium
1959,1.6463938,104.0,medium
1960,0.69655055,15.0,medium
1961,1.3575898,5.0,low
1962,1.0365266,6.0,low
1963,1.6372815,1.0,low
1964,0.9017007,39.0,medium
1965,0.7420819,15.0,medium
1966,1.3312669,70.0,medium
1967,1.4739652,116.0,medium
1968,1.3038808,67.0,medium
1969,0.8224173,11.0,medium
1970,1.0582991,10.0,medium
1971,1.1515378,45.0,medium
1972,0.7823311,20.0,medium
1973,3.1552856,751.0,high
1974,1.2946637,40.0,medium
1975,1.1749145,31.0,medium
1976,1.4782844,60.0,medium
1977,2.475167,341.0,high
1978,1.1494516,36.0,medium
1979,1.3599188,44.0,medium
1980,2.6507413,424.0,high
1981,1.8616662,52.0,medium
1982,1.3435824,62.0,medium
1983,1.0573838,6.0,low
1984,1.9980482,171.0,medium
1985,1.064098,14.0,medium
1986,1.2997872,26.0,medium
1987,1.3894517,40.0,medium
1988,1.0419011,8.0,low
1989,2.1517336,135.0,medium
1990,3.1893415,468.0,high
1991,3.3449965,710.0,high
1992,1.1235485,45.0,medium
1993,3.194394,836.0,high
1994,1.5470349,3.0,low
1995,1.3131866,9.0,low
1996,2.3349464,325.0,high
1997,1.1762313,50.0,medium
1998,1.2402169,26.0,medium
1999,1.7712435,131.0,medium
2000,1.6588162,3.0,low
2001,3.0744045,511.0,high
2002,2.0208833,205.0,medium
2003,2.995313,714.0,high
2004,2.443818,215.0,medium
2005,1.3702947,5.0,low
2006,1.311774,15.0,medium
2007,1.102347,21.0,medium
2008,1.0814861,7.0,low
2009,1.7858443,2.0,low
2010,1.4797812,91.0,medium
2011,2.2482238,224.0,medium
2012,2.1052418,221.0,medium
2013,2.4118896,337.0,high
2014,0.92749697,45.0,medium
2015,1.8224106,28.0,medium
2016,1.6701164,77.0,medium
2017,1.7030873,2.0,low
2018,2.4262545,226.0,medium
2019,1.2448425,68.0,medium
2020,3.0778258,714.0,high
2021,1.8540051,87.0,medium
2022,1.2934326,23.0,medium
2023,3.466731,965.0,high
2024,1.4717915,53.0,medium
2025,1.673931,3.0,low
2026,1.493291,23.0,medium
2027,1.7778994,52.0,medium
2028,2.9281764,515.0,high
2029,1.5590674,69.0,medium
2030,1.4701419,74.0,medium
2031,1.6372052,4.0,low
2032,2.6846106,386.0,high
2033,1.8742149,135.0,medium
2034,2.0960472,139.0,medium
2035,3.2751286,708.0,high
2036,1.467753,53.0,medium
2037,1.8067272,42.0,medium
2038,1.5204008,7.0,low
2039,1.9137999,149.0,medium
2040,1.0677725,19.0,medium
2041,1.4469814,5.0,low
2042,1.459666,95.0,medium
2043,1.074343,18.0,medium
2044,1.7000957,126.0,medium
2045,1.2276334,63.0,medium
2046,1.9408426,167.0,medium
2047,1.6841909,101.0,medium
2048,1.5744692,4.0,low
2049,2.0974622,86.0,medium
2050,2.7853417,559.0,high
2051,3.0240176,610.0,high
2052,1.4196023,43.0,medium
2053,3.6647556,1166.0,high
2054,1.1713074,25.0,medium
2055,2.3813725,187.0,medium
2056,1.1204439,3.0,low
2057,2.6651576,486.0,high
2058,2.1519988,98.0,medium
2059,1.3576833,73.0,medium
2060,1.2870599,19.0,medium
2061,2.2404494,145.0,medium
2062,1.3570586,29.0,medium
2063,1.4384335,38.0,medium
2064,2.8051157,428.0,high
2065,1.2808403,66.0,medium
2066,1.8957355,1.0,low
2067,2.119513,244.0,high
2068,1.3199748,77.0,medium
2069,2.2903786,330.0,high
2070,1.5185212,80.0,medium
2071,1.3408903,31.0,medium
2072,1.2001932,62.0,medium
2073,1.7981746,114.0,medium
2074,1.7743483,126.0,medium
2075,1.5760257,56.0,medium
2076,1.8662914,137.0,medium
2077,1.3782779,31.0,medium
2078,1.3771507,14.0,medium
2079,1.3076878,12.0,medium
2080,1.2807585,10.0,medium
2081,1.5615497,6.0,low
2082,2.08277,244.0,high
2083,0.94100463,23.0,medium
2084,1.0901031,7.0,low
2085,1.3831854,67.0,medium
2086,1.4079432,7.0,low
2087,1.2912271,60.0,medium
2088,2.182216,201.0,medium
2089,2.7470262,491.0,high
2090,1.5279412,23.0,medium
2091,2.6042488,371.0,high
2092,2.3231523,312.0,high
2093,3.528266,802.0,high
2094,4.1797028,1832.0,high
2095,0.756244,11.0,medium
2096,2.31312,265.0,high
2097,1.5203563,49.0,medium
2098,0.88879347,9.0,low
2099,2.109526,199.0,medium
2100,1.8692652,102.0,medium
2101,2.1659582,218.0,medium
2102,1.6352073,41.0,medium
2103,2.4036188,245.0,high
2104,3.1393418,805.0,high
2105,2.7871122,534.0,high
2106,1.0909652,29.0,medium
2107,1.902584,155.0,medium
2108,1.6027142,105.0,medium
2109,1.683198,81.0,medium
2110,1.6183246,31.0,medium
2111,2.0719023,182.0,medium
2112,1.8894287,170.0,medium
2113,1.197344,4.0,low
2114,1.682527,132.0,medium
2115,1.1070904,22.0,medium
2116,0.84741414,39.0,medium
2117,0.7346596,27.0,medium
2118,2.0290618,235.0,medium
2119,1.667829,86.0,medium
2120,1.2952873,20.0,medium
2121,2.3171108,288.0,high
2122,2.9740021,380.0,high
2123,0.99330324,37.0,medium
2124,1.1502507,11.0,medium
2125,2.4552925,385.0,high
2126,2.090773,120.0,medium
2127,1.3323687,44.0,medium
2128,1.2831116,54.0,medium
2129,2.2957435,186.0,medium
2130,1.6706816,56.0,medium
2131,2.432581,273.0,high
2132,1.156534,34.0,medium
2133,0.9617262,36.0,medium
2134,1.6121247,69.0,medium
2135,1.3088453,51.0,medium
2136,2.0622365,1.0,low
2137,1.8423558,112.0,medium
2138,0.8314407,24.0,medium
2139,0.8571943,9.0,low
2140,2.1078033,111.0,medium
2141,1.5349675,69.0,medium
2142,1.7260796,3.0,low
2143,1.1303122,15.0,medium
2144,0.8637223,12.0,medium
2145,1.7529593,95.0,medium
2146,1.5039133,26.0,medium
2147,2.1832254,1.0,low
2148,1.1757526,50.0,medium
2149,1.6143264,27.0,medium
2150,1.8269681,2.0,low
2151,1.3351108,73.0,medium
2152,2.4568517,219.0,medium
2153,2.9604094,539.0,high
2154,1.3586516,33.0,medium
2155,1.7019503,121.0,medium
2156,0.961636,17.0,medium
2157,2.2660065,117.0,medium
2158,1.8131174,19.0,medium
2159,2.1088347,6.0,low
2160,1.8549637,6.0,low
2161,2.012205,230.0,medium
2162,2.0169504,1.0,low
2163,1.626938,3.0,low
2164,1.0089015,6.0,low
2165,1.9829339,223.0,medium
2166,1.6868511,98.0,medium
2167,2.0624442,207.0,medium
2168,2.7621837,439.0,high
2169,1.850044,77.0,medium
2170,0.8102974,17.0,medium
2171,1.169193,20.0,medium
2172,1.8551711,169.0,medium
2173,1.2942463,59.0,medium
2174,1.8126091,123.0,medium
2175,1.6521581,4.0,low
2176,2.048681,213.0,medium
2177,1.3591037,4.0,low
2178,2.0953345,1.0,low
2179,1.199355,21.0,medium
2180,0.65391517,13.0,medium
2181,1.0302833,12.0,medium
2182,2.2206366,129.0,medium
2183,1.933395,1.0,low
2184,1.8677139,65.0,medium
2185,2.7926366,414.0,high
2186,1.3507786,32.0,medium
2187,1.0607865,42.0,medium
2188,1.385472,22.0,medium
2189,0.61966306,20.0,medium
2190,1.4715456,58.0,medium
2191,2.092491,168.0,medium
2192,1.7942255,54.0,medium
2193,1.5194019,14.0,medium
2194,0.8531163,32.0,medium
2195,1.0940036,25.0,medium
2196,2.6903486,468.0,high
2197,3.0568905,574.0,high
2198,1.4673404,9.0,low
2199,1.2425482,53.0,medium
2200,1.3676223,80.0,medium
2201,1.907498,85.0,medium
2202,0.8512752,23.0,medium
2203,1.2337372,5.0,low
2204,1.81322,2.0,low
2205,1.5463934,53.0,medium
2206,1.3638841,14.0,medium
2207,2.1576169,107.0,medium
2208,1.9303983,13.0,medium
2209,1.8421229,3.0,low
2210,1.5818769,4.0,low
2211,1.6860452,90.0,medium
2212,1.7899406,150.0,medium
2213,1.5643826,42.0,medium
2214,1.3052853,70.0,medium
2215,0.64381665,13.0,medium
2216,1.1741064,8.0,low
2217,0.9653935,4.0,low
2218,1.492512,80.0,medium
2219,0.9534617,20.0,medium
2220,1.2470413,16.0,medium
2221,2.5421107,316.0,high
2222,2.4454696,317.0,high
2223,3.24834,703.0,high
2224,1.8537914,115.0,medium
2225,1.5445298,79.0,medium
2226,1.6549771,92.0,medium
2227,2.0170522,151.0,medium
2228,0.7926434,27.0,medium
2229,1.7297928,1.0,low
2230,1.8179842,1.0,low
2231,1.7974466,3.0,low
2232,2.2525268,292.0,high
2233,1.3581965,48.0,medium
2234,2.4891243,227.0,medium
2235,2.7485607,423.0,high
2236,1.8531895,1.0,low
2237,2.0052214,2.0,low
2238,1.3970349,4.0,low
2239,1.5141684,38.0,medium
2240,1.7148728,8.0,low
2241,1.2285182,28.0,medium
2242,1.773802,102.0,medium
2243,1.422063,87.0,medium
2244,1.4601319,7.0,low
2245,1.993145,106.0,medium
2246,1.6332643,56.0,medium
2247,1.3025371,8.0,low
2248,1.6789051,3.0,low
2249,1.5022373,44.0,medium
2250,2.1522927,6.0,low
2251,1.6071069,65.0,medium
2252,1.2444692,44.0,medium
2253,0.86637765,7.0,low
2254,2.6053383,272.0,high
2255,1.335322,5.0,low
2256,1.7777808,113.0,medium
2257,1.0465115,17.0,medium
2258,0.8973983,5.0,low
2259,1.6107253,61.0,medium
2260,4.6870227,2145.0,high
2261,2.8464384,347.0,high
2262,1.1728965,21.0,medium
2263,1.4492302,43.0,medium
2264,2.0649846,102.0,medium
2265,1.1433713,9.0,low
2266,1.705834,2.0,low
2267,0.8591338,19.0,medium
2268,3.1101012,494.0,high
2269,2.5470634,237.0,medium
2270,0.9083925,26.0,medium
2271,1.7843424,134.0,medium
2272,1.5003021,32.0,medium
2273,0.88193756,10.0,medium
2274,0.992474,28.0,medium
2275,0.7047957,16.0,medium
2276,1.2720587,17.0,medium
2277,0.8671844,23.0,medium
2278,1.1972224,43.0,medium
2279,1.5379162,79.0,medium
2280,1.3521249,13.0,medium
2281,2.062402,167.0,medium
2282,3.818775,1112.0,high
2283,2.1733947,185.0,medium
2284,1.4166123,3.0,low
2285,2.6513712,299.0,high
2286,1.7608732,68.0,medium
2287,1.5579486,51.0,medium
2288,1.5188384,59.0,medium
2289,1.8193892,29.0,medium
2290,1.9309053,103.0,medium
2291,1.8714074,105.0,medium
2292,1.7818937,96.0,medium
2293,2.0251358,3.0,low
2294,1.5046903,58.0,medium
2295,1.5056514,115.0,medium
2296,2.8381464,482.0,high
2297,0.86287236,32.0,medium
2298,0.96027124,24.0,medium
2299,1.0845275,43.0,medium
2300,1.9957035,185.0,medium
2301,1.980423,1.0,low
2302,1.6112832,78.0,medium
2303,1.1838665,24.0,medium
2304,1.0938311,22.0,medium
2305,1.05009,8.0,low
2306,3.624201,1110.0,high
2307,1.2580689,34.0,medium
2308,1.5259635,24.0,medium
2309,1.7374605,6.0,low
2310,1.6610646,83.0,medium
2311,1.7018564,36.0,medium
2312,1.4203527,14.0,medium
2313,1.8576629,2.0,low
2314,1.1039236,5.0,low
2315,1.5015082,10.0,medium
2316,1.1723326,67.0,medium
2317,2.9756315,649.0,high
2318,2.275062,309.0,high
2319,1.5839171,56.0,medium
2320,1.5305842,20.0,medium
2321,2.2585237,162.0,medium
2322,1.5155555,48.0,medium
2323,1.5396221,14.0,medium
2324,1.5132438,23.0,medium
2325,2.506089,289.0,high
2326,1.4900374,28.0,medium
2327,1.5312655,8.0,low
2328,1.6050224,34.0,medium
2329,1.6599829,22.0,medium
2330,1.3605676,12.0,medium
2331,1.9789224,85.0,medium
2332,2.1214967,3.0,low
2333,1.6576952,16.0,medium
2334,2.8622398,571.0,high
2335,1.6302172,4.0,low
2336,0.6736132,19.0,medium
2337,2.0907795,89.0,medium
2338,1.8275533,40.0,medium
2339,2.8605425,377.0,high
2340,1.7944531,17.0,medium
2341,2.9973493,434.0,high
2342,1.9849454,36.0,medium
2343,1.3862013,12.0,medium
2344,1.9297396,14.0,medium
2345,1.4039739,38.0,medium
2346,1.6341605,65.0,medium
2347,2.0477946,171.0,medium
2348,3.1463382,466.0,high
2349,1.946856,148.0,medium
2350,1.9586535,5.0,low
2351,1.0470691,7.0,low
2352,1.3415123,5.0,low
2353,1.8909712,93.0,medium
2354,1.9904921,171.0,medium
2355,1.5288116,8.0,low
2356,1.7398186,1.0,low
2357,0.92953455,24.0,medium
2358,1.6130083,73.0,medium
2359,3.4248588,694.0,high
2360,1.9721302,1.0,low
2361,2.7128906,415.0,high
2362,2.2743194,263.0,high
2363,2.5522687,242.0,high
2364,0.81014866,19.0,medium
2365,2.401473,243.0,high
2366,1.0947187,5.0,low
2367,3.4216092,883.0,high
2368,1.8109896,156.0,medium
2369,2.991033,292.0,high
2370,1.8433641,2.0,low
2371,1.1508471,51.0,medium
2372,1.4784921,32.0,medium
2373,2.6060412,425.0,high
2374,3.361093,837.0,high
2375,1.7616701,97.0,medium
2376,1.8220255,132.0,medium
2377,1.3492303,16.0,medium
2378,2.0373323,2.0,low
2379,3.6785595,871.0,high
2380,2.6501868,345.0,high
2381,1.4461098,33.0,medium
2382,1.5981213,94.0,medium
2383,2.966948,503.0,high
2384,1.0738884,18.0,medium
2385,2.8985984,418.0,high
2386,1.7358884,81.0,medium
2387,1.0309509,31.0,medium
2388,1.7285116,2.0,low
2389,3.758938,1523.0,high
2390,1.8709595,144.0,medium
2391,1.9531301,151.0,medium
2392,1.8652718,72.0,medium
2393,1.3342052,35.0,medium
2394,1.3861829,51.0,medium
2395,2.305337,165.0,medium
2396,2.3153574,299.0,high
2397,2.7352073,229.0,medium
2398,1.451766,59.0,medium
2399,2.117621,107.0,medium
2400,1.250622,15.0,medium
2401,2.3329768,314.0,high
2402,1.8975855,136.0,medium
2403,1.7068666,86.0,medium
2404,2.392009,155.0,medium
2405,2.18743,108.0,medium
2406,1.027354,10.0,medium
2407,1.9823365,210.0,medium
2408,1.8258885,123.0,medium
2409,1.4590827,103.0,medium
2410,1.2896318,7.0,low
2411,1.2816783,40.0,medium
2412,2.3531091,304.0,high
2413,2.538265,4.0,low
2414,1.1938418,25.0,medium
2415,0.789797,8.0,low
2416,0.9323866,21.0,medium
2417,1.8329823,159.0,medium
2418,2.5599928,434.0,high
2419,1.7942133,150.0,medium
2420,1.1975651,10.0,medium
2421,0.83836216,31.0,medium
2422,1.9143916,177.0,medium
2423,0.5830809,16.0,medium
2424,1.0993485,48.0,medium
2425,0.6337064,31.0,medium
2426,2.2262065,1.0,low
2427,1.3332202,4.0,low
2428,1.1351627,11.0,medium
2429,1.646343,92.0,medium
2430,0.9753426,9.0,low
2431,2.0985918,198.0,medium
2432,1.4198085,3.0,low
2433,2.6274483,505.0,high
2434,4.388261,2083.0,high
2435,2.950968,620.0,high
2436,1.7218127,152.0,medium
2437,2.1449218,1.0,low
2438,1.0888783,18.0,medium
2439,0.7682034,11.0,medium
2440,1.0570428,7.0,low
2441,1.3390787,26.0,medium
2442,2.6195552,389.0,high
2443,1.581418,47.0,medium
2444,1.8139464,82.0,medium
2445,1.7994903,4.0,low
2446,0.9679548,37.0,medium
2447,1.1495702,5.0,low
2448,1.4762145,7.0,low
2449,1.9680693,1.0,low
2450,1.5327268,3.0,low
2451,2.0194094,190.0,medium
2452,1.5252173,29.0,medium
2453,1.4894456,25.0,medium
2454,1.5931473,59.0,medium
2455,1.6603739,2.0,low
2456,1.7350487,26.0,medium
2457,1.2430035,10.0,medium
2458,0.90197736,11.0,medium
2459,1.1976111,37.0,medium
2460,2.5198483,363.0,high
2461,1.470386,48.0,medium
2462,1.1633092,11.0,medium
2463,3.492137,1253.0,high
2464,1.8599553,175.0,medium
2465,1.5150285,72.0,medium
2466,1.7057542,112.0,medium
2467,2.3970897,372.0,high
2468,1.4837751,76.0,medium
2469,3.3027263,1038.0,high
2470,1.4657072,10.0,medium
2471,1.8617315,7.0,low
2472,1.0498747,9.0,low
2473,1.6158553,50.0,medium
2474,1.4364913,96.0,medium
2475,1.9310088,144.0,medium
2476,3.3051023,1088.0,high
2477,1.7810736,110.0,medium
2478,1.5015593,40.0,medium
2479,2.1247308,2.0,low
2480,1.755235,59.0,medium
2481,1.2359083,6.0,low
2482,0.92201984,25.0,medium
2483,1.4349022,2.0,low
2484,1.0738813,17.0,medium
2485,1.1280749,18.0,medium
2486,1.7240584,49.0,medium
2487,1.4269193,7.0,low
2488,1.4445451,9.0,low
2489,2.1730635,1.0,low
2490,2.2079325,240.0,high
2491,1.0070065,28.0,medium
2492,1.7872986,1.0,low
2493,1.6197482,83.0,medium
2494,1.890124,1.0,low
2495,1.353507,9.0,low
2496,1.4511892,2.0,low
2497,2.5350018,324.0,high
2498,1.3009192,51.0,medium
2499,1.7104983,9.0,low
2500,1.0314871,45.0,medium
2501,1.6880977,8.0,low
2502,1.5367724,4.0,low
2503,1.240483,5.0,low
2504,1.0808758,10.0,medium
2505,1.7131604,6.0,low
2506,1.2567497,66.0,medium
2507,0.98998886,11.0,medium
2508,1.4753121,7.0,low
2509,2.1084607,126.0,medium
2510,2.4638567,284.0,high
2511,1.0171113,21.0,medium
2512,1.2885503,16.0,medium
2513,1.0896566,35.0,medium
2514,1.3578442,74.0,medium
2515,1.3914092,23.0,medium
2516,1.0105852,30.0,medium
2517,0.83993435,8.0,low
2518,1.8657163,2.0,low
2519,1.0145081,17.0,medium
2520,1.5891612,106.0,medium
2521,1.5777291,6.0,low
2522,1.9062271,1.0,low
2523,1.7507442,1.0,low
2524,0.784119,22.0,medium
2525,2.0759828,242.0,high
2526,5.3985696,2805.0,high
2527,2.3267817,201.0,medium
2528,1.5251521,50.0,medium
2529,2.0471299,151.0,medium
2530,0.58070534,20.0,medium
2531,2.494441,349.0,high
2532,1.2096924,11.0,medium
2533,1.2679157,5.0,low
2534,1.597016,119.0,medium
2535,2.1159759,155.0,medium
2536,1.6120632,6.0,low
2537,2.0072134,1.0,low
2538,1.6876956,109.0,medium
2539,2.7173314,523.0,high
2540,2.7465923,483.0,high
2541,1.5961103,3.0,low
2542,1.2445586,34.0,medium
2543,1.9301199,123.0,medium
2544,1.720582,12.0,medium
2545,1.1762583,59.0,medium
2546,1.6581035,4.0,low
2547,1.4287534,78.0,medium
2548,1.065787,39.0,medium
2549,2.7978907,320.0,high
2550,1.0819753,37.0,medium
2551,1.9278709,155.0,medium
2552,1.0539092,5.0,low
2553,1.1899141,29.0,medium
2554,0.9323301,7.0,low
2555,1.9121082,1.0,low
2556,1.735638,29.0,medium
2557,1.9482589,150.0,medium
2558,2.9692054,696.0,high
2559,1.5880235,99.0,medium
2560,1.4987451,3.0,low
2561,0.71690035,17.0,medium
2562,1.1781406,5.0,low
2563,1.5361844,11.0,medium
2564,1.4176484,9.0,low
2565,1.3173956,20.0,medium
2566,1.2832477,63.0,medium
2567,1.3661075,40.0,medium
2568,2.1936808,134.0,medium
2569,1.2145368,19.0,medium
2570,0.9527152,6.0,low
2571,1.6265781,11.0,medium
2572,1.4917723,65.0,medium
2573,1.3327365,31.0,medium
2574,1.4689636,45.0,medium
2575,3.446065,619.0,high
2576,1.862133,1.0,low
2577,1.1661195,4.0,low
2578,2.4756515,286.0,high
2579,1.2432619,7.0,low
2580,2.440099,,
2581,2.6002693,484.0,high
2582,3.832732,1225.0,high
2583,2.5571387,384.0,high
2584,3.4485288,1150.0,high
2585,2.3935113,276.0,high
2586,2.0991824,80.0,medium
2587,2.3490672,224.0,medium
2588,2.0221002,158.0,medium
2589,1.1371609,8.0,low
2590,1.5976256,95.0,medium
2591,1.9144657,47.0,medium
2592,2.1134896,211.0,medium
2593,2.0204105,74.0,medium
2594,0.81666625,33.0,medium
2595,1.7910823,121.0,medium
2596,1.7224159,4.0,low
2597,1.3531632,7.0,low
2598,1.7703177,80.0,medium
2599,1.7696636,5.0,low
2600,1.784425,2.0,low
2601,2.2652886,118.0,medium
2602,2.1176538,123.0,medium
2603,2.1457891,82.0,medium
2604,1.0144783,21.0,medium
2605,1.4168975,24.0,medium
2606,1.7773331,76.0,medium
2607,2.2945473,145.0,medium
2608,1.7421641,124.0,medium
2609,1.7984817,102.0,medium
2610,2.956897,533.0,high
2611,1.1243727,6.0,low
2612,1.9720311,176.0,medium
2613,3.1198602,668.0,high
2614,2.9113472,543.0,high
2615,2.7805002,460.0,high
2616,1.1039627,40.0,medium
2617,2.7998781,396.0,high
2618,1.8354987,123.0,medium
2619,1.8286937,49.0,medium
2620,1.8576006,1.0,low
2621,0.94952774,46.0,medium
2622,3.7002728,1059.0,high
2623,1.9986373,1.0,low
2624,1.6356525,71.0,medium
2625,1.0653148,4.0,low
2626,1.2531074,11.0,medium
2627,1.4870018,6.0,low
2628,1.4284075,7.0,low
2629,2.4975739,319.0,high
2630,1.4681541,80.0,medium
2631,3.005101,607.0,high
2632,1.8447269,64.0,medium
2633,1.6740224,70.0,medium
2634,2.146186,209.0,medium
2635,1.3725959,48.0,medium
2636,2.5494611,346.0,high
2637,1.7285467,3.0,low
2638,1.3105217,36.0,medium
2639,2.2535381,212.0,medium
2640,1.043239,13.0,medium
2641,1.43153,27.0,medium
2642,1.263579,5.0,low
2643,1.3003258,9.0,low
2644,1.6195207,2.0,low
2645,1.6255124,61.0,medium
2646,1.2318226,5.0,low
2647,3.0943296,627.0,high
2648,1.4331727,52.0,medium
2649,3.2735252,1024.0,high
2650,1.5271106,61.0,medium
2651,2.172623,215.0,medium
2652,1.8825897,147.0,medium
2653,2.245336,236.0,medium
2654,1.6189649,7.0,low
2655,2.1909065,245.0,high
2656,1.8941454,5.0,low
2657,1.7477037,43.0,medium
2658,1.6297784,69.0,medium
2659,4.3327208,1727.0,high
2660,1.5206635,7.0,low
2661,1.385827,3.0,low
2662,2.1780949,260.0,high
2663,1.6068579,22.0,medium
2664,1.4527754,4.0,low
2665,1.5303998,42.0,medium
2666,2.6604488,294.0,high
2667,3.2152479,669.0,high
2668,2.2714832,212.0,medium
2669,1.2888256,33.0,medium
2670,1.4005294,20.0,medium
2671,1.8108419,87.0,medium
2672,1.4632527,4.0,low
2673,1.400142,20.0,medium
2674,0.80617076,12.0,medium
2675,1.2444619,67.0,medium
2676,2.2317507,149.0,medium
2677,1.7547084,13.0,medium
2678,2.144382,133.0,medium
2679,2.4226294,305.0,high
2680,2.202567,263.0,high
2681,1.6935314,13.0,medium
2682,2.21395,176.0,medium
2683,1.3982477,24.0,medium
2684,1.5378124,6.0,low
2685,2.4216769,,
2686,1.484475,83.0,medium
2687,1.4124577,76.0,medium
2688,2.2715912,194.0,medium
2689,1.1093526,8.0,low
2690,1.946335,119.0,medium
2691,2.5882328,420.0,high
2692,2.1544554,218.0,medium
2693,2.733635,339.0,high
2694,1.2727709,78.0,medium
2695,2.8176744,440.0,high
2696,1.701738,62.0,medium
2697,2.7022715,561.0,high
2698,1.6343086,131.0,medium
2699,1.6282375,3.0,low
2700,1.7399274,2.0,low
2701,1.8285334,4.0,low
2702,2.4708045,399.0,high
2703,1.1250887,40.0,medium
2704,1.1869855,45.0,medium
2705,1.0476421,8.0,low
2706,1.0965538,10.0,medium
2707,1.0311128,13.0,medium
2708,1.2699273,8.0,low
2709,1.1756052,42.0,medium
2710,2.9798472,613.0,high
2711,1.7757018,125.0,medium
2712,1.0658962,16.0,medium
2713,1.338362,39.0,medium
2714,1.2211481,4.0,low
2715,1.463837,2.0,low
2716,1.9510322,1.0,low
2717,2.5048952,380.0,high
2718,2.3770528,193.0,medium
2719,2.5232294,255.0,high
2720,0.9245678,29.0,medium
2721,0.9159872,12.0,medium
2722,1.6534157,1.0,low
2723,1.6352146,113.0,medium
2724,2.4493885,249.0,high
2725,2.2191172,255.0,high
2726,1.0265024,35.0,medium
2727,2.2491064,292.0,high
2728,1.9805896,213.0,medium
2729,3.014864,636.0,high
2730,0.9154819,13.0,medium
2731,1.9085053,135.0,medium
2732,1.5935742,51.0,medium
2733,1.6007468,56.0,medium
2734,1.8219393,73.0,medium
2735,1.6072744,91.0,medium
2736,1.7293686,106.0,medium
2737,3.0286968,586.0,high
2738,2.6755326,395.0,high
2739,2.7950547,300.0,high
2740,2.036769,1.0,low
2741,2.0459569,1.0,low
2742,0.8063673,47.0,medium
2743,2.1695678,254.0,high
2744,2.400055,271.0,high
2745,2.391456,209.0,medium
2746,2.0100243,150.0,medium
2747,1.9161518,120.0,medium
2748,0.8006935,14.0,medium
2749,2.0889583,117.0,medium
2750,1.4819871,65.0,medium
2751,2.7592607,399.0,high
2752,1.4564675,66.0,medium
2753,2.2451854,161.0,medium
2754,2.2952936,356.0,high
2755,1.6975353,111.0,medium
2756,2.573624,391.0,high
2757,2.675011,489.0,high
2758,1.7310793,155.0,medium
2759,0.9981048,19.0,medium
2760,2.695906,525.0,high
2761,2.616529,431.0,high
2762,0.8555282,11.0,medium
2763,2.717725,410.0,high
2764,2.6982772,544.0,high
2765,0.8266888,20.0,medium
2766,0.96956784,15.0,medium
2767,1.7513177,136.0,medium
2768,0.9838421,31.0,medium
