item_idx,embedding_norm,degree,degree_group
958,1.5370806,84.0,medium
959,2.3650908,293.0,high
960,0.9437512,11.0,medium
961,2.5989077,300.0,high
962,3.588933,979.0,high
963,3.189674,886.0,high
964,1.6489685,97.0,medium
965,2.403539,404.0,high
966,2.4571948,321.0,high
967,3.2089748,775.0,high
968,2.6493294,388.0,high
969,2.2857015,245.0,high
970,3.8374834,1610.0,high
971,1.8176392,146.0,medium
972,1.9806306,108.0,medium
973,2.9986255,600.0,high
974,1.8831341,1.0,low
975,2.3513298,282.0,high
976,2.6963708,383.0,high
977,1.7584773,5.0,low
978,1.5289418,73.0,medium
979,1.2311323,16.0,medium
980,1.1452862,18.0,medium
981,0.8882675,8.0,low
982,1.6595025,8.0,low
983,1.2991523,10.0,medium
984,1.299802,14.0,medium
985,2.239226,264.0,high
986,1.2389278,4.0,low
987,1.0720938,20.0,medium
988,2.208169,241.0,high
989,2.1410933,263.0,high
990,1.2666488,53.0,medium
991,3.392041,1005.0,high
992,1.7359759,51.0,medium
993,2.883331,443.0,high
994,1.8861204,92.0,medium
995,2.0385458,181.0,medium
996,2.0436184,179.0,medium
997,1.8089243,147.0,medium
998,3.6582682,1349.0,high
999,1.0268174,5.0,low
1000,1.7105943,2.0,low
1001,0.87389714,10.0,medium
1002,2.200346,235.0,medium
1003,3.1579547,806.0,high
1004,1.4715861,3.0,low
1005,1.9983482,116.0,medium
1006,1.1224586,17.0,medium
1007,1.4835969,12.0,medium
1008,1.5972035,6.0,low
1009,1.4191301,9.0,low
1010,1.6933336,1.0,low
1011,1.5024303,72.0,medium
1012,1.4437451,66.0,medium
1013,1.2823359,7.0,low
1014,1.6857941,3.0,low
1015,1.1817629,27.0,medium
1016,1.9368273,2.0,low
1017,1.123858,24.0,medium
1018,2.2913167,261.0,high
1019,2.8723927,517.0,high
1020,1.4665344,97.0,medium
1021,1.5226145,4.0,low
1022,2.3454947,265.0,high
1023,1.9156697,90.0,medium
1024,1.9515562,110.0,medium
1025,2.3596418,201.0,medium
1026,2.8599946,582.0,high
1027,1.1649793,34.0,medium
1028,1.9184384,2.0,low
1029,2.9666398,563.0,high
1030,1.2089978,61.0,medium
1031,2.5171456,334.0,high
1032,2.4236138,314.0,high
1033,1.755388,90.0,medium
1034,2.8372517,482.0,high
1035,2.372196,218.0,medium
1036,1.3850086,68.0,medium
1037,1.249147,67.0,medium
1038,1.6824002,78.0,medium
1039,3.8604867,1510.0,high
1040,1.5153525,104.0,medium
1041,4.737434,2490.0,high
1042,4.0693426,1899.0,high
1043,4.447368,2243.0,high
1044,3.2383046,687.0,high
1045,4.0366054,1402.0,high
1046,3.1355133,648.0,high
1047,1.3743274,40.0,medium
1048,2.6472425,514.0,high
1049,3.3089755,706.0,high
1050,1.9510996,116.0,medium
1051,3.4750497,918.0,high
1052,3.3040307,815.0,high
1053,3.4179292,939.0,high
1054,1.9156914,126.0,medium
1055,4.4313984,2106.0,high
1056,2.132676,181.0,medium
1057,3.020438,418.0,high
1058,3.7875743,1351.0,high
1059,4.361338,1603.0,high
1060,3.2359335,618.0,high
1061,0.8784033,48.0,medium
1062,2.5377302,294.0,high
1063,2.2217302,191.0,medium
1064,3.6105397,1009.0,high
1065,3.265693,927.0,high
1066,3.8805313,1422.0,high
1067,3.3276355,970.0,high
1068,2.6214933,407.0,high
1069,2.4180412,360.0,high
1070,3.5362372,1144.0,high
1071,2.1318285,167.0,medium
1072,1.9094393,162.0,medium
1073,2.8891551,538.0,high
1074,3.8149412,1045.0,high
1075,2.8676245,582.0,high
1076,1.4829769,33.0,medium
1077,3.2954779,842.0,high
1078,3.2740352,891.0,high
1079,2.8519235,541.0,high
1080,2.0266306,72.0,medium
1081,2.4013197,237.0,medium
1082,2.3578598,253.0,high
1083,4.1933994,1649.0,high
1084,1.2627608,39.0,medium
1085,3.1211123,896.0,high
1086,1.9929972,225.0,medium
1087,3.126452,539.0,high
1088,2.296408,255.0,high
1089,2.9264832,620.0,high
1090,3.61892,1028.0,high
1091,3.0141585,406.0,high
1092,2.8914447,547.0,high
1093,3.3283103,820.0,high
1094,2.3851898,172.0,medium
1095,3.830367,998.0,high
1096,2.9502985,434.0,high
1097,2.827341,381.0,high
1098,1.2828494,28.0,medium
1099,2.880683,480.0,high
1100,2.2697558,328.0,high
1101,3.2315588,823.0,high
1102,3.6729026,1391.0,high
1103,2.7440124,261.0,high
1104,2.8817058,367.0,high
1105,3.09543,607.0,high
1106,2.8708792,543.0,high
1107,2.137129,193.0,medium
1108,3.974724,1639.0,high
1109,2.9747138,754.0,high
1110,3.271867,647.0,high
1111,1.8964818,160.0,medium
1112,2.9033587,535.0,high
1113,4.121332,1895.0,high
1114,2.6840007,390.0,high
1115,2.9007359,537.0,high
1116,1.920105,106.0,medium
1117,2.5030847,309.0,high
1118,2.8245332,502.0,high
1119,3.2071145,769.0,high
1120,2.0854366,243.0,high
1121,3.4975157,970.0,high
1122,1.7470318,119.0,medium
1123,2.4743054,223.0,medium
1124,2.0921195,155.0,medium
1125,2.8644793,638.0,high
1126,2.620089,319.0,high
1127,3.0813198,460.0,high
1128,2.7633843,520.0,high
1129,1.9792459,164.0,medium
1130,2.9735076,541.0,high
1131,3.29216,890.0,high
1132,1.7630633,129.0,medium
1133,1.68805,130.0,medium
1134,3.7571607,1281.0,high
1135,2.6869063,436.0,high
1136,2.7832105,528.0,high
1137,3.2701082,857.0,high
1138,1.914468,146.0,medium
1139,2.8491428,407.0,high
1140,2.221442,271.0,high
1141,1.954912,230.0,medium
1142,2.976572,608.0,high
1143,2.365151,261.0,high
1144,2.644341,271.0,high
1145,2.7928455,545.0,high
1146,2.2588813,238.0,medium
1147,3.6977935,1150.0,high
1148,1.4759221,77.0,medium
1149,1.2910532,73.0,medium
1150,3.5709593,1187.0,high
1151,1.0540078,21.0,medium
1152,1.3597765,14.0,medium
1153,1.5293344,2.0,low
1154,1.7591311,1.0,low
1155,0.6038773,13.0,medium
1156,2.5574467,306.0,high
1157,2.5097373,363.0,high
1158,2.0040808,1.0,low
1159,2.0433335,1.0,low
1160,1.2999679,6.0,low
1161,1.9781616,106.0,medium
1162,1.7803329,3.0,low
1163,1.4060798,9.0,low
1164,1.2337519,41.0,medium
1165,0.67112714,18.0,medium
1166,1.2911049,29.0,medium
1167,2.782343,495.0,high
1168,2.1835575,125.0,medium
1169,1.6828033,1.0,low
1170,1.4375173,7.0,low
1171,1.5399299,37.0,medium
1172,2.3553562,315.0,high
1173,2.1363988,150.0,medium
1174,1.3096483,15.0,medium
1175,1.8340935,73.0,medium
1176,2.4943168,419.0,high
1177,2.153999,262.0,high
1178,2.5081165,325.0,high
1179,1.4591787,58.0,medium
1180,2.506038,246.0,high
1181,2.1268816,173.0,medium
1182,1.2628871,7.0,low
1183,2.4714406,248.0,high
1184,0.6562025,13.0,medium
1185,0.633652,19.0,medium
1186,2.0104346,68.0,medium
1187,2.2927628,179.0,medium
1188,1.2536741,29.0,medium
1189,3.3252711,821.0,high
1190,2.6281793,365.0,high
1191,3.338971,968.0,high
1192,1.6351076,35.0,medium
1193,2.0219884,1.0,low
1194,1.9527888,126.0,medium
1195,1.8451627,73.0,medium
1196,1.3000789,27.0,medium
1197,1.931809,1.0,low
1198,1.1789863,40.0,medium
1199,1.0397596,44.0,medium
1200,2.2280624,124.0,medium
1201,1.494459,4.0,low
1202,3.1392767,610.0,high
1203,2.4471445,293.0,high
1204,2.8739161,501.0,high
1205,1.926384,149.0,medium
1206,3.6275754,992.0,high
1207,2.7740068,394.0,high
1208,3.219706,682.0,high
1209,2.266418,295.0,high
1210,2.3896205,280.0,high
1211,1.8234342,106.0,medium
1212,2.6347017,451.0,high
1213,1.0941954,23.0,medium
1214,1.5911001,29.0,medium
1215,1.6225156,4.0,low
1216,2.255847,208.0,medium
1217,3.719264,1249.0,high
1218,1.5880485,54.0,medium
1219,1.3748026,11.0,medium
1220,1.330074,44.0,medium
1221,2.4912074,362.0,high
1222,2.1143682,151.0,medium
1223,3.4316914,871.0,high
1224,3.3543322,1053.0,high
1225,1.5983847,127.0,medium
1226,2.824064,678.0,high
1227,0.9864846,38.0,medium
1228,1.4563525,23.0,medium
1229,1.1802744,33.0,medium
1230,1.3353636,80.0,medium
1231,0.9387232,29.0,medium
1232,1.9783615,181.0,medium
1233,1.5055631,14.0,medium
1234,3.000927,513.0,high
1235,2.820958,632.0,high
1236,1.8156376,128.0,medium
1237,1.1606869,22.0,medium
1238,2.179215,274.0,high
1239,0.9952816,15.0,medium
1240,1.0664419,20.0,medium
1241,1.4942747,100.0,medium
1242,1.3234487,21.0,medium
1243,1.8181767,135.0,medium
1244,1.2431953,11.0,medium
1245,1.6255422,94.0,medium
1246,1.0836434,5.0,low
1247,0.6388899,8.0,low
1248,1.5391142,80.0,medium
1249,1.7042145,10.0,medium
1250,1.3096948,70.0,medium
1251,1.5786875,4.0,low
1252,1.0703866,7.0,low
1253,1.2088332,20.0,medium
1254,1.7743143,136.0,medium
1255,1.5795996,36.0,medium
1256,1.222767,23.0,medium
1257,2.1583118,1.0,low
1258,2.0198252,2.0,low
1259,1.4473994,2.0,low
1260,1.0146644,7.0,low
1261,1.9198626,76.0,medium
1262,1.3063016,7.0,low
1263,0.6117098,13.0,medium
1264,2.1952586,235.0,medium
1265,0.615519,23.0,medium
1266,1.0827366,4.0,low
1267,1.4348619,18.0,medium
1268,2.1477957,149.0,medium
1269,0.8249096,22.0,medium
1270,2.5129418,359.0,high
1271,1.3505826,10.0,medium
1272,1.5846673,24.0,medium
1273,1.1302536,34.0,medium
1274,1.6642848,3.0,low
1275,1.2792399,13.0,medium
1276,1.8664637,84.0,medium
1277,0.9455143,8.0,low
1278,1.8911797,176.0,medium
1279,1.5654477,24.0,medium
1280,1.5409402,44.0,medium
1281,1.0807763,12.0,medium
1282,1.4507324,78.0,medium
1283,1.1442162,65.0,medium
1284,2.7264807,472.0,high
1285,0.972152,39.0,medium
1286,1.8330592,1.0,low
1287,2.0207644,3.0,low
1288,0.7653577,19.0,medium
1289,0.44721386,13.0,medium
1290,1.8320547,25.0,medium
1291,0.8434306,31.0,medium
1292,2.2073083,262.0,high
1293,0.93945175,13.0,medium
1294,2.4241986,226.0,medium
1295,1.4602518,109.0,medium
1296,0.8372121,29.0,medium
1297,1.1160618,40.0,medium
1298,1.6563768,78.0,medium
1299,2.606577,337.0,high
1300,1.539237,2.0,low
1301,1.2870921,57.0,medium
1302,1.4439381,68.0,medium
1303,1.1139627,8.0,low
1304,1.8965043,1.0,low
1305,0.9017433,10.0,medium
1306,2.0482433,2.0,low
1307,1.8732018,1.0,low
1308,0.87091094,9.0,low
1309,1.8688219,7.0,low
1310,1.3141612,48.0,medium
1311,1.3238511,42.0,medium
1312,3.1151996,759.0,high
1313,1.4056503,3.0,low
1314,1.2122066,6.0,low
1315,0.91860926,15.0,medium
1316,1.2991172,8.0,low
1317,0.8450273,22.0,medium
1318,1.2378893,16.0,medium
1319,1.400531,13.0,medium
1320,1.0175418,14.0,medium
1321,2.3254433,246.0,high
1322,1.8383112,1.0,low
1323,1.4230165,29.0,medium
1324,1.1050277,32.0,medium
1325,3.0805387,757.0,high
1326,1.9572257,174.0,medium
1327,1.6907215,2.0,low
1328,1.5196319,2.0,low
1329,1.8339354,1.0,low
1330,0.82054263,14.0,medium
1331,1.0064795,6.0,low
1332,0.9584794,13.0,medium
1333,3.3498387,822.0,high
1334,1.3248848,14.0,medium
1335,1.2056881,5.0,low
1336,1.261211,19.0,medium
1337,1.6146188,4.0,low
1338,1.5231295,58.0,medium
1339,2.3930175,285.0,high
1340,1.4366035,3.0,low
1341,1.4568355,74.0,medium
1342,1.8448935,135.0,medium
1343,1.4872729,4.0,low
1344,2.7462418,410.0,high
1345,1.5191747,52.0,medium
1346,1.2650601,31.0,medium
1347,0.83205444,17.0,medium
1348,1.1586739,5.0,low
1349,0.8534207,14.0,medium
1350,0.9620716,9.0,low
1351,2.7416232,405.0,high
1352,1.9169629,1.0,low
1353,1.4970596,78.0,medium
1354,1.9417338,1.0,low
1355,1.5445185,16.0,medium
1356,1.9158729,1.0,low
1357,1.752048,84.0,medium
1358,1.2708415,21.0,medium
1359,0.8061349,24.0,medium
1360,0.8919299,5.0,low
1361,2.2484908,205.0,medium
1362,1.4962444,3.0,low
1363,2.9416668,398.0,high
1364,1.3360704,11.0,medium
1365,1.5143524,34.0,medium
1366,1.6592404,12.0,medium
1367,3.1244826,723.0,high
1368,1.6235268,4.0,low
1369,1.4236075,8.0,low
1370,3.973021,1610.0,high
1371,1.1323308,16.0,medium
1372,1.4139944,23.0,medium
1373,1.4226038,6.0,low
1374,3.1586356,870.0,high
1375,1.1382084,13.0,medium
1376,2.1927464,201.0,medium
1377,2.343882,275.0,high
1378,2.1038158,114.0,medium
1379,2.075142,225.0,medium
1380,1.7893127,93.0,medium
1381,1.8998687,100.0,medium
1382,1.6583548,22.0,medium
1383,1.4956408,31.0,medium
1384,2.2702177,200.0,medium
1385,1.8832493,3.0,low
1386,1.2273774,19.0,medium
1387,2.624397,388.0,high
1388,0.77888936,16.0,medium
1389,1.4498454,6.0,low
1390,0.9682313,23.0,medium
1391,0.9280534,16.0,medium
1392,1.7153425,4.0,low
1393,1.5723422,90.0,medium
1394,1.4969908,16.0,medium
1395,1.0561837,17.0,medium
1396,1.3388381,18.0,medium
1397,3.1277685,618.0,high
1398,0.7706231,10.0,medium
1399,3.6926558,1276.0,high
1400,1.870098,113.0,medium
1401,1.0004045,26.0,medium
1402,0.82370263,9.0,low
1403,2.0549748,187.0,medium
1404,1.6080639,127.0,medium
1405,1.9462266,132.0,medium
1406,4.1718235,1840.0,high
1407,1.8954842,176.0,medium
1408,2.0673614,178.0,medium
1409,1.0690694,36.0,medium
1410,1.5570176,12.0,medium
1411,1.2894027,16.0,medium
1412,2.9076934,625.0,high
1413,1.4158552,17.0,medium
1414,1.5627781,97.0,medium
1415,1.1689081,31.0,medium
1416,0.8002071,28.0,medium
1417,1.39936,3.0,low
1418,1.9456674,157.0,medium
1419,2.7142305,338.0,high
1420,1.9242622,1.0,low
1421,3.0395224,643.0,high
1422,0.99456704,17.0,medium
1423,3.2617283,828.0,high
1424,0.920662,25.0,medium
1425,2.2117076,187.0,medium
1426,2.1084723,102.0,medium
1427,2.662202,406.0,high
1428,1.0109818,22.0,medium
1429,0.9709491,20.0,medium
1430,1.7356459,108.0,medium
1431,2.0728867,126.0,medium
1432,1.5816085,24.0,medium
1433,1.1311265,6.0,low
1434,2.0468214,1.0,low
1435,3.0219698,658.0,high
1436,1.2801716,45.0,medium
1437,1.349595,13.0,medium
1438,1.6005454,6.0,low
1439,1.2037797,10.0,medium
1440,1.2085711,50.0,medium
1441,1.6090033,3.0,low
1442,1.5964358,95.0,medium
1443,1.0674419,31.0,medium
1444,1.2951989,5.0,low
1445,2.6800172,500.0,high
1446,1.7872058,4.0,low
1447,1.2290711,48.0,medium
1448,0.9408515,6.0,low
1449,1.0317054,27.0,medium
1450,1.1363516,7.0,low
1451,1.0499203,19.0,medium
1452,1.2248405,46.0,medium
1453,1.0798053,9.0,low
1454,2.0924392,178.0,medium
1455,3.1970184,721.0,high
1456,3.1672432,789.0,high
1457,1.6559851,2.0,low
1458,2.9002917,476.0,high
1459,0.5381042,10.0,medium
1460,2.1922233,308.0,high
1461,1.9175867,1.0,low
1462,2.5255203,311.0,high
1463,2.00677,11.0,medium
1464,3.0476308,675.0,high
1465,2.1324868,142.0,medium
1466,1.5197154,35.0,medium
1467,1.3078322,4.0,low
1468,1.1571075,39.0,medium
1469,1.9964488,109.0,medium
1470,2.0149403,160.0,medium
1471,1.4764478,91.0,medium
1472,2.4712105,251.0,high
1473,1.2845359,5.0,low
1474,1.9376115,218.0,medium
1475,2.2600086,293.0,high
1476,1.2349181,20.0,medium
1477,1.0416734,17.0,medium
1478,1.7721993,86.0,medium
1479,1.5659018,140.0,medium
1480,1.8895533,57.0,medium
1481,1.6587875,19.0,medium
1482,3.7820044,1234.0,high
1483,1.8154294,19.0,medium
1484,1.9641614,271.0,high
1485,1.4492868,81.0,medium
1486,1.1158906,6.0,low
1487,2.0136578,155.0,medium
1488,2.057765,1.0,low
1489,2.7107446,274.0,high
1490,3.354291,875.0,high
1491,2.6888113,426.0,high
1492,1.0987521,15.0,medium
1493,0.93865263,45.0,medium
1494,1.6373583,89.0,medium
1495,1.3637058,9.0,low
1496,2.7683506,450.0,high
1497,1.6593101,116.0,medium
1498,1.7688091,6.0,low
1499,2.9883447,669.0,high
1500,1.2664243,24.0,medium
1501,2.2209046,140.0,medium
1502,1.6768502,98.0,medium
1503,1.8197005,3.0,low
1504,1.3661221,3.0,low
1505,1.2314564,7.0,low
1506,1.6679186,19.0,medium
1507,1.323772,15.0,medium
1508,2.5887952,466.0,high
1509,2.9380493,561.0,high
1510,1.1634084,5.0,low
1511,1.1206471,10.0,medium
1512,1.5608536,37.0,medium
1513,1.8791646,84.0,medium
1514,1.976239,177.0,medium
1515,0.71697646,18.0,medium
1516,1.2949907,12.0,medium
1517,1.3095123,56.0,medium
1518,1.4388025,41.0,medium
1519,0.990672,12.0,medium
1520,1.5801393,55.0,medium
1521,1.1713796,8.0,low
1522,1.8565755,116.0,medium
1523,0.84435356,10.0,medium
1524,1.5933466,11.0,medium
1525,1.1490562,40.0,medium
1526,2.1342614,1.0,low
1527,3.0132062,484.0,high
1528,1.8550798,112.0,medium
1529,1.2272316,4.0,low
1530,1.959533,1.0,low
1531,1.2575206,74.0,medium
1532,3.5595727,1026.0,high
1533,1.4698547,84.0,medium
1534,2.4579284,,
1535,1.5360101,64.0,medium
1536,0.5539735,16.0,medium
1537,2.2473984,165.0,medium
1538,1.1096869,4.0,low
1539,1.7973282,80.0,medium
1540,1.5243887,2.0,low
1541,1.8353398,2.0,low
1542,1.617481,127.0,medium
1543,1.0129952,10.0,medium
1544,1.6168386,103.0,medium
1545,1.9644849,140.0,medium
1546,0.8565289,35.0,medium
1547,2.3761075,315.0,high
1548,1.368691,56.0,medium
1549,0.93241346,7.0,low
1550,1.3935337,25.0,medium
1551,1.9875915,191.0,medium
1552,1.3731173,10.0,medium
1553,0.85964626,19.0,medium
1554,1.0898745,10.0,medium
1555,1.1223361,35.0,medium
1556,1.3246468,3.0,low
1557,1.8353448,80.0,medium
1558,1.8802851,2.0,low
1559,1.0420936,45.0,medium
1560,1.3441631,6.0,low
1561,1.8480881,1.0,low
1562,1.4921839,74.0,medium
1563,0.8660438,11.0,medium
1564,1.9909116,1.0,low
1565,2.1933713,139.0,medium
1566,2.0272002,1.0,low
1567,1.821886,79.0,medium
1568,2.5918348,356.0,high
1569,2.048712,164.0,medium
1570,1.5180087,68.0,medium
1571,1.4037286,16.0,medium
1572,1.2930567,5.0,low
1573,1.341,75.0,medium
1574,0.8453419,25.0,medium
1575,1.8417369,2.0,low
1576,1.3450603,20.0,medium
1577,1.9709892,188.0,medium
1578,1.1760563,8.0,low
1579,1.332971,62.0,medium
1580,1.9106772,1.0,low
1581,1.3262324,4.0,low
1582,1.5772084,2.0,low
1583,1.9624224,1.0,low
1584,1.5416389,10.0,medium
1585,1.3453951,21.0,medium
1586,1.0256141,27.0,medium
1587,1.0678499,7.0,low
1588,1.5457472,78.0,medium
1589,1.5650455,18.0,medium
1590,1.3168297,31.0,medium
1591,2.2227392,1.0,low
1592,1.473299,17.0,medium
1593,1.5342755,19.0,medium
1594,1.4048051,3.0,low
1595,1.3284638,31.0,medium
1596,1.6877173,78.0,medium
1597,1.4517051,6.0,low
1598,1.8948784,6.0,low
1599,1.0858774,40.0,medium
1600,1.7550669,3.0,low
1601,1.3709017,4.0,low
1602,1.8265378,162.0,medium
1603,0.99450177,12.0,medium
1604,1.5863295,74.0,medium
1605,2.5165396,355.0,high
1606,1.8411345,1.0,low
1607,2.0445366,1.0,low
1608,1.2529502,14.0,medium
1609,1.0787048,12.0,medium
1610,1.3044547,16.0,medium
1611,1.9895469,79.0,medium
1612,2.3700376,345.0,high
1613,1.9652131,152.0,medium
1614,2.630647,385.0,high
1615,1.8936844,1.0,low
1616,1.643499,13.0,medium
1617,2.2182317,123.0,medium
1618,1.2243042,36.0,medium
1619,1.8880883,1.0,low
1620,1.8848742,1.0,low
1621,2.0878127,176.0,medium
1622,1.3706925,14.0,medium
1623,2.0241065,126.0,medium
1624,2.0359905,124.0,medium
1625,1.2043967,13.0,medium
1626,1.6170374,73.0,medium
1627,0.95344234,9.0,low
1628,1.0372491,5.0,low
1629,1.4809716,46.0,medium
1630,1.651028,3.0,low
1631,1.2898868,12.0,medium
1632,1.634331,2.0,low
1633,1.7030191,59.0,medium
1634,0.833966,11.0,medium
1635,2.4587023,314.0,high
1636,2.6578982,500.0,high
1637,0.8739564,27.0,medium
1638,2.144788,156.0,medium
1639,2.8746345,579.0,high
1640,1.789813,114.0,medium
1641,2.260838,246.0,high
1642,1.9449705,1.0,low
1643,2.2842987,203.0,medium
1644,3.1812284,482.0,high
1645,2.5705605,267.0,high
1646,1.2622215,46.0,medium
1647,1.78188,94.0,medium
1648,2.6422338,400.0,high
1649,1.0996543,25.0,medium
1650,3.4271278,961.0,high
1651,1.5484372,79.0,medium
1652,1.3202347,31.0,medium
1653,1.4040636,13.0,medium
1654,2.1069794,212.0,medium
1655,1.1350814,13.0,medium
1656,1.7132874,54.0,medium
1657,1.1936786,3.0,low
1658,2.1284933,175.0,medium
1659,1.240759,18.0,medium
1660,1.2369905,10.0,medium
1661,1.5527848,62.0,medium
1662,1.947765,85.0,medium
1663,1.6971703,58.0,medium
1664,1.6052341,42.0,medium
1665,1.9007165,86.0,medium
1666,2.3595676,176.0,medium
1667,1.7067266,68.0,medium
1668,1.6588839,72.0,medium
1669,1.8443261,92.0,medium
1670,0.6174638,27.0,medium
1671,2.5713985,277.0,high
1672,2.7709053,424.0,high
1673,2.0400372,155.0,medium
1674,3.0353777,564.0,high
1675,2.0005515,131.0,medium
1676,2.1920347,180.0,medium
1677,2.554261,280.0,high
1678,1.8495432,129.0,medium
1679,3.0305288,503.0,high
1680,3.1925051,672.0,high
1681,3.0688546,788.0,high
1682,2.2623608,290.0,high
1683,2.5243268,363.0,high
1684,2.639191,411.0,high
1685,2.2974162,289.0,high
1686,2.5703254,365.0,high
1687,2.5628345,463.0,high
1688,3.3158581,1015.0,high
1689,2.726589,440.0,high
1690,2.0709505,191.0,medium
1691,2.3481529,204.0,medium
1692,2.8257852,448.0,high
1693,1.852949,113.0,medium
1694,2.4038053,311.0,high
1695,3.3571436,1059.0,high
1696,1.6201452,46.0,medium
1697,1.8201576,71.0,medium
1698,1.3436204,28.0,medium
1699,1.501638,17.0,medium
1700,1.6914238,25.0,medium
1701,2.0577374,105.0,medium
1702,1.8790916,29.0,medium
1703,1.8523598,19.0,medium
1704,1.8969703,26.0,medium
1705,2.2070003,15.0,medium
1706,2.0445886,16.0,medium
1707,2.3752692,15.0,medium
1708,2.428165,10.0,medium
1709,2.6476817,317.0,high
1710,1.7551363,48.0,medium
1711,1.7106625,15.0,medium
1712,1.9944392,30.0,medium
1713,2.144357,15.0,medium
1714,1.6621842,10.0,medium
1715,1.3980389,5.0,low
1716,1.9060295,2.0,low
1717,1.9760652,59.0,medium
1718,1.9991949,15.0,medium
1719,2.3034608,8.0,low
1720,2.716778,476.0,high
1721,1.382851,24.0,medium
1722,1.7457502,9.0,low
1723,3.0476387,625.0,high
1724,1.3706797,7.0,low
1725,1.4634734,33.0,medium
1726,3.6462412,1143.0,high
1727,2.893184,562.0,high
1728,2.6871378,323.0,high
1729,2.4696198,313.0,high
1730,1.7742795,75.0,medium
1731,2.5658937,378.0,high
1732,2.876172,541.0,high
1733,0.8172758,9.0,low
1734,1.434092,3.0,low
1735,2.2655447,215.0,medium
1736,2.575346,288.0,high
1737,2.7745364,524.0,high
1738,2.580274,446.0,high
1739,2.3058655,305.0,high
1740,1.3950062,66.0,medium
1741,2.132369,186.0,medium
1742,1.2520877,21.0,medium
1743,1.2074219,41.0,medium
1744,2.5341737,356.0,high
1745,3.0218098,559.0,high
1746,2.8312368,563.0,high
1747,2.6237955,375.0,high
1748,1.6899897,144.0,medium
1749,2.4036357,352.0,high
1750,1.1659262,64.0,medium
1751,1.3988658,91.0,medium
1752,1.5484793,31.0,medium
1753,0.9277533,21.0,medium
1754,4.343033,2229.0,high
1755,1.2319992,49.0,medium
1756,1.1432598,11.0,medium
1757,1.2417902,10.0,medium
1758,1.4686433,76.0,medium
1759,1.3926543,68.0,medium
1760,1.1521116,19.0,medium
1761,1.6815598,11.0,medium
1762,0.98073757,29.0,medium
1763,1.4131727,50.0,medium
1764,1.3502488,39.0,medium
1765,0.8500507,30.0,medium
1766,1.7316662,40.0,medium
1767,1.4645325,63.0,medium
1768,1.084487,6.0,low
1769,1.0509152,26.0,medium
1770,2.3048582,266.0,high
1771,1.4778234,7.0,low
1772,1.4522774,66.0,medium
1773,1.2568061,17.0,medium
1774,1.5059801,23.0,medium
1775,1.0688921,18.0,medium
1776,1.7159948,60.0,medium
1777,1.688323,42.0,medium
1778,2.3316119,264.0,high
1779,1.3923671,7.0,low
1780,1.1687552,10.0,medium
1781,1.1509112,42.0,medium
1782,2.73797,456.0,high
1783,1.9960464,122.0,medium
1784,1.4288216,60.0,medium
1785,1.3580668,3.0,low
1786,1.4422876,27.0,medium
1787,2.0145874,2.0,low
1788,2.9461405,616.0,high
1789,2.2549343,265.0,high
1790,2.0680077,81.0,medium
1791,2.6380029,411.0,high
1792,1.9202695,86.0,medium
1793,1.7082298,85.0,medium
1794,2.0353525,175.0,medium
1795,1.6463543,117.0,medium
1796,1.4349834,88.0,medium
1797,0.8433711,39.0,medium
1798,1.0524056,11.0,medium
1799,1.5494214,48.0,medium
1800,2.6242423,422.0,high
1801,1.4075387,82.0,medium
1802,2.7390873,439.0,high
1803,1.361474,8.0,low
1804,3.0758247,576.0,high
1805,3.1442647,646.0,high
1806,2.0398126,99.0,medium
1807,2.0306935,147.0,medium
1808,1.2530438,34.0,medium
1809,2.6449273,324.0,high
1810,0.8277869,16.0,medium
1811,2.7191734,364.0,high
1812,1.4209414,87.0,medium
1813,1.8073424,91.0,medium
1814,1.9409113,129.0,medium
1815,1.331584,60.0,medium
1816,1.4317462,18.0,medium
1817,1.278591,79.0,medium
1818,2.2714818,256.0,high
1819,1.0201669,32.0,medium
1820,2.5388956,308.0,high
1821,1.69768,107.0,medium
1822,1.4099087,28.0,medium
1823,1.8082955,135.0,medium
1824,2.8003924,541.0,high
1825,1.0751815,9.0,low
1826,1.6214659,90.0,medium
1827,1.3470536,15.0,medium
1828,0.75324285,21.0,medium
1829,2.650774,428.0,high
1830,1.4056927,79.0,medium
1831,1.9678469,49.0,medium
1832,2.6553226,505.0,high
1833,2.3161654,365.0,high
1834,1.7031978,148.0,medium
1835,1.6277771,126.0,medium
1836,2.025896,182.0,medium
1837,1.524402,10.0,medium
1838,1.7402725,153.0,medium
1839,3.0793412,658.0,high
1840,2.0921462,203.0,medium
1841,2.0297966,175.0,medium
1842,2.0432503,218.0,medium
1843,1.4114095,19.0,medium
1844,1.5805409,69.0,medium
1845,1.4604051,56.0,medium
1846,1.5605601,48.0,medium
1847,1.4143913,58.0,medium
1848,2.1258578,262.0,high
1849,2.5524018,257.0,high
1850,1.7398485,110.0,medium
1851,1.946969,2.0,low
1852,0.86869276,12.0,medium
1853,1.901027,6.0,low
1854,2.2832808,202.0,medium
1855,1.3092444,17.0,medium
1856,2.2912006,224.0,medium
1857,2.0665677,220.0,medium
1858,2.3083282,241.0,high
1859,1.6138573,87.0,medium
1860,1.4462692,76.0,medium
1861,2.413215,331.0,high
1862,1.9246273,198.0,medium
1863,2.1392715,243.0,high
1864,2.500324,405.0,high
1865,2.1915624,194.0,medium
