user_idx,embedding_norm,degree,degree_group
961,1.7106507,36.0,medium
962,2.3777597,217.0,high
963,1.9932563,45.0,medium
964,2.0229716,60.0,medium
965,2.3529944,92.0,medium
966,1.8395085,49.0,medium
967,1.9512478,48.0,medium
968,1.4734193,20.0,low
969,2.5007691,214.0,high
970,2.206607,99.0,medium
971,1.5614978,17.0,low
972,1.9623309,105.0,medium
973,1.3783723,37.0,medium
974,1.6065536,180.0,high
975,1.3331898,19.0,low
976,2.231334,148.0,high
977,1.5739188,32.0,medium
978,1.7637285,51.0,medium
979,1.5611013,58.0,medium
980,2.0175128,105.0,medium
981,1.8238221,38.0,medium
982,1.7636575,54.0,medium
983,2.4038477,405.0,high
984,2.2259004,124.0,medium
985,1.0188271,12.0,low
986,1.7322917,134.0,medium
987,1.9303437,53.0,medium
988,1.9566652,40.0,medium
989,1.7430954,54.0,medium
990,1.912575,31.0,medium
991,1.2734141,15.0,low
992,0.9564227,24.0,medium
993,1.7689347,31.0,medium
994,1.8228987,28.0,medium
995,2.3151782,225.0,high
996,1.5449759,20.0,low
997,2.1263304,115.0,medium
998,2.1260028,165.0,high
999,2.0312545,67.0,medium
1000,2.5540593,244.0,high
1001,1.9900358,51.0,medium
1002,1.5903941,20.0,low
1003,2.1692047,198.0,high
1004,1.8952836,72.0,medium
1005,1.4738286,17.0,low
1006,1.7908148,23.0,medium
1007,1.8500909,34.0,medium
1008,1.403548,32.0,medium
1009,2.0432243,218.0,high
1010,1.5104623,22.0,medium
1011,1.4864252,24.0,medium
1012,1.5620686,30.0,medium
1013,1.5424693,19.0,low
1014,2.4120185,792.0,high
1015,1.8361179,100.0,medium
1016,2.3979952,225.0,high
1017,2.2361271,90.0,medium
1018,2.2652361,381.0,high
1019,1.5056527,66.0,medium
1020,1.9255264,120.0,medium
1021,1.850705,83.0,medium
1022,1.6436045,31.0,medium
1023,1.7990875,23.0,medium
1024,1.6299466,21.0,low
1025,1.4330401,28.0,medium
1026,1.7144574,27.0,medium
1027,1.7596036,43.0,medium
1028,1.8087926,103.0,medium
1029,2.4170828,100.0,medium
1030,2.6114256,130.0,medium
1031,1.7395537,74.0,medium
1032,1.6590693,88.0,medium
1033,2.266548,196.0,high
1034,1.8410896,56.0,medium
1035,1.7497073,40.0,medium
1036,1.4537427,20.0,low
1037,1.869261,108.0,medium
1038,1.3332807,9.0,low
1039,2.3432887,227.0,high
1040,1.9847728,74.0,medium
1041,1.3399844,9.0,low
1042,1.5964631,23.0,medium
1043,2.0320938,96.0,medium
1044,1.450097,20.0,low
1045,1.4113348,15.0,low
1046,1.6903273,52.0,medium
1047,1.9445813,31.0,medium
1048,1.3217913,20.0,low
1049,2.1424656,135.0,medium
1050,2.3739653,497.0,high
1051,2.0185144,56.0,medium
1052,2.1146429,159.0,high
1053,2.260241,93.0,medium
1054,1.6999213,39.0,medium
1055,2.15003,38.0,medium
1056,1.7798488,104.0,medium
1057,2.2633553,240.0,high
1058,1.9838524,152.0,high
1059,1.7972729,35.0,medium
1060,1.911997,37.0,medium
1061,2.254906,183.0,high
1062,1.5459518,80.0,medium
1063,1.7911478,69.0,medium
1064,1.8700545,50.0,medium
1065,1.9374769,72.0,medium
1066,1.8200117,72.0,medium
1067,1.8450887,319.0,high
1068,2.6548016,236.0,high
1069,1.16795,11.0,low
1070,1.3751993,121.0,medium
1071,2.0840032,87.0,medium
1072,1.9160553,85.0,medium
1073,1.9491249,100.0,medium
1074,1.8279055,29.0,medium
1075,1.6547363,20.0,low
1076,2.5801446,229.0,high
1077,2.0578427,93.0,medium
1078,2.0715394,71.0,medium
1079,1.2786521,35.0,medium
1080,1.705019,26.0,medium
1081,1.7652136,47.0,medium
1082,0.9379189,10.0,low
1083,2.0162256,61.0,medium
1084,1.5570178,19.0,low
1085,2.4152172,232.0,high
1086,2.0700405,259.0,high
1087,2.2232425,602.0,high
1088,1.8450519,55.0,medium
1089,1.7397075,30.0,medium
1090,0.95669043,3.0,low
1091,1.7786442,38.0,medium
1092,2.0150278,36.0,medium
1093,1.8484703,93.0,medium
1094,1.8425219,27.0,medium
1095,1.6543425,67.0,medium
1096,2.0707688,95.0,medium
1097,1.2378833,23.0,medium
1098,2.0857089,103.0,medium
1099,1.9201057,104.0,medium
1100,1.8262762,258.0,high
1101,0.8928784,7.0,low
1102,1.5950382,32.0,medium
1103,1.7871354,31.0,medium
1104,2.025824,113.0,medium
1105,1.5780948,36.0,medium
1106,2.1064446,45.0,medium
1107,1.4692671,33.0,medium
1108,1.7340469,73.0,medium
1109,1.6788089,38.0,medium
1110,1.3725439,22.0,medium
1111,2.3479934,353.0,high
1112,2.050192,244.0,high
1113,2.0132072,72.0,medium
1114,1.7069845,41.0,medium
1115,1.9597943,98.0,medium
1116,2.2699032,517.0,high
1117,1.3938603,16.0,low
1118,1.9182591,274.0,high
1119,2.3212907,490.0,high
1120,1.9580573,224.0,high
1121,1.6889952,46.0,medium
1122,1.2947075,10.0,low
1123,1.8358455,231.0,high
1124,1.991446,219.0,high
1125,1.1139376,11.0,low
1126,1.6126236,56.0,medium
1127,2.0245965,222.0,high
1128,1.9152827,84.0,medium
1129,2.1541297,198.0,high
1130,2.1878235,100.0,medium
1131,2.354508,137.0,medium
1132,1.7759769,82.0,medium
1133,2.0633311,125.0,medium
1134,2.00979,111.0,medium
1135,1.7323173,24.0,medium
1136,1.8640391,350.0,high
1137,1.7716256,55.0,medium
1138,2.004151,122.0,medium
1139,2.3953445,223.0,high
1140,1.889317,235.0,high
1141,1.9939116,132.0,medium
1142,1.7510667,47.0,medium
1143,1.3939819,12.0,low
1144,1.6254656,27.0,medium
1145,2.1349683,90.0,medium
1146,2.4988317,170.0,high
1147,1.7861196,38.0,medium
1148,1.8557352,38.0,medium
1149,2.254476,266.0,high
1150,2.072349,204.0,high
1151,1.5924692,35.0,medium
1152,1.7133347,24.0,medium
1153,1.5377522,10.0,low
1154,1.8838158,73.0,medium
1155,1.8993546,33.0,medium
1156,1.6014379,16.0,low
1157,1.9607203,33.0,medium
1158,1.722352,19.0,low
1159,1.7002466,24.0,medium
1160,1.6652766,60.0,medium
1161,2.0296245,83.0,medium
1162,1.942311,39.0,medium
1163,2.2824948,239.0,high
1164,2.0156932,78.0,medium
1165,1.582057,13.0,low
1166,1.8910072,30.0,medium
1167,2.1425998,119.0,medium
1168,1.400347,36.0,medium
1169,2.1016507,189.0,high
1170,1.6470582,22.0,medium
1171,2.4283154,240.0,high
1172,2.0348375,123.0,medium
1173,1.2233466,7.0,low
1174,2.3754764,55.0,medium
1175,2.378914,98.0,medium
1176,2.1462538,55.0,medium
1177,1.4006715,17.0,low
1178,2.083057,136.0,medium
1179,1.632278,33.0,medium
1180,1.6170033,299.0,high
1181,2.188012,173.0,high
1182,2.1270428,109.0,medium
1183,2.3325088,126.0,medium
1184,1.2513375,53.0,medium
1185,2.1353498,175.0,high
1186,1.7287108,13.0,low
1187,1.7186139,24.0,medium
1188,1.4921411,14.0,low
1189,1.6905601,19.0,low
1190,2.2643623,85.0,medium
1191,1.7135301,25.0,medium
1192,1.8966477,71.0,medium
1193,2.009027,301.0,high
1194,1.9469615,59.0,medium
1195,1.963964,82.0,medium
1196,1.5664148,18.0,low
1197,1.78061,60.0,medium
1198,2.1627975,107.0,medium
1199,1.677953,14.0,low
1200,1.8359662,35.0,medium
1201,2.068506,296.0,high
1202,2.4360356,455.0,high
1203,1.9094591,66.0,medium
1204,1.9848074,55.0,medium
1205,2.0890656,78.0,medium
1206,1.6906976,94.0,medium
1207,1.6411738,38.0,medium
1208,1.8309617,104.0,medium
1209,1.7793262,25.0,medium
1210,2.1567159,257.0,high
1211,1.8359574,43.0,medium
1212,1.6048285,16.0,low
1213,1.7431637,13.0,low
1214,2.0765982,80.0,medium
1215,2.1416419,127.0,medium
1216,1.8797671,42.0,medium
1217,1.6173357,129.0,medium
1218,1.7980359,121.0,medium
1219,2.04603,96.0,medium
1220,2.1854732,156.0,high
1221,1.4956354,24.0,medium
1222,1.8693715,101.0,medium
1223,2.2920222,424.0,high
1224,1.5788028,18.0,low
1225,1.0948867,6.0,low
1226,2.4408581,103.0,medium
1227,1.8787729,168.0,high
1228,1.4424201,20.0,low
1229,2.307552,195.0,high
1230,1.9299929,75.0,medium
1231,2.430084,115.0,medium
1232,1.5016253,38.0,medium
1233,1.4856707,20.0,low
1234,1.7075386,27.0,medium
1235,1.2917516,8.0,low
1236,1.6235315,17.0,low
1237,1.5020844,26.0,medium
1238,1.9579009,63.0,medium
1239,1.4293098,9.0,low
1240,2.0172153,166.0,high
1241,2.4001853,355.0,high
1242,1.9324918,211.0,high
1243,2.0596898,257.0,high
1244,1.8064375,30.0,medium
1245,2.372527,332.0,high
1246,0.9980874,22.0,medium
1247,1.9199405,51.0,medium
1248,1.6595514,16.0,low
1249,1.5226653,12.0,low
1250,1.5888766,25.0,medium
1251,1.6974639,96.0,medium
1252,1.9867922,42.0,medium
1253,1.8830053,82.0,medium
1254,1.9357364,155.0,high
1255,1.7648376,26.0,medium
1256,1.5901625,21.0,low
1257,1.6488023,33.0,medium
1258,1.5026422,40.0,medium
1259,2.2549994,354.0,high
1260,1.6233321,125.0,medium
1261,1.8450732,78.0,medium
1262,2.0758617,122.0,medium
1263,2.3815584,393.0,high
1264,1.6984951,156.0,high
1265,1.85793,368.0,high
1266,1.8507525,91.0,medium
1267,2.1609077,161.0,high
1268,1.626514,22.0,medium
1269,1.2734224,10.0,low
1270,1.8989611,144.0,high
1271,1.9422984,162.0,high
1272,2.6986291,252.0,high
1273,2.4014041,398.0,high
1274,1.3465904,25.0,medium
1275,1.8871244,61.0,medium
1276,1.6863955,17.0,low
1277,1.7821958,47.0,medium
1278,1.6290729,96.0,medium
1279,1.7774763,30.0,medium
1280,1.8949685,68.0,medium
1281,1.5572029,13.0,low
1282,1.7191864,20.0,low
1283,1.8626981,250.0,high
1284,2.458238,798.0,high
1285,1.4016148,35.0,medium
1286,1.7640879,64.0,medium
1287,1.7854164,86.0,medium
1288,1.8197857,29.0,medium
1289,1.7373995,44.0,medium
1290,1.9541873,180.0,high
1291,1.7275988,23.0,medium
1292,1.6978786,32.0,medium
1293,1.9004405,179.0,high
1294,1.31893,18.0,low
1295,2.052816,34.0,medium
1296,1.7973413,259.0,high
1297,1.6074041,465.0,high
1298,2.144643,153.0,high
1299,2.316189,98.0,medium
1300,2.3019042,194.0,high
1301,1.9802096,53.0,medium
1302,2.0932112,327.0,high
1303,1.9762422,57.0,medium
1304,1.776684,18.0,low
1305,1.9021943,365.0,high
1306,1.0513947,18.0,low
1307,1.7486204,48.0,medium
1308,1.4023433,13.0,low
1309,1.5035256,15.0,low
1310,1.908676,99.0,medium
1311,1.7585472,71.0,medium
1312,1.1713814,17.0,low
1313,1.900945,86.0,medium
1314,2.1126606,83.0,medium
1315,1.0579828,14.0,low
1316,1.9617292,522.0,high
1317,0.905393,6.0,low
1318,1.2443354,10.0,low
1319,2.2512138,82.0,medium
1320,1.9106269,76.0,medium
1321,2.488895,290.0,high
1322,2.1849282,94.0,medium
1323,1.9386758,76.0,medium
1324,2.4621117,221.0,high
1325,1.7473547,23.0,medium
1326,1.5551894,40.0,medium
1327,2.1851149,67.0,medium
1328,2.2431874,188.0,high
1329,1.4532745,37.0,medium
1330,1.890867,124.0,medium
1331,1.4911833,15.0,low
1332,2.5668569,341.0,high
1333,1.9320252,41.0,medium
1334,1.9216369,120.0,medium
1335,1.5555701,16.0,low
1336,2.0058992,36.0,medium
1337,1.8085207,106.0,medium
1338,1.7559924,88.0,medium
1339,2.0215294,145.0,high
1340,1.9256016,27.0,medium
1341,1.8072578,30.0,medium
1342,2.1705484,237.0,high
1343,1.9438701,48.0,medium
1344,1.8730781,120.0,medium
1345,1.024761,11.0,low
1346,1.7818545,103.0,medium
1347,1.9600297,98.0,medium
1348,1.853508,38.0,medium
1349,1.9431013,69.0,medium
1350,1.5652571,16.0,low
1351,2.1051044,86.0,medium
1352,1.7826552,22.0,medium
1353,1.9353055,318.0,high
1354,1.8322312,44.0,medium
1355,1.7504156,136.0,medium
1356,2.3470047,55.0,medium
1357,2.1642423,88.0,medium
1358,1.9823785,53.0,medium
1359,1.8847483,56.0,medium
1360,1.9583046,105.0,medium
1361,1.5965427,109.0,medium
1362,1.475028,17.0,low
1363,1.6394668,40.0,medium
1364,1.8417587,36.0,medium
1365,1.7127429,78.0,medium
1366,2.0728927,136.0,medium
1367,1.7177715,29.0,medium
1368,1.9729239,270.0,high
1369,1.586928,61.0,medium
1370,1.3811898,34.0,medium
1371,1.5405825,19.0,low
1372,2.0983117,51.0,medium
1373,2.010124,68.0,medium
1374,1.7310889,43.0,medium
1375,1.8521451,68.0,medium
1376,2.2112823,108.0,medium
1377,2.0205822,51.0,medium
1378,1.5339392,12.0,low
1379,1.8675869,103.0,medium
1380,1.4877095,31.0,medium
1381,1.9074472,28.0,medium
1382,2.3908305,389.0,high
1383,1.3527374,11.0,low
1384,1.2281814,10.0,low
1385,1.6707658,62.0,medium
1386,2.3094237,131.0,medium
1387,1.8853854,37.0,medium
1388,2.4085088,272.0,high
1389,2.1592147,222.0,high
1390,1.8433716,95.0,medium
1391,1.9877746,123.0,medium
1392,1.9484851,85.0,medium
1393,1.1860194,10.0,low
1394,1.985447,207.0,high
1395,1.5577116,122.0,medium
1396,1.5094349,28.0,medium
1397,1.5233873,20.0,low
1398,2.164437,200.0,high
1399,2.0682232,44.0,medium
1400,1.8040068,42.0,medium
1401,1.7668568,37.0,medium
1402,1.6322162,42.0,medium
1403,1.5313323,91.0,medium
1404,1.8799436,32.0,medium
1405,1.3255295,13.0,low
1406,2.2995036,133.0,medium
1407,1.717553,56.0,medium
1408,2.074724,70.0,medium
1409,1.2460707,60.0,medium
1410,1.7953081,35.0,medium
1411,1.4324403,10.0,low
1412,1.7947924,122.0,medium
1413,1.9524074,45.0,medium
1414,1.9606171,105.0,medium
1415,1.2121036,11.0,low
1416,1.2149282,14.0,low
1417,1.9460566,88.0,medium
1418,1.186087,11.0,low
1419,1.9459312,160.0,high
1420,2.0836465,124.0,medium
1421,1.9251235,185.0,high
1422,1.7882712,59.0,medium
1423,1.5905409,19.0,low
1424,1.7796441,471.0,high
1425,2.2180653,193.0,high
1426,1.7745508,89.0,medium
1427,1.4116545,40.0,medium
1428,1.3803123,8.0,low
1429,2.194649,93.0,medium
1430,1.3258957,9.0,low
1431,0.98271364,16.0,low
1432,1.7778424,36.0,medium
1433,2.1818557,74.0,medium
1434,1.4254861,18.0,low
1435,1.7745384,48.0,medium
1436,1.8486995,143.0,high
1437,1.6812384,18.0,low
1438,1.5103884,18.0,low
1439,1.9715092,60.0,medium
1440,2.042853,53.0,medium
1441,1.5936674,73.0,medium
1442,1.7658924,28.0,medium
1443,1.6890669,18.0,low
1444,1.1617622,13.0,low
1445,2.0528967,82.0,medium
1446,1.8797133,446.0,high
1447,2.1157992,679.0,high
1448,2.1883776,350.0,high
1449,1.85968,36.0,medium
1450,1.7566818,534.0,high
1451,1.0502844,14.0,low
1452,1.4572886,11.0,low
1453,1.4231558,11.0,low
1454,1.6909058,35.0,medium
1455,1.5654857,14.0,low
1456,2.03404,225.0,high
1457,2.089187,74.0,medium
1458,1.5240654,14.0,low
1459,1.0929741,11.0,low
1460,1.4211514,26.0,medium
1461,1.4098136,17.0,low
1462,1.6896243,61.0,medium
1463,2.014551,69.0,medium
1464,2.432684,404.0,high
1465,2.235174,147.0,high
1466,1.6795012,42.0,medium
1467,2.0102963,54.0,medium
1468,1.7692902,23.0,medium
1469,1.304521,197.0,high
1470,1.4284692,18.0,low
1471,2.0843725,117.0,medium
1472,1.8450478,71.0,medium
1473,1.6432472,82.0,medium
1474,1.8531001,50.0,medium
1475,1.7001035,44.0,medium
1476,1.3437784,23.0,medium
1477,1.5429842,22.0,medium
1478,1.6389568,20.0,low
1479,1.6041011,17.0,low
1480,1.9994699,90.0,medium
1481,1.495095,22.0,medium
1482,1.6068169,105.0,medium
1483,2.119031,188.0,high
1484,1.4691688,13.0,low
1485,1.6900668,22.0,medium
1486,1.5062099,15.0,low
1487,1.5505211,14.0,low
1488,2.1842027,104.0,medium
1489,2.1968005,148.0,high
1490,2.2172816,115.0,medium
1491,1.8342823,57.0,medium
1492,1.6018659,12.0,low
1493,1.5808289,65.0,medium
1494,1.6552131,44.0,medium
1495,2.106987,158.0,high
1496,2.1198952,135.0,medium
1497,2.0286026,88.0,medium
1498,1.8111584,93.0,medium
1499,2.3790302,78.0,medium
1500,2.712187,387.0,high
1501,2.1389363,147.0,high
1502,2.2806404,144.0,high
1503,1.7449671,19.0,low
1504,2.087357,204.0,high
1505,2.015151,70.0,medium
1506,2.0634696,83.0,medium
1507,1.3604149,10.0,low
1508,1.7829715,104.0,medium
1509,1.5242237,16.0,low
1510,2.165859,70.0,medium
1511,1.6493558,13.0,low
1512,2.3315375,115.0,medium
1513,1.9434296,80.0,medium
1514,1.5150561,16.0,low
1515,2.0870862,113.0,medium
1516,1.8255886,32.0,medium
1517,1.6407987,22.0,medium
1518,1.7568398,47.0,medium
1519,1.4616584,15.0,low
1520,1.5956322,32.0,medium
1521,1.3889289,39.0,medium
1522,2.0423424,56.0,medium
1523,1.8296797,168.0,high
1524,1.9021738,58.0,medium
1525,1.883645,25.0,medium
1526,1.4733086,39.0,medium
1527,1.691217,49.0,medium
1528,1.7570798,17.0,low
1529,2.5715594,291.0,high
1530,1.5024145,17.0,low
1531,2.1092117,93.0,medium
1532,1.4781286,48.0,medium
1533,1.4412574,13.0,low
1534,1.326984,19.0,low
1535,1.7309961,30.0,medium
1536,1.5494922,24.0,medium
1537,1.8466067,68.0,medium
1538,1.7621696,23.0,medium
1539,1.6469603,88.0,medium
1540,1.4874486,19.0,low
1541,2.121196,183.0,high
1542,1.8242915,84.0,medium
1543,2.0739565,105.0,medium
1544,1.9136857,63.0,medium
1545,2.233398,227.0,high
1546,2.0634494,97.0,medium
1547,1.6180481,28.0,medium
1548,1.2855344,11.0,low
1549,1.5240083,18.0,low
1550,1.981035,120.0,medium
1551,1.9382507,163.0,high
1552,1.7864685,24.0,medium
1553,1.6026392,17.0,low
1554,1.6204528,66.0,medium
1555,1.6881478,136.0,medium
1556,1.7674083,41.0,medium
1557,1.3893461,18.0,low
1558,1.2443407,28.0,medium
1559,1.5355929,93.0,medium
1560,1.7522647,118.0,medium
1561,1.503833,9.0,low
1562,1.8812952,54.0,medium
1563,1.691708,41.0,medium
1564,1.9016377,33.0,medium
1565,1.1817998,14.0,low
1566,1.9403461,66.0,medium
1567,1.3187972,20.0,low
1568,2.086548,84.0,medium
1569,1.825283,33.0,medium
1570,1.9145257,113.0,medium
1571,1.515636,17.0,low
1572,1.3285104,16.0,low
1573,1.2484012,27.0,medium
1574,1.8034077,33.0,medium
1575,1.8688053,31.0,medium
1576,1.9786394,97.0,medium
1577,1.4035717,22.0,medium
1578,2.016781,412.0,high
1579,1.527745,17.0,low
1580,1.6463132,16.0,low
1581,1.4197372,10.0,low
1582,1.4789784,30.0,medium
1583,1.8200911,217.0,high
1584,1.9108849,68.0,medium
1585,2.5920327,353.0,high
1586,1.7299631,262.0,high
1587,1.7789413,34.0,medium
1588,1.8538736,58.0,medium
1589,1.6272007,26.0,medium
1590,1.9149164,257.0,high
1591,2.1112206,167.0,high
1592,2.0011463,66.0,medium
1593,2.0374475,87.0,medium
1594,1.9210397,103.0,medium
1595,0.97409195,11.0,low
1596,1.9831918,128.0,medium
1597,2.408551,96.0,medium
1598,1.625061,242.0,high
1599,1.8359782,205.0,high
1600,2.0859952,138.0,medium
1601,1.812473,94.0,medium
1602,1.4372449,38.0,medium
1603,1.8005265,19.0,low
1604,2.3140526,414.0,high
1605,1.8520225,116.0,medium
1606,1.8463956,97.0,medium
1607,1.4982898,17.0,low
1608,2.122807,168.0,high
1609,1.7493416,16.0,low
1610,1.809706,322.0,high
1611,1.9565545,11.0,low
1612,2.4843428,431.0,high
1613,1.2021472,27.0,medium
1614,1.3386956,4.0,low
1615,1.9092695,104.0,medium
1616,2.0777085,96.0,medium
1617,1.8529862,71.0,medium
1618,1.8053634,22.0,medium
1619,1.621897,24.0,medium
1620,1.1969168,4.0,low
1621,1.5364497,13.0,low
1622,2.0221007,56.0,medium
1623,1.9449027,141.0,medium
1624,1.3038154,18.0,low
1625,2.2013657,150.0,high
1626,1.5620223,19.0,low
1627,2.427692,290.0,high
1628,1.9095883,33.0,medium
1629,1.5466235,14.0,low
1630,1.8930758,167.0,high
1631,2.1727638,177.0,high
1632,1.1861532,6.0,low
1633,1.9747204,55.0,medium
1634,2.2727695,504.0,high
1635,1.9878938,56.0,medium
1636,1.6905427,62.0,medium
1637,1.5744756,31.0,medium
1638,2.0084057,365.0,high
1639,1.7685852,26.0,medium
1640,2.1115577,72.0,medium
1641,1.7648114,37.0,medium
1642,1.9184568,194.0,high
1643,1.6102152,18.0,low
1644,2.5307918,394.0,high
1645,1.5868921,25.0,medium
1646,2.0893312,378.0,high
1647,1.7189951,77.0,medium
1648,1.7591802,34.0,medium
1649,1.8240942,112.0,medium
1650,1.3581752,10.0,low
1651,1.4800247,9.0,low
1652,1.5301937,16.0,low
1653,1.8459167,36.0,medium
1654,2.095579,112.0,medium
1655,1.4248002,10.0,low
1656,1.8441997,28.0,medium
1657,1.803325,224.0,high
1658,1.4202138,19.0,low
1659,1.735379,42.0,medium
1660,1.2379577,23.0,medium
1661,1.5168353,14.0,low
1662,1.855288,33.0,medium
1663,1.4139099,8.0,low
1664,1.7514396,37.0,medium
1665,1.9400284,168.0,high
1666,2.3843453,241.0,high
1667,1.6322693,20.0,low
1668,1.5151547,18.0,low
1669,1.7391053,50.0,medium
1670,2.019892,446.0,high
1671,1.5993488,24.0,medium
1672,1.7215499,68.0,medium
1673,1.6015846,12.0,low
1674,2.486292,245.0,high
1675,2.5726035,441.0,high
1676,1.6176797,27.0,medium
1677,1.5985548,57.0,medium
1678,1.9594524,55.0,medium
1679,1.977095,1106.0,high
1680,2.0129035,97.0,medium
1681,1.293781,22.0,medium
1682,1.7062483,101.0,medium
1683,1.7935125,45.0,medium
1684,1.8328726,238.0,high
1685,1.2384601,15.0,low
1686,1.9269595,221.0,high
1687,1.4874576,75.0,medium
1688,2.059108,72.0,medium
1689,1.9561836,79.0,medium
1690,1.2181398,24.0,medium
1691,2.3141813,190.0,high
1692,2.5096698,197.0,high
1693,1.7866124,254.0,high
1694,2.093476,118.0,medium
1695,2.121137,185.0,high
1696,2.0414968,284.0,high
1697,2.3630517,691.0,high
1698,2.5066516,300.0,high
1699,1.5478317,22.0,medium
1700,2.1618617,321.0,high
1701,1.5708183,72.0,medium
1702,1.3735456,17.0,low
1703,1.4472437,25.0,medium
1704,1.7495534,47.0,medium
1705,1.9546432,138.0,medium
1706,2.0019805,75.0,medium
1707,1.2725377,11.0,low
1708,1.959046,121.0,medium
1709,1.4905946,46.0,medium
1710,1.5643518,13.0,low
1711,2.154595,267.0,high
1712,1.2747451,8.0,low
1713,1.6874347,135.0,medium
1714,1.4471301,21.0,low
1715,1.9082167,106.0,medium
1716,2.036132,284.0,high
1717,1.7090732,27.0,medium
1718,1.0675501,5.0,low
1719,1.5211523,37.0,medium
1720,1.8254793,21.0,low
1721,3.3876226,172.0,high
1722,2.0468316,82.0,medium
1723,1.8452847,125.0,medium
1724,1.4534924,21.0,low
1725,1.981101,87.0,medium
1726,1.8886064,421.0,high
1727,1.8572795,35.0,medium
1728,1.2199373,17.0,low
1729,1.27418,11.0,low
1730,1.4006567,30.0,medium
1731,1.3769552,28.0,medium
1732,2.6126616,428.0,high
1733,2.0193543,64.0,medium
1734,1.8187373,24.0,medium
1735,1.5120393,81.0,medium
1736,2.851518,393.0,high
1737,1.7557098,40.0,medium
1738,1.6698418,47.0,medium
1739,1.8219666,44.0,medium
1740,2.0391748,482.0,high
1741,1.6544702,27.0,medium
1742,1.7438742,64.0,medium
1743,2.2319279,106.0,medium
1744,1.5146769,47.0,medium
1745,2.0731826,256.0,high
1746,1.0492779,9.0,low
1747,2.260971,289.0,high
1748,2.5338893,135.0,medium
1749,1.253085,30.0,medium
1750,1.4765898,18.0,low
1751,2.2192268,295.0,high
1752,1.6067525,188.0,high
1753,1.344332,12.0,low
1754,2.0096772,206.0,high
1755,1.5881243,25.0,medium
1756,1.9329368,249.0,high
1757,2.4051716,327.0,high
1758,2.044005,152.0,high
1759,1.7535198,46.0,medium
1760,1.6389842,17.0,low
1761,1.9710318,47.0,medium
1762,1.4360899,14.0,low
1763,3.4686959,504.0,high
1764,1.8907957,71.0,medium
1765,1.3050904,9.0,low
1766,2.1838787,177.0,high
1767,2.0386255,65.0,medium
1768,1.6625661,22.0,medium
1769,1.6331224,28.0,medium
1770,1.4991963,17.0,low
1771,1.2582463,16.0,low
1772,1.907549,38.0,medium
1773,1.2666882,16.0,low
1774,2.1006734,102.0,medium
1775,1.9189954,162.0,high
1776,1.8787689,35.0,medium
1777,2.4166272,301.0,high
1778,1.7681962,70.0,medium
1779,1.7448857,123.0,medium
1780,1.909807,52.0,medium
1781,1.2131747,21.0,low
1782,1.4881043,11.0,low
1783,1.6985272,19.0,low
1784,1.6673961,20.0,low
1785,1.429463,39.0,medium
1786,1.2799466,9.0,low
1787,1.3823811,20.0,low
1788,2.0260077,46.0,medium
1789,2.0836935,237.0,high
1790,2.0232344,76.0,medium
1791,1.6725421,25.0,medium
1792,2.3181434,164.0,high
1793,2.0182004,87.0,medium
1794,1.0314153,19.0,low
1795,2.1907263,134.0,medium
1796,2.4465475,140.0,medium
1797,1.7311429,32.0,medium
1798,1.9665829,47.0,medium
1799,1.9983379,142.0,medium
1800,1.3615104,14.0,low
1801,2.10497,156.0,high
1802,2.402792,151.0,high
1803,1.9847636,56.0,medium
1804,1.892142,133.0,medium
1805,2.3523984,183.0,high
1806,2.0952861,116.0,medium
1807,1.5762947,16.0,low
1808,1.6063308,23.0,medium
1809,1.4724002,23.0,medium
1810,1.2103328,22.0,medium
1811,1.6161854,461.0,high
1812,1.3346026,10.0,low
1813,1.3980744,24.0,medium
1814,1.8525051,27.0,medium
1815,1.677563,48.0,medium
1816,1.70976,49.0,medium
1817,1.7154534,26.0,medium
1818,1.9404846,71.0,medium
1819,2.3341103,192.0,high
1820,1.6621209,17.0,low
1821,1.630681,45.0,medium
1822,1.5285509,16.0,low
1823,2.012729,77.0,medium
1824,2.0189297,74.0,medium
1825,1.7752289,26.0,medium
1826,1.5713104,27.0,medium
1827,2.254341,59.0,medium
1828,1.1557484,12.0,low
1829,1.6541198,19.0,low
1830,1.9961513,62.0,medium
1831,1.727006,31.0,medium
1832,2.0052936,45.0,medium
1833,1.6376877,52.0,medium
1834,1.8872306,587.0,high
1835,2.4380658,328.0,high
1836,1.9738625,411.0,high
1837,1.5318699,6.0,low
1838,1.9320567,62.0,medium
1839,1.1559992,17.0,low
1840,2.0447361,71.0,medium
1841,2.4171941,384.0,high
1842,1.8940389,69.0,medium
1843,1.5835716,10.0,low
1844,2.1397421,78.0,medium
1845,1.935622,46.0,medium
1846,1.7201455,33.0,medium
1847,1.5499972,11.0,low
1848,1.4372334,12.0,low
1849,1.7050503,47.0,medium
1850,2.0991483,85.0,medium
1851,1.8127623,30.0,medium
1852,2.1422043,117.0,medium
1853,1.8236095,51.0,medium
1854,1.7962557,31.0,medium
1855,2.4152682,123.0,medium
1856,1.4651299,31.0,medium
1857,1.8536441,65.0,medium
1858,1.6302097,25.0,medium
1859,2.2936397,126.0,medium
1860,1.9610541,203.0,high
1861,1.7194105,29.0,medium
1862,2.1089847,92.0,medium
1863,0.8749551,9.0,low
1864,2.1322186,176.0,high
1865,1.9921798,109.0,medium
1866,1.5778633,16.0,low
1867,1.8486978,29.0,medium
1868,1.4227953,31.0,medium
