user_idx,embedding_norm,degree,degree_group
1869,2.0967748,91.0,medium
1870,1.9668844,62.0,medium
1871,1.6204454,20.0,low
1872,2.0248618,104.0,medium
1873,1.5690143,39.0,medium
1874,1.9855325,212.0,high
1875,1.4815797,16.0,low
1876,1.7711744,48.0,medium
1877,1.8829763,51.0,medium
1878,2.037536,184.0,high
1879,2.1102698,447.0,high
1880,1.8532325,45.0,medium
1881,1.748123,162.0,high
1882,1.9511031,179.0,high
1883,2.7126312,512.0,high
1884,1.7611694,42.0,medium
1885,1.170739,16.0,low
1886,1.7691325,57.0,medium
1887,1.3175478,18.0,low
1888,1.9563259,267.0,high
1889,2.0167165,110.0,medium
1890,1.7208267,144.0,high
1891,1.5166535,17.0,low
1892,1.6446285,15.0,low
1893,2.1541128,153.0,high
1894,1.9728149,74.0,medium
1895,2.4385064,161.0,high
1896,2.6031444,400.0,high
1897,1.5240461,17.0,low
1898,2.7118335,519.0,high
1899,1.4191036,24.0,medium
1900,1.891006,121.0,medium
1901,2.117747,155.0,high
1902,2.1781266,153.0,high
1903,2.2806873,151.0,high
1904,1.923921,34.0,medium
1905,1.5049937,14.0,low
1906,1.3620597,16.0,low
1907,1.7941668,76.0,medium
1908,1.9886801,30.0,medium
1909,1.0937024,32.0,medium
1910,1.6045351,14.0,low
1911,1.9406451,157.0,high
1912,2.0958397,34.0,medium
1913,1.542119,12.0,low
1914,1.1702911,18.0,low
1915,2.3177526,266.0,high
1916,2.0734658,64.0,medium
1917,1.2055849,8.0,low
1918,2.2952857,28.0,medium
1919,2.33292,300.0,high
1920,1.9011768,34.0,medium
1921,2.2856731,206.0,high
1922,1.6852598,29.0,medium
1923,2.0602818,37.0,medium
1924,1.9164314,178.0,high
1925,1.8077672,479.0,high
1926,1.5963981,14.0,low
1927,2.0196958,133.0,medium
1928,1.6550487,13.0,low
1929,1.7429303,121.0,medium
1930,2.0106802,47.0,medium
1931,1.8428413,48.0,medium
1932,1.5116597,12.0,low
1933,1.7440242,19.0,low
1934,1.5010885,29.0,medium
1935,1.3821707,15.0,low
1936,2.1890912,118.0,medium
1937,1.7805624,60.0,medium
1938,1.9293038,137.0,medium
1939,1.7653767,60.0,medium
1940,2.3731196,586.0,high
1941,1.3356277,18.0,low
1942,1.8546124,422.0,high
1943,1.6881349,46.0,medium
1944,1.5450032,9.0,low
1945,1.9930115,54.0,medium
1946,2.0559402,107.0,medium
1947,2.0876665,75.0,medium
1948,1.837204,79.0,medium
1949,1.7847513,67.0,medium
1950,1.7442364,45.0,medium
1951,1.8336629,126.0,medium
1952,1.5017344,22.0,medium
1953,1.5822225,113.0,medium
1954,1.6176983,22.0,medium
1955,1.6353521,27.0,medium
1956,1.6513464,30.0,medium
1957,2.5373778,332.0,high
1958,1.7238833,51.0,medium
1959,1.9686044,145.0,high
1960,1.726221,48.0,medium
1961,2.1157546,125.0,medium
1962,1.9980673,62.0,medium
1963,1.3567405,11.0,low
1964,1.4652318,21.0,low
1965,1.694605,34.0,medium
1966,1.4324772,13.0,low
1967,2.0714808,121.0,medium
1968,2.1041665,339.0,high
1969,1.7548217,26.0,medium
1970,1.4976199,25.0,medium
1971,1.8867263,69.0,medium
1972,1.8322424,23.0,medium
1973,1.881929,341.0,high
1974,1.3425548,32.0,medium
1975,1.6592247,75.0,medium
1976,1.6056354,36.0,medium
1977,1.7648008,87.0,medium
1978,1.3407886,9.0,low
1979,2.3115842,650.0,high
1980,1.4941328,24.0,medium
1981,1.9301354,76.0,medium
1982,2.3027525,424.0,high
1983,1.8613318,167.0,high
1984,2.0924451,77.0,medium
1985,1.1754106,18.0,low
1986,1.7183567,24.0,medium
1987,2.5109649,343.0,high
1988,1.2553223,14.0,low
1989,1.4865636,21.0,low
1990,1.3761188,17.0,low
1991,1.8118834,25.0,medium
1992,1.3883001,11.0,low
1993,1.2909453,18.0,low
1994,1.7623447,60.0,medium
1995,2.3014638,131.0,medium
1996,1.9367044,30.0,medium
1997,2.5952115,253.0,high
1998,1.9802941,57.0,medium
1999,1.8784565,65.0,medium
2000,1.2504234,27.0,medium
2001,2.020162,128.0,medium
2002,2.1865563,52.0,medium
2003,2.1883233,63.0,medium
2004,1.9420332,32.0,medium
2005,1.4810952,21.0,low
2006,1.5774126,25.0,medium
2007,1.9399589,123.0,medium
2008,1.735378,39.0,medium
2009,2.1563437,127.0,medium
2010,2.034823,168.0,high
2011,1.9335196,129.0,medium
2012,2.1842232,48.0,medium
2013,1.5970463,45.0,medium
2014,2.2277005,397.0,high
2015,1.7483413,258.0,high
2016,2.0737472,82.0,medium
2017,2.2521126,329.0,high
2018,1.5035129,16.0,low
2019,2.0459352,248.0,high
2020,2.510959,96.0,medium
2021,1.9039427,132.0,medium
2022,2.083048,194.0,high
2023,1.7487702,107.0,medium
2024,1.865005,73.0,medium
2025,2.374081,114.0,medium
2026,1.9168686,87.0,medium
2027,1.4504671,16.0,low
2028,2.0587475,104.0,medium
2029,2.796584,429.0,high
2030,1.63062,124.0,medium
2031,1.9277896,39.0,medium
2032,1.3587905,14.0,low
2033,1.9017246,29.0,medium
2034,1.7977874,92.0,medium
2035,1.8157154,46.0,medium
2036,1.482835,10.0,low
2037,2.5168214,309.0,high
2038,2.1659188,68.0,medium
2039,1.4405651,25.0,medium
2040,2.3206782,309.0,high
2041,1.962864,120.0,medium
2042,1.7568746,14.0,low
2043,1.8042415,17.0,low
2044,1.7972281,15.0,low
2045,1.9399133,45.0,medium
2046,2.0683749,163.0,high
2047,1.1546885,24.0,medium
2048,1.66616,26.0,medium
2049,1.8962868,177.0,high
2050,2.1156054,126.0,medium
2051,1.4152018,9.0,low
2052,1.3142387,11.0,low
2053,2.2007654,157.0,high
2054,2.2021592,110.0,medium
2055,2.3668923,182.0,high
2056,1.4809839,45.0,medium
2057,1.4937501,45.0,medium
2058,1.739192,139.0,medium
2059,1.8666095,94.0,medium
2060,1.2930452,16.0,low
2061,1.6173234,62.0,medium
2062,2.129448,391.0,high
2063,2.2453592,172.0,high
2064,1.6290809,27.0,medium
2065,1.6878815,22.0,medium
2066,1.9000974,94.0,medium
2067,2.0671325,83.0,medium
2068,1.5742639,51.0,medium
2069,2.0237927,85.0,medium
2070,1.7693342,115.0,medium
2071,1.875556,139.0,medium
2072,2.3856437,436.0,high
2073,1.491078,17.0,low
2074,1.4787554,20.0,low
2075,1.7343818,44.0,medium
2076,2.0937371,312.0,high
2077,1.7152929,60.0,medium
2078,1.8183527,50.0,medium
2079,1.5680575,26.0,medium
2080,1.4995921,15.0,low
2081,1.8335298,57.0,medium
2082,1.7389902,30.0,medium
2083,2.3034437,122.0,medium
2084,2.332778,155.0,high
2085,1.3678799,16.0,low
2086,1.6729074,31.0,medium
2087,2.594375,296.0,high
2088,1.7738634,73.0,medium
2089,2.1848135,146.0,high
2090,1.9863687,114.0,medium
2091,2.1382198,385.0,high
2092,1.2114611,33.0,medium
2093,1.5067271,52.0,medium
2094,1.5589659,34.0,medium
2095,1.8244897,96.0,medium
2096,1.7750969,74.0,medium
2097,2.0629532,171.0,high
2098,1.3534118,17.0,low
2099,1.9871079,191.0,high
2100,1.9921715,50.0,medium
2101,2.3055058,136.0,medium
2102,2.0310845,67.0,medium
2103,1.1826737,18.0,low
2104,2.4845903,203.0,high
2105,1.9067392,153.0,high
2106,1.5595287,18.0,low
2107,1.6723067,16.0,low
2108,1.5915594,217.0,high
2109,1.7074165,97.0,medium
2110,1.5082636,10.0,low
2111,1.6116784,23.0,medium
2112,1.128244,33.0,medium
2113,2.0459044,82.0,medium
2114,1.7334547,40.0,medium
2115,2.6725276,537.0,high
2116,1.3795395,39.0,medium
2117,2.111774,78.0,medium
2118,2.089155,94.0,medium
2119,1.7873442,78.0,medium
2120,2.1199763,113.0,medium
2121,2.0096319,113.0,medium
2122,2.1079001,25.0,medium
2123,1.7373605,500.0,high
2124,1.4894783,157.0,high
2125,1.8603326,22.0,medium
2126,1.7522322,66.0,medium
2127,1.3419673,11.0,low
2128,1.9194187,155.0,high
2129,1.5354365,30.0,medium
2130,2.1117487,167.0,high
2131,1.6100554,11.0,low
2132,1.2375971,6.0,low
2133,1.499863,31.0,medium
2134,1.6162809,15.0,low
2135,2.0312724,112.0,medium
2136,1.7906033,55.0,medium
2137,1.985495,38.0,medium
2138,1.7296546,42.0,medium
2139,2.382846,141.0,medium
2140,1.394532,17.0,low
2141,1.6967375,39.0,medium
2142,1.7521875,47.0,medium
2143,1.901002,37.0,medium
2144,2.129925,162.0,high
2145,2.046591,50.0,medium
2146,1.8656454,53.0,medium
2147,2.1540697,187.0,high
2148,1.6461021,31.0,medium
2149,1.5728699,20.0,low
2150,1.2088044,17.0,low
2151,1.5020685,13.0,low
2152,1.8322574,224.0,high
2153,1.5909685,27.0,medium
2154,2.6235259,65.0,medium
2155,1.8577546,155.0,high
2156,2.1573107,83.0,medium
2157,1.8360794,82.0,medium
2158,1.697134,26.0,medium
2159,1.204116,11.0,low
2160,2.1243608,66.0,medium
2161,1.8762348,127.0,medium
2162,2.1366436,73.0,medium
2163,2.1572754,294.0,high
2164,2.52798,175.0,high
2165,2.2006552,127.0,medium
2166,2.0560765,55.0,medium
2167,1.7717106,246.0,high
2168,1.6986369,24.0,medium
2169,2.3813663,99.0,medium
2170,2.1361194,87.0,medium
2171,1.6952868,141.0,medium
2172,1.8948958,204.0,high
2173,1.9701656,95.0,medium
2174,1.522093,124.0,medium
2175,1.979667,142.0,medium
2176,2.0649018,120.0,medium
2177,2.1387837,145.0,high
2178,1.8818773,58.0,medium
2179,2.1588678,127.0,medium
2180,1.9756682,464.0,high
2181,1.4348035,13.0,low
2182,1.5059936,20.0,low
2183,1.7311093,25.0,medium
2184,2.5413508,257.0,high
2185,2.5546384,140.0,medium
2186,1.8504219,86.0,medium
2187,1.5451572,129.0,medium
2188,1.4179974,17.0,low
2189,1.7089305,95.0,medium
2190,1.391701,16.0,low
2191,1.9888402,78.0,medium
2192,1.5381379,17.0,low
2193,2.1161492,33.0,medium
2194,2.1188855,151.0,high
2195,1.6935289,25.0,medium
2196,1.5501583,43.0,medium
2197,2.1392488,37.0,medium
2198,1.7871996,50.0,medium
2199,1.777636,25.0,medium
2200,2.0853317,52.0,medium
2201,1.9320015,37.0,medium
2202,2.4030118,387.0,high
2203,2.5290527,18.0,low
2204,1.7875905,114.0,medium
2205,2.1032794,95.0,medium
2206,1.4216846,15.0,low
2207,2.0389507,148.0,high
2208,1.4870961,9.0,low
2209,1.3677032,12.0,low
2210,2.33529,223.0,high
2211,1.8702517,40.0,medium
2212,1.5285611,21.0,low
2213,1.8562366,63.0,medium
2214,2.052782,77.0,medium
2215,1.3475815,17.0,low
2216,0.687225,15.0,low
2217,1.4065063,23.0,medium
2218,2.27441,121.0,medium
2219,1.3069531,20.0,low
2220,1.9846603,99.0,medium
2221,2.012098,120.0,medium
2222,2.2118702,175.0,high
2223,1.8275125,31.0,medium
2224,1.8379203,172.0,high
2225,1.741647,28.0,medium
2226,1.6377574,34.0,medium
2227,1.8474208,43.0,medium
2228,1.986339,17.0,low
2229,1.9231578,89.0,medium
2230,2.119415,220.0,high
2231,1.9917364,232.0,high
2232,1.918141,92.0,medium
2233,1.6988193,12.0,low
2234,2.1012585,92.0,medium
2235,1.6319433,60.0,medium
2236,2.0211632,319.0,high
2237,2.1974263,51.0,medium
2238,1.9694632,90.0,medium
2239,1.8712063,80.0,medium
2240,2.3769772,110.0,medium
2241,2.1305375,208.0,high
2242,1.6796002,56.0,medium
2243,2.3864093,253.0,high
2244,1.6324586,15.0,low
2245,1.7694535,98.0,medium
2246,2.2453332,190.0,high
2247,1.8392344,66.0,medium
2248,1.3065232,46.0,medium
2249,1.6915525,31.0,medium
2250,2.0456953,265.0,high
2251,1.3488795,9.0,low
2252,1.6221377,21.0,low
2253,2.0663974,62.0,medium
2254,2.2819154,118.0,medium
2255,1.7793847,44.0,medium
2256,1.5122164,17.0,low
2257,1.9519727,188.0,high
2258,2.26369,208.0,high
2259,1.6333416,13.0,low
2260,2.194497,112.0,medium
2261,1.9567829,81.0,medium
2262,1.9330076,149.0,high
2263,1.9590399,187.0,high
2264,1.8897283,120.0,medium
2265,1.7934296,73.0,medium
2266,1.7455119,29.0,medium
2267,1.6299036,21.0,low
2268,1.4163913,10.0,low
2269,1.8094898,56.0,medium
2270,2.2620616,267.0,high
2271,1.5119598,88.0,medium
2272,1.558393,44.0,medium
2273,1.4464859,24.0,medium
2274,1.7418603,23.0,medium
2275,1.9117333,90.0,medium
2276,1.4670378,10.0,low
2277,1.5324203,33.0,medium
2278,2.2710621,236.0,high
2279,1.8797705,68.0,medium
2280,1.7560077,54.0,medium
2281,1.8845581,138.0,medium
2282,1.5172068,27.0,medium
2283,1.7362447,33.0,medium
2284,1.6144103,25.0,medium
2285,1.8292085,24.0,medium
2286,1.8006092,21.0,low
2287,2.434618,209.0,high
2288,1.8522388,24.0,medium
2289,1.897722,61.0,medium
2290,1.5615001,31.0,medium
2291,1.2667383,7.0,low
2292,2.283436,240.0,high
2293,1.8493189,51.0,medium
2294,1.2091795,20.0,low
2295,0.9378307,12.0,low
2296,1.598559,28.0,medium
2297,1.8119043,53.0,medium
2298,1.670821,24.0,medium
2299,1.5100605,37.0,medium
2300,1.8357285,31.0,medium
2301,1.7978567,104.0,medium
2302,2.3593209,274.0,high
2303,2.0341003,561.0,high
2304,1.7801533,32.0,medium
2305,1.8923559,42.0,medium
2306,2.2023876,129.0,medium
2307,1.6134175,55.0,medium
2308,1.8414133,88.0,medium
2309,1.9247822,71.0,medium
2310,1.5091672,14.0,low
2311,1.5517398,15.0,low
2312,1.8850483,33.0,medium
2313,1.7182086,16.0,low
2314,1.4173551,10.0,low
2315,2.005948,106.0,medium
2316,1.7349178,48.0,medium
2317,1.1342403,18.0,low
2318,1.7974179,42.0,medium
2319,1.8646065,44.0,medium
2320,1.867474,67.0,medium
2321,1.833474,46.0,medium
2322,1.9965963,154.0,high
2323,2.1302576,68.0,medium
2324,1.4383308,9.0,low
2325,1.4707605,32.0,medium
2326,1.684397,22.0,medium
2327,1.2715207,13.0,low
2328,1.7909367,15.0,low
2329,1.8805231,42.0,medium
2330,2.0892243,57.0,medium
2331,1.7935505,33.0,medium
2332,1.6514509,34.0,medium
2333,2.2007968,231.0,high
2334,2.097586,64.0,medium
2335,1.8063959,14.0,low
2336,1.7507939,42.0,medium
2337,2.1158018,129.0,medium
2338,0.8825025,21.0,low
2339,1.9196595,344.0,high
2340,1.4433783,24.0,medium
2341,1.6687636,47.0,medium
2342,2.3730228,29.0,medium
2343,1.7783936,94.0,medium
2344,1.2847406,12.0,low
2345,1.5386286,39.0,medium
2346,1.4243039,13.0,low
2347,1.665691,74.0,medium
2348,1.7741557,44.0,medium
2349,1.8185878,88.0,medium
2350,1.8258393,75.0,medium
2351,1.9464636,24.0,medium
2352,1.8374588,106.0,medium
2353,2.0351763,36.0,medium
2354,1.9676793,75.0,medium
2355,1.5077908,13.0,low
2356,1.5642672,20.0,low
2357,1.3936371,25.0,medium
2358,1.463194,31.0,medium
2359,1.6643523,22.0,medium
2360,0.9453202,22.0,medium
2361,1.3893566,27.0,medium
2362,1.4287415,27.0,medium
2363,1.6270406,19.0,low
2364,1.7813582,40.0,medium
2365,1.5682702,16.0,low
2366,1.9028633,31.0,medium
2367,2.2227325,196.0,high
2368,1.3094637,25.0,medium
2369,1.8811489,60.0,medium
2370,1.8926798,46.0,medium
2371,1.9265804,59.0,medium
2372,1.5548178,14.0,low
2373,2.1878924,132.0,medium
2374,1.4283439,17.0,low
2375,2.3458939,236.0,high
2376,1.4800856,28.0,medium
2377,1.9865983,104.0,medium
2378,1.5695893,18.0,low
2379,2.2323766,197.0,high
2380,1.28918,6.0,low
2381,1.61879,33.0,medium
2382,2.1245902,291.0,high
2383,1.6399449,23.0,medium
2384,1.2969044,10.0,low
2385,2.0208578,38.0,medium
2386,1.7189262,37.0,medium
2387,1.7511708,17.0,low
2388,2.1222274,208.0,high
2389,2.1306958,59.0,medium
2390,1.4801223,39.0,medium
2391,1.5985932,31.0,medium
2392,1.7689962,104.0,medium
2393,1.9126184,51.0,medium
2394,1.8561195,137.0,medium
2395,1.6102647,23.0,medium
2396,1.7489548,46.0,medium
2397,1.5868617,82.0,medium
2398,1.5201622,12.0,low
2399,1.4730446,23.0,medium
2400,1.5551524,43.0,medium
2401,1.8269482,225.0,high
2402,2.151809,88.0,medium
2403,1.9452635,63.0,medium
2404,1.7092749,38.0,medium
2405,2.1156657,69.0,medium
2406,2.3669858,119.0,medium
2407,1.5003105,45.0,medium
2408,1.7526706,96.0,medium
2409,2.0579088,65.0,medium
2410,2.1378636,177.0,high
2411,1.6001638,15.0,low
2412,1.4115707,11.0,low
2413,2.0909042,183.0,high
2414,1.5063251,19.0,low
2415,1.496461,26.0,medium
2416,1.7044041,26.0,medium
2417,1.8703598,15.0,low
2418,2.4387033,251.0,high
2419,1.5940864,36.0,medium
2420,1.9218324,39.0,medium
2421,1.5304211,15.0,low
2422,1.9382391,55.0,medium
2423,1.8411542,62.0,medium
2424,1.6149238,30.0,medium
2425,1.6422695,27.0,medium
2426,1.5967549,78.0,medium
2427,2.0208888,59.0,medium
2428,1.9150842,86.0,medium
2429,1.5728866,21.0,low
2430,1.5768075,14.0,low
2431,1.3681762,24.0,medium
2432,1.5413489,23.0,medium
2433,1.520241,13.0,low
2434,1.988349,71.0,medium
2435,1.969473,251.0,high
2436,1.5785923,22.0,medium
2437,1.5683587,115.0,medium
2438,1.3272269,25.0,medium
2439,0.85883904,9.0,low
2440,1.6470827,17.0,low
2441,2.0771563,17.0,low
2442,1.5632077,10.0,low
2443,1.8388475,56.0,medium
2444,2.5091994,123.0,medium
2445,2.1346374,293.0,high
2446,1.867049,46.0,medium
2447,1.7356268,47.0,medium
2448,1.5158241,17.0,low
2449,1.6779284,11.0,low
2450,1.5866785,51.0,medium
2451,1.7239618,38.0,medium
2452,1.919992,345.0,high
2453,2.137622,138.0,medium
2454,2.117647,48.0,medium
2455,1.6899832,132.0,medium
2456,2.1427548,176.0,high
2457,2.221248,90.0,medium
2458,2.0692737,81.0,medium
2459,1.668937,38.0,medium
2460,1.8938689,66.0,medium
2461,2.3378081,138.0,medium
2462,1.6624773,46.0,medium
2463,1.6911306,22.0,medium
2464,2.3914557,206.0,high
2465,2.0689685,77.0,medium
2466,1.203419,16.0,low
2467,1.5021235,108.0,medium
2468,1.6389834,29.0,medium
2469,1.2640358,9.0,low
2470,1.4286407,13.0,low
2471,2.3917086,148.0,high
2472,1.4879779,24.0,medium
2473,1.4234865,25.0,medium
2474,1.6993849,24.0,medium
2475,1.8683907,46.0,medium
2476,1.7713146,53.0,medium
2477,2.3597627,144.0,high
2478,1.6802081,20.0,low
2479,1.6788268,26.0,medium
2480,2.3340416,97.0,medium
2481,1.3441638,17.0,low
2482,2.038297,47.0,medium
2483,2.0715475,247.0,high
2484,1.756077,133.0,medium
2485,1.9987007,97.0,medium
2486,1.6055697,22.0,medium
2487,1.3133769,15.0,low
2488,1.7703838,174.0,high
2489,1.4751073,10.0,low
2490,1.7001431,60.0,medium
2491,1.971461,48.0,medium
2492,1.3733228,39.0,medium
2493,1.4522451,10.0,low
2494,1.7336209,18.0,low
2495,2.1395543,154.0,high
2496,1.7069505,107.0,medium
2497,1.8802192,68.0,medium
2498,1.707573,22.0,medium
2499,2.0431304,86.0,medium
2500,1.7955803,55.0,medium
2501,1.1924263,12.0,low
2502,1.8029284,77.0,medium
2503,1.9784316,155.0,high
2504,1.5622538,25.0,medium
2505,1.6015542,128.0,medium
2506,2.2861664,602.0,high
2507,1.7419039,31.0,medium
2508,0.8755121,17.0,low
2509,1.7393241,34.0,medium
2510,1.5552318,22.0,medium
2511,1.7557089,20.0,low
2512,2.0290997,49.0,medium
2513,1.600351,25.0,medium
2514,1.5079267,40.0,medium
2515,1.5361329,13.0,low
2516,1.0756348,19.0,low
2517,1.6458343,29.0,medium
2518,1.633834,34.0,medium
2519,1.4576219,37.0,medium
2520,1.6735551,35.0,medium
2521,1.7876488,45.0,medium
2522,1.8709253,92.0,medium
2523,1.8694713,15.0,low
2524,1.5271138,28.0,medium
2525,2.4112659,178.0,high
2526,1.5127554,12.0,low
2527,1.5921464,20.0,low
2528,2.5751102,480.0,high
2529,1.3332624,10.0,low
2530,1.7616109,18.0,low
2531,1.7988312,19.0,low
2532,2.2223873,92.0,medium
2533,1.2779555,19.0,low
2534,1.6986531,43.0,medium
2535,1.622069,14.0,low
2536,2.2001755,206.0,high
2537,1.5860145,16.0,low
2538,1.694223,28.0,medium
2539,1.6990559,165.0,high
2540,2.6132863,116.0,medium
2541,1.1536511,15.0,low
2542,1.6382095,22.0,medium
2543,2.6606522,443.0,high
2544,1.5876585,40.0,medium
2545,1.8961626,59.0,medium
2546,2.0464277,106.0,medium
2547,1.7134309,28.0,medium
2548,1.3691636,8.0,low
2549,2.0465,53.0,medium
2550,1.7287097,34.0,medium
2551,1.8528309,50.0,medium
2552,1.593449,17.0,low
2553,1.6386248,27.0,medium
2554,2.0062108,90.0,medium
2555,1.8247241,26.0,medium
2556,1.7916108,40.0,medium
2557,1.5576266,30.0,medium
2558,2.1041403,132.0,medium
2559,1.6737782,30.0,medium
2560,1.8145826,46.0,medium
2561,2.0619154,116.0,medium
2562,1.377601,7.0,low
2563,1.8718821,79.0,medium
2564,2.0125337,204.0,high
2565,2.1368341,124.0,medium
2566,2.2335665,167.0,high
2567,1.4179724,15.0,low
2568,1.3708961,17.0,low
2569,1.9824743,47.0,medium
2570,1.5849353,49.0,medium
2571,2.1966598,128.0,medium
2572,2.0753462,71.0,medium
2573,1.8033792,29.0,medium
2574,2.0605004,104.0,medium
2575,2.3111145,108.0,medium
2576,1.6389756,16.0,low
2577,1.848257,28.0,medium
2578,1.966781,54.0,medium
2579,1.7328457,45.0,medium
2580,2.1470804,297.0,high
2581,1.4136816,14.0,low
2582,2.3307168,278.0,high
2583,1.390984,12.0,low
2584,2.1324558,77.0,medium
2585,1.9402193,35.0,medium
2586,1.6432391,18.0,low
2587,1.7564915,27.0,medium
2588,2.1006398,121.0,medium
2589,2.1705294,143.0,high
2590,1.3804908,29.0,medium
2591,2.2070744,247.0,high
2592,1.8590364,122.0,medium
2593,1.6870222,40.0,medium
2594,1.7533665,72.0,medium
2595,1.9092066,24.0,medium
2596,1.8954767,50.0,medium
2597,1.5051324,13.0,low
2598,2.3676085,127.0,medium
2599,1.8278549,35.0,medium
2600,1.0585955,17.0,low
2601,1.3271613,10.0,low
2602,1.8650141,29.0,medium
2603,1.834476,48.0,medium
2604,2.274624,138.0,medium
2605,1.9266448,42.0,medium
2606,1.7705129,44.0,medium
2607,2.2334867,153.0,high
2608,1.4948593,170.0,high
2609,1.4795979,15.0,low
2610,1.9075235,236.0,high
2611,1.5443804,11.0,low
2612,1.6106241,15.0,low
2613,1.5883491,21.0,low
2614,1.4466233,30.0,medium
2615,1.7912008,28.0,medium
2616,1.9802183,43.0,medium
2617,1.5155818,11.0,low
2618,1.998356,75.0,medium
2619,1.9158429,73.0,medium
2620,1.84013,98.0,medium
2621,1.5615802,25.0,medium
2622,1.8927794,38.0,medium
2623,2.1134982,248.0,high
2624,2.2027516,52.0,medium
2625,1.2862633,14.0,low
2626,2.1122591,197.0,high
2627,1.9173709,100.0,medium
2628,2.161733,214.0,high
2629,1.6247452,28.0,medium
2630,2.2400262,75.0,medium
2631,1.3245955,19.0,low
2632,1.5630225,22.0,medium
2633,2.1793866,201.0,high
2634,1.5589421,30.0,medium
2635,2.1495688,45.0,medium
2636,1.7626413,29.0,medium
2637,2.0845199,160.0,high
2638,1.7158935,20.0,low
2639,1.2700807,14.0,low
2640,2.261875,257.0,high
2641,2.0512798,51.0,medium
2642,1.9395809,205.0,high
2643,1.4709661,14.0,low
2644,2.1435697,140.0,medium
2645,1.4788526,16.0,low
2646,1.6464169,19.0,low
2647,1.974914,70.0,medium
2648,1.7638841,75.0,medium
2649,1.8251065,29.0,medium
2650,2.0876806,49.0,medium
2651,1.5428197,27.0,medium
2652,1.6566575,16.0,low
2653,1.91578,75.0,medium
2654,1.7170599,26.0,medium
2655,1.7829853,106.0,medium
2656,1.4928997,16.0,low
2657,1.6179391,19.0,low
2658,2.3265128,125.0,medium
2659,2.0300725,28.0,medium
2660,1.9569756,57.0,medium
2661,1.7923349,25.0,medium
2662,1.7807708,99.0,medium
2663,2.1180673,194.0,high
2664,2.3964334,389.0,high
2665,1.9962016,59.0,medium
2666,1.4713783,14.0,low
2667,1.8721318,105.0,medium
2668,1.5830617,71.0,medium
2669,2.0520308,134.0,medium
2670,1.2449665,7.0,low
2671,1.4156076,31.0,medium
2672,1.4572582,12.0,low
2673,2.303116,99.0,medium
2674,1.5319153,18.0,low
2675,1.8865807,198.0,high
2676,1.4554235,20.0,low
2677,1.7478116,24.0,medium
2678,2.511562,211.0,high
2679,1.820639,89.0,medium
2680,2.1185226,131.0,medium
2681,1.3998544,34.0,medium
2682,2.3692136,225.0,high
2683,2.230551,120.0,medium
2684,1.7746905,105.0,medium
2685,0.7646137,4.0,low
2686,1.5568633,16.0,low
2687,1.7783023,72.0,medium
2688,2.0880337,85.0,medium
2689,1.5946679,18.0,low
2690,2.1471133,213.0,high
2691,1.888671,86.0,medium
2692,2.189298,91.0,medium
2693,1.7223326,60.0,medium
2694,1.9514093,46.0,medium
2695,1.4875922,10.0,low
2696,1.5306621,26.0,medium
2697,1.578431,30.0,medium
2698,1.9133091,74.0,medium
2699,1.697421,147.0,high
2700,1.6453885,58.0,medium
2701,1.3345206,8.0,low
2702,1.8339713,50.0,medium
2703,1.8994005,38.0,medium
2704,1.6065254,14.0,low
2705,1.4594803,18.0,low
2706,1.6188413,11.0,low
2707,1.2863343,12.0,low
2708,1.2729237,9.0,low
2709,1.5439355,11.0,low
2710,1.228537,7.0,low
2711,1.8257176,52.0,medium
2712,0.9741898,6.0,low
2713,1.3017424,8.0,low
2714,1.74141,40.0,medium
2715,1.4791708,13.0,low
2716,1.2881645,12.0,low
2717,2.0842862,79.0,medium
2718,2.102798,94.0,medium
2719,1.5831144,14.0,low
2720,1.7232238,23.0,medium
2721,1.2962012,10.0,low
2722,1.7556524,40.0,medium
2723,2.0457761,135.0,medium
2724,1.5921485,19.0,low
2725,2.15147,76.0,medium
2726,1.7604423,36.0,medium
2727,1.6603336,29.0,medium
2728,1.6665752,20.0,low
2729,1.7701516,115.0,medium
2730,2.3416595,237.0,high
2731,1.6332138,36.0,medium
2732,2.0987997,91.0,medium
2733,1.9511974,85.0,medium
2734,1.228152,11.0,low
2735,1.7171105,64.0,medium
2736,2.3397326,213.0,high
2737,2.0946171,95.0,medium
2738,1.344576,9.0,low
2739,2.1309652,97.0,medium
2740,1.7588813,24.0,medium
2741,1.5446973,34.0,medium
2742,2.2888832,242.0,high
2743,1.4249934,8.0,low
2744,2.0437808,139.0,medium
2745,1.8591839,37.0,medium
2746,1.8357962,120.0,medium
2747,1.8623708,131.0,medium
2748,1.6684008,59.0,medium
2749,1.9217137,167.0,high
2750,1.7075609,85.0,medium
2751,2.0397937,175.0,high
2752,2.8643878,349.0,high
2753,1.8797894,66.0,medium
2754,1.2857962,17.0,low
2755,2.4290955,177.0,high
2756,2.035581,91.0,medium
2757,1.5486856,20.0,low
2758,0.9988257,10.0,low
2759,1.6089003,48.0,medium
2760,2.2877512,285.0,high
2761,1.5098084,33.0,medium
2762,1.1928297,7.0,low
2763,2.3093145,301.0,high
2764,2.4392314,114.0,medium
2765,2.218176,75.0,medium
2766,1.5323937,11.0,low
2767,1.8773317,60.0,medium
2768,1.6675432,96.0,medium
2769,1.741933,35.0,medium
2770,1.9783068,92.0,medium
2771,2.0467055,102.0,medium
2772,1.9422454,59.0,medium
