seed,epoch,train_bpr_loss
42,1,0.5117570445805356
42,2,0.31255605201358383
42,3,0.29900709437071415
42,4,0.2850738863690176
42,5,0.2690846089111722
42,6,0.2582774601498808
42,7,0.25087269525165146
42,8,0.2461558485376662
42,9,0.23983563633932584
42,10,0.2350255325436592
42,11,0.2303253056994383
42,12,0.22505822464607764
42,13,0.21769924467240553
42,14,0.21299320426972015
42,15,0.208195225160191
42,16,0.2041005387470342
42,17,0.19874705370191648
42,18,0.19453347339362337
42,19,0.19272992614170778
42,20,0.18902307478845984
42,21,0.18620251540256583
42,22,0.1836221704016561
42,23,0.18266004718084267
42,24,0.17716042697429657
42,25,0.17480210070430802
42,26,0.17239993178974028
42,27,0.1702335538086144
42,28,0.16820537366404914
42,29,0.16883628032561662
42,30,0.16386735876617226
42,31,0.16268658014419285
42,32,0.15930756826655587
42,33,0.15969738014636264
42,34,0.15811768023000247
42,35,0.1575914888062339
42,36,0.15433723023971138
42,37,0.15350315675976267
42,38,0.15237056654270575
42,39,0.15232188627123833
42,40,0.15045143693577553
42,41,0.14834553451425786
42,42,0.14852101636537607
42,43,0.14644876878330673
42,44,0.14505165701974992
42,45,0.14377486470924772
42,46,0.1432796112815107
42,47,0.14156094725932117
42,48,0.14373696525243745
42,49,0.14021718618122564
42,50,0.13933312378324353
42,51,0.13755067510773306
42,52,0.1369305670504337
42,53,0.13543707129639992
42,54,0.13458649294477873
42,55,0.13417118542112302
42,56,0.13340347223624965
42,57,0.13182352903042582
42,58,0.1316264797595964
42,59,0.13073407561666722
42,60,0.12920941453067708
42,61,0.12935252700918826
42,62,0.12751234125723873
42,63,0.1265874533927527
42,64,0.12541311220063464
42,65,0.12531957497307356
42,66,0.1244601084837231
42,67,0.12374628810346991
42,68,0.12304456927476154
42,69,0.1210985780470883
42,70,0.12166433835375136
42,71,0.12066213391464797
42,72,0.11983186403022442
42,73,0.11846715138982171
42,74,0.1184081951075274
42,75,0.11742279499067344
42,76,0.11665062102205727
42,77,0.11496893509520568
42,78,0.11546543214902066
42,79,0.1151235798454803
42,80,0.1142150766513162
42,81,0.1141141952973777
42,82,0.1132076214729012
42,83,0.11214296735715175
42,84,0.11099081952124834
42,85,0.11039359649589313
42,86,0.11051980115851198
42,87,0.10902991727588401
42,88,0.10917652563016483
42,89,0.10740075644402616
42,90,0.10688293134064777
42,91,0.10728683577094605
42,92,0.10578492393150278
42,93,0.10556995518255871
42,94,0.10424722583991462
42,95,0.10393606492763628
42,96,0.10247757042626567
42,97,0.10279826763207497
42,98,0.10207655317271533
42,99,0.10195560118966344
42,100,0.10095150493409323
