seed,epoch,train_bpr_loss
42,1,0.6789567470550537
42,2,0.6764494180679321
42,3,0.6729978322982788
42,4,0.6695288121700287
42,5,0.6650369465351105
42,6,0.6597124636173248
42,7,0.6539478898048401
42,8,0.6471848785877228
42,9,0.6397923529148102
42,10,0.6310267746448517
42,11,0.6217339634895325
42,12,0.6119419634342194
42,13,0.6007480025291443
42,14,0.5886114537715912
42,15,0.5756536424160004
42,16,0.5627310276031494
42,17,0.548523873090744
42,18,0.5332438945770264
42,19,0.5169506669044495
42,20,0.5011329352855682
42,21,0.4838193655014038
42,22,0.4673283249139786
42,23,0.44952501356601715
42,24,0.43304166197776794
42,25,0.4151877164840698
42,26,0.39745569229125977
42,27,0.37966978549957275
42,28,0.3627909868955612
42,29,0.3469810485839844
42,30,0.3306823968887329
42,31,0.316153883934021
42,32,0.29985013604164124
42,33,0.2863115966320038
42,34,0.2710278183221817
42,35,0.25901317596435547
42,36,0.24802565574645996
42,37,0.23651058226823807
42,38,0.22623270750045776
42,39,0.2153104543685913
42,40,0.20722317695617676
42,41,0.1990301012992859
42,42,0.18957624584436417
42,43,0.18207065761089325
42,44,0.17563435435295105
42,45,0.16857925057411194
42,46,0.16651707142591476
42,47,0.1549852266907692
42,48,0.15133033692836761
42,49,0.14626135677099228
42,50,0.1425568386912346
42,51,0.13650821894407272
42,52,0.13328343629837036
42,53,0.1293240785598755
42,54,0.12713958323001862
42,55,0.119936004281044
42,56,0.11816766113042831
42,57,0.11708207800984383
42,58,0.1101190559566021
42,59,0.10676977410912514
42,60,0.105939831584692
42,61,0.10207980871200562
42,62,0.09930339828133583
42,63,0.09601657465100288
42,64,0.09329664707183838
42,65,0.09111910313367844
42,66,0.08856252208352089
42,67,0.0875106044113636
42,68,0.08740301802754402
42,69,0.08259634673595428
42,70,0.08114307373762131
42,71,0.07904335856437683
42,72,0.07787066698074341
42,73,0.0751480758190155
42,74,0.07450443506240845
42,75,0.07280383631587029
42,76,0.07130039483308792
42,77,0.06945620849728584
42,78,0.06700436025857925
42,79,0.06659101322293282
42,80,0.06519477069377899
42,81,0.06154408119618893
42,82,0.06059686653316021
42,83,0.06005156598985195
42,84,0.05820745229721069
42,85,0.05841189809143543
42,86,0.05607682652771473
42,87,0.055237237364053726
42,88,0.054404471069574356
42,89,0.0542869009077549
42,90,0.05204229615628719
42,91,0.04930354468524456
42,92,0.048633456230163574
42,93,0.047832828015089035
42,94,0.04731114022433758
42,95,0.04492552764713764
42,96,0.046152181923389435
42,97,0.04520893283188343
42,98,0.042265234515070915
42,99,0.04334031231701374
42,100,0.04222472198307514
