seed,epoch,train_bpr_loss
43,1,0.6790203750133514
43,2,0.6764824986457825
43,3,0.6732299327850342
43,4,0.6695701777935028
43,5,0.6651619374752045
43,6,0.6597728431224823
43,7,0.6539390981197357
43,8,0.6475766897201538
43,9,0.6401942670345306
43,10,0.631571501493454
43,11,0.6225538551807404
43,12,0.612212061882019
43,13,0.6014101207256317
43,14,0.5895042717456818
43,15,0.5765776038169861
43,16,0.5634382665157318
43,17,0.549827516078949
43,18,0.5334360599517822
43,19,0.5174529254436493
43,20,0.5020003467798233
43,21,0.48426319658756256
43,22,0.46776989102363586
43,23,0.4494893103837967
43,24,0.4315888434648514
43,25,0.41556116938591003
43,26,0.39980483055114746
43,27,0.37957778573036194
43,28,0.36223484575748444
43,29,0.34750600159168243
43,30,0.3304827958345413
43,31,0.3175734579563141
43,32,0.3002469837665558
43,33,0.2848809063434601
43,34,0.2751428186893463
43,35,0.25956377387046814
43,36,0.24771084636449814
43,37,0.23728535324335098
43,38,0.22620712965726852
43,39,0.21711569279432297
43,40,0.2062826082110405
43,41,0.19992449134588242
43,42,0.1891225203871727
43,43,0.18371782451868057
43,44,0.17651449888944626
43,45,0.16922233998775482
43,46,0.16369207948446274
43,47,0.15913239866495132
43,48,0.1521194577217102
43,49,0.14716625213623047
43,50,0.14138825237751007
43,51,0.13787145912647247
43,52,0.13361626118421555
43,53,0.12872415035963058
43,54,0.12411204352974892
43,55,0.12048313021659851
43,56,0.11868521198630333
43,57,0.11334165185689926
43,58,0.1107001006603241
43,59,0.10885154083371162
43,60,0.10551277175545692
43,61,0.10132048279047012
43,62,0.10040196776390076
43,63,0.09669255465269089
43,64,0.09510322287678719
43,65,0.09174161031842232
43,66,0.08921985328197479
43,67,0.087044358253479
43,68,0.08525462076067924
43,69,0.08201859518885612
43,70,0.08122976124286652
43,71,0.0792899876832962
43,72,0.07708810642361641
43,73,0.07692284509539604
43,74,0.07503667101264
43,75,0.07375853508710861
43,76,0.0720510371029377
43,77,0.0690951980650425
43,78,0.06739593669772148
43,79,0.06639261543750763
43,80,0.06641793623566628
43,81,0.062442926689982414
43,82,0.06052550859749317
43,83,0.06013720855116844
43,84,0.05882875807583332
43,85,0.05815335921943188
43,86,0.056779174134135246
43,87,0.053675947710871696
43,88,0.054135601967573166
43,89,0.054326217621564865
43,90,0.051993563771247864
43,91,0.050519710406661034
43,92,0.0485076941549778
43,93,0.0476424191147089
43,94,0.04648996330797672
43,95,0.0476786270737648
43,96,0.04562661051750183
43,97,0.04394291341304779
43,98,0.04432589188218117
43,99,0.043105779215693474
43,100,0.04182262904942036
